#{"t_start": 1597220878.5214093, "env_id": "gripper-env-v0"}
r,s,l,c,timesteps,t
-30000.0,0.08088235294117647,150,0.0,19149,1167.613299
-30000.0,0.08029197080291971,150,0.0,19299,1176.459449
-30000.0,0.07971014492753623,150,0.0,19449,1186.153646
-30000.0,0.07913669064748201,150,0.0,19599,1195.747633
-29899.999006,0.07857142857142857,150,0.0,19749,1205.611663
-30000.0,0.07801418439716312,150,0.0,19899,1214.898802
-30000.0,0.07746478873239436,150,0.0,20049,1224.15949
-30000.0,0.07692307692307693,150,0.0,20199,1232.951749
-30000.0,0.0763888888888889,150,0.0,20349,1242.677322
-29899.999953,0.07586206896551724,150,0.0,20499,1252.176951
-30000.0,0.07534246575342465,150,0.0,20649,1260.869955
-30000.0,0.07482993197278912,150,0.0,20799,1271.021779
-30000.0,0.07432432432432433,150,0.0,20949,1279.24596
-30000.0,0.0738255033557047,150,0.0,21099,1287.698268
-30000.0,0.07333333333333333,150,0.0,21249,1295.785845
-30000.0,0.0728476821192053,150,0.0,21399,1306.321734
-30000.0,0.07236842105263158,150,0.0,21549,1314.667219
-30000.0,0.0718954248366013,150,0.0,21699,1323.329413
-30000.0,0.07142857142857142,150,0.0,21849,1331.965965
-30000.0,0.07096774193548387,150,0.0,21999,1341.582863
-30000.0,0.07051282051282051,150,0.0,22149,1350.944005
-30000.0,0.07006369426751592,150,0.0,22299,1359.072343
-30000.0,0.06962025316455696,150,0.0,22449,1367.897188
-30000.0,0.06918238993710692,150,0.0,22599,1376.214942
-30000.0,0.06875,150,0.0,22749,1384.309998
-30000.0,0.06832298136645963,150,0.0,22899,1392.438087
-30000.0,0.06790123456790123,150,0.0,23049,1400.809371
-30000.0,0.06748466257668712,150,0.0,23199,1410.195994
-30000.0,0.06707317073170732,150,0.0,23349,1418.278976
-30000.0,0.06666666666666667,150,0.0,23499,1427.043291
-30000.0,0.06626506024096386,150,0.0,23649,1435.828579
-30000.0,0.0658682634730539,150,0.0,23799,1444.805017
-30000.0,0.06547619047619048,150,0.0,23949,1452.908202
-30000.0,0.0650887573964497,150,0.0,24099,1464.571505
-30000.0,0.06470588235294118,150,0.0,24249,1473.177645
-30000.0,0.06432748538011696,150,0.0,24399,1481.524937
-30000.0,0.06395348837209303,150,0.0,24549,1489.80493
-30000.0,0.06358381502890173,150,0.0,24699,1498.051669
-30000.0,0.06321839080459771,150,0.0,24849,1506.024803
-30000.0,0.06285714285714286,150,0.0,24999,1514.39329
-30000.0,0.0625,150,0.0,25149,1522.846271
-30000.0,0.062146892655367235,150,0.0,25299,1534.014813
-30000.0,0.06179775280898876,150,0.0,25449,1543.070465
-30000.0,0.061452513966480445,150,0.0,25599,1551.930312
-30000.0,0.06111111111111111,150,0.0,25749,1560.397226
-30000.0,0.06077348066298342,150,0.0,25899,1569.791765
-30000.0,0.06043956043956044,150,0.0,26049,1578.763443
-30000.0,0.060109289617486336,150,0.0,26199,1587.441111
-30000.0,0.059782608695652176,150,0.0,26349,1595.702685
-30000.0,0.05945945945945946,150,0.0,26499,1604.132282
-30000.0,0.05913978494623656,150,0.0,26649,1612.643649
-30000.0,0.058823529411764705,150,0.0,26799,1621.01078
-30000.0,0.05851063829787234,150,0.0,26949,1629.422601
-30000.0,0.0582010582010582,150,0.0,27099,1640.982838
-30000.0,0.05789473684210526,150,0.0,27249,1649.395177
-30000.0,0.05759162303664921,150,0.0,27399,1657.680265
-30000.0,0.057291666666666664,150,0.0,27549,1666.878614
-30000.0,0.05699481865284974,150,0.0,27699,1675.491675
-30000.0,0.05670103092783505,150,0.0,27849,1684.45613
-30000.0,0.05641025641025641,150,0.0,27999,1692.769553
-30000.0,0.05612244897959184,150,0.0,28149,1702.440462
-30000.0,0.05583756345177665,150,0.0,28299,1710.84076
-30000.0,0.05555555555555555,150,0.0,28449,1719.824558
-30000.0,0.05527638190954774,150,0.0,28599,1727.984334
-30000.0,0.055,150,0.0,28749,1736.680951
-30000.0,0.05472636815920398,150,0.0,28899,1744.797473
-30000.0,0.054455445544554455,150,0.0,29049,1755.036482
-30000.0,0.054187192118226604,150,0.0,29199,1763.76631
-30000.0,0.05392156862745098,150,0.0,29349,1772.308904
-30000.0,0.05365853658536585,150,0.0,29499,1780.867949
-30000.0,0.05339805825242718,150,0.0,29649,1789.26757
-30000.0,0.05314009661835749,150,0.0,29799,1797.699381
-30000.0,0.052884615384615384,150,0.0,29949,1807.65902
-30000.0,0.05263157894736842,150,0.0,30099,1817.00158
-30000.0,0.05238095238095238,150,0.0,30249,1827.196137
-30000.0,0.052132701421800945,150,0.0,30399,1836.906843
-30000.0,0.05188679245283019,150,0.0,30549,1845.393599
-30000.0,0.051643192488262914,150,0.0,30699,1853.856495
-30000.0,0.0514018691588785,150,0.0,30849,1862.989897
-30000.0,0.05116279069767442,150,0.0,30999,1871.271945
-30000.0,0.05092592592592592,150,0.0,31149,1879.740861
-30000.0,0.05069124423963134,150,0.0,31299,1888.336907
-30000.0,0.05045871559633028,150,0.0,31449,1896.857508
-30000.0,0.0502283105022831,150,0.0,31599,1905.320133
-30000.0,0.05,150,0.0,31749,1913.793195
-30000.0,0.049773755656108594,150,0.0,31899,1923.157425
-30000.0,0.04954954954954955,150,0.0,32049,1932.384182
-30000.0,0.04932735426008968,150,0.0,32199,1940.732796
-30000.0,0.049107142857142856,150,0.0,32349,1949.094391
-30000.0,0.04888888888888889,150,0.0,32499,1957.231785
-30000.0,0.048672566371681415,150,0.0,32649,1966.794066
-30000.0,0.048458149779735685,150,0.0,32799,1975.479666
-30000.0,0.04824561403508772,150,0.0,32949,1985.023466
-30000.0,0.048034934497816595,150,0.0,33099,1994.14592
-30000.0,0.04782608695652174,150,0.0,33249,2003.23185
-30000.0,0.047619047619047616,150,0.0,33399,2012.227211
-30000.0,0.04741379310344827,150,0.0,33549,2020.572219
-30000.0,0.04721030042918455,150,0.0,33699,2029.308852
-30000.0,0.04700854700854701,150,0.0,33849,2039.096195
-30000.0,0.04680851063829787,150,0.0,33999,2047.574571
-30000.0,0.046610169491525424,150,0.0,34149,2056.030027
-30000.0,0.046413502109704644,150,0.0,34299,2064.839771
-30000.0,0.046218487394957986,150,0.0,34449,2073.584173
-29899.992259,0.04602510460251046,150,0.0,34599,2083.594277
-30000.0,0.04583333333333333,150,0.0,34749,2092.995848
-30000.0,0.04564315352697095,150,0.0,34899,2102.600398
-30000.0,0.045454545454545456,150,0.0,35049,2111.116009
-30000.0,0.04526748971193416,150,0.0,35199,2122.216666
-30000.0,0.045081967213114756,150,0.0,35349,2130.360611
-30000.0,0.044897959183673466,150,0.0,35499,2139.26189
-30000.0,0.044715447154471545,150,0.0,35649,2147.847117
-30000.0,0.044534412955465584,150,0.0,35799,2159.792451
-30000.0,0.04435483870967742,150,0.0,35949,2170.099422
-30000.0,0.04417670682730924,150,0.0,36099,2178.918313
-30000.0,0.044,150,0.0,36249,2189.026387
-30000.0,0.043824701195219126,150,0.0,36399,2197.433765
-30000.0,0.04365079365079365,150,0.0,36549,2205.483548
-30000.0,0.043478260869565216,150,0.0,36699,2214.208693
9900.000689,0.047244094488188976,2,0.0,36701,2214.423685
-30000.0,0.047058823529411764,150,0.0,36851,2222.473636
-30000.0,0.046875,150,0.0,37001,2231.062295
-30000.0,0.04669260700389105,150,0.0,37151,2239.479116
-30000.0,0.046511627906976744,150,0.0,37301,2248.170299
-30000.0,0.04633204633204633,150,0.0,37451,2257.409572
-29899.590882,0.046153846153846156,150,0.0,37601,2267.51814
-30000.0,0.04597701149425287,150,0.0,37751,2276.55598
-30000.0,0.04580152671755725,150,0.0,37901,2285.713494
-30000.0,0.045627376425855515,150,0.0,38051,2294.61156
-30000.0,0.045454545454545456,150,0.0,38201,2305.199056
-30000.0,0.045283018867924525,150,0.0,38351,2313.361432
-30000.0,0.045112781954887216,150,0.0,38501,2321.447609
-30000.0,0.0449438202247191,150,0.0,38651,2330.111407
-30000.0,0.04477611940298507,150,0.0,38801,2338.79822
-30000.0,0.04460966542750929,150,0.0,38951,2346.786943
-30000.0,0.044444444444444446,150,0.0,39101,2355.791568
-30000.0,0.04428044280442804,150,0.0,39251,2365.202182
-29899.984312,0.04411764705882353,150,0.0,39401,2373.591085
-30000.0,0.04395604395604396,150,0.0,39551,2381.740006
-30000.0,0.043795620437956206,150,0.0,39701,2391.169673
-30000.0,0.04363636363636364,150,0.0,39851,2399.442122
-30000.0,0.043478260869565216,150,0.0,40001,2409.055851
-30000.0,0.04332129963898917,150,0.0,40151,2418.020288
-30000.0,0.04316546762589928,150,0.0,40301,2427.048725
-30000.0,0.043010752688172046,150,0.0,40451,2435.635053
-30000.0,0.04285714285714286,150,0.0,40601,2444.105764
-30000.0,0.042704626334519574,150,0.0,40751,2453.902577
-30000.0,0.0425531914893617,150,0.0,40901,2463.596758
9900.000354,0.045936395759717315,2,0.0,40903,2463.83416
-30000.0,0.045774647887323945,150,0.0,41053,2473.404798
-30000.0,0.0456140350877193,150,0.0,41203,2482.032369
-30000.0,0.045454545454545456,150,0.0,41353,2492.460688
-30000.0,0.04529616724738676,150,0.0,41503,2501.327535
-30000.0,0.04513888888888889,150,0.0,41653,2511.311701
-30000.0,0.04498269896193772,150,0.0,41803,2520.840492
-30000.0,0.04482758620689655,150,0.0,41953,2531.289554
-3702.732022,0.048109965635738834,72,0.0,42025,2535.687036
-1300.401051,0.05136986301369863,58,0.0,42083,2539.472918
-30000.0,0.051194539249146756,150,0.0,42233,2549.702739
9900.086046,0.05442176870748299,2,0.0,42235,2549.999286
9091.349386,0.0576271186440678,6,0.0,42241,2550.641036
-30000.0,0.057432432432432436,150,0.0,42391,2562.048175
-30000.0,0.05723905723905724,150,0.0,42541,2571.998178
-30000.0,0.05704697986577181,150,0.0,42691,2582.136216
-30000.0,0.056856187290969896,150,0.0,42841,2594.096564
-30000.0,0.056666666666666664,150,0.0,42991,2604.086776
-29300.601047,0.05647840531561462,150,0.0,43141,2616.050754
9297.915139,0.059602649006622516,5,0.0,43146,2616.465852
6607.237285,0.0627062706270627,19,0.0,43165,2617.911572
8696.460128,0.06578947368421052,8,0.0,43173,2618.58108
-15400.007201,0.06885245901639345,129,0.0,43302,2630.280327
8495.927529,0.0718954248366013,9,0.0,43311,2631.06858
9499.363065,0.0749185667752443,4,0.0,43315,2631.373953
6480.560473,0.07792207792207792,21,0.0,43336,2632.91526
9098.201458,0.08090614886731391,6,0.0,43342,2633.442418
9497.883334,0.08387096774193549,4,0.0,43346,2633.822971
9697.816043,0.08681672025723473,3,0.0,43349,2634.178042
-30000.0,0.08653846153846154,150,0.0,43499,2645.191454
-30000.0,0.08626198083067092,150,0.0,43649,2654.725178
-30000.0,0.08598726114649681,150,0.0,43799,2664.343385
900.270848,0.08888888888888889,48,0.0,43847,2667.592005
-30000.0,0.08860759493670886,150,0.0,43997,2676.469579
9299.626691,0.0914826498422713,5,0.0,44002,2676.885819
9499.263612,0.09433962264150944,4,0.0,44006,2677.354284
10000.0,0.09717868338557993,1,0.0,44007,2677.53271
-30000.0,0.096875,150,0.0,44157,2686.318715
-11100.068267,0.09968847352024922,109,0.0,44266,2695.379375
9299.599844,0.10248447204968944,5,0.0,44271,2696.381612
-30000.0,0.1021671826625387,150,0.0,44421,2705.935028
3499.997761,0.10493827160493827,34,0.0,44455,2708.58387
9497.71768,0.1076923076923077,4,0.0,44459,2708.961569
8699.872215,0.11042944785276074,9,0.0,44468,2710.156334
7298.621315,0.11314984709480122,24,0.0,44492,2712.066822
9497.726702,0.11585365853658537,4,0.0,44496,2712.399786
8897.334475,0.11854103343465046,7,0.0,44503,2712.916724
701.173856,0.12121212121212122,48,0.0,44551,2716.446738
9497.194376,0.12386706948640483,4,0.0,44555,2716.844403
4286.499383,0.12650602409638553,30,0.0,44585,2719.583409
9697.723861,0.12912912912912913,3,0.0,44588,2719.874611
9498.508458,0.1317365269461078,4,0.0,44592,2720.162654
9009.473585,0.13432835820895522,7,0.0,44599,2720.734677
-30000.0,0.13392857142857142,150,0.0,44749,2729.767772
-30000.0,0.13353115727002968,150,0.0,44899,2738.43854
8698.928746,0.13609467455621302,8,0.0,44907,2739.154564
8500.132506,0.13864306784660768,9,0.0,44916,2740.289261
8901.051621,0.1411764705882353,8,0.0,44924,2741.093281
8699.252329,0.1436950146627566,8,0.0,44932,2741.749437
9298.186139,0.14619883040935672,5,0.0,44937,2742.221329
5398.787358,0.14868804664723032,25,0.0,44962,2744.393797
8697.160711,0.1511627906976744,8,0.0,44970,2744.924517
9498.945505,0.1536231884057971,4,0.0,44974,2745.379099
9407.447118,0.15606936416184972,5,0.0,44979,2745.802575
9298.154927,0.1585014409221902,5,0.0,44984,2746.235645
-30000.0,0.15804597701149425,150,0.0,45134,2757.234449
9497.967727,0.16045845272206305,4,0.0,45138,2757.587498
9698.088382,0.16285714285714287,3,0.0,45141,2757.912325
9498.636178,0.16524216524216523,4,0.0,45145,2758.348646
2998.147038,0.16761363636363635,38,0.0,45183,2761.275273
6500.478138,0.16997167138810199,19,0.0,45202,2762.67321
7697.563238,0.17231638418079095,13,0.0,45215,2763.515195
6498.202963,0.17464788732394365,19,0.0,45234,2764.826046
6298.101878,0.17696629213483145,20,0.0,45254,2766.915299
-1398.707921,0.1792717086834734,59,0.0,45313,2770.921616
9498.321928,0.18156424581005587,4,0.0,45317,2771.234142
6295.619383,0.18384401114206128,20,0.0,45337,2772.72401
9297.475393,0.18611111111111112,5,0.0,45342,2773.143039
9101.439531,0.1883656509695291,6,0.0,45348,2773.592166
9299.038543,0.19060773480662985,5,0.0,45353,2774.000862
8698.660315,0.1928374655647383,8,0.0,45361,2775.400934
-30000.0,0.19230769230769232,150,0.0,45511,2784.847071
9299.36509,0.19452054794520549,5,0.0,45516,2785.314559
9299.361725,0.19672131147540983,5,0.0,45521,2785.722562
5897.279883,0.1989100817438692,22,0.0,45543,2787.503783
796.490301,0.20108695652173914,48,0.0,45591,2791.651051
-2098.32889,0.2032520325203252,62,0.0,45653,2796.478227
10000.0,0.20540540540540542,1,0.0,45654,2796.71651
6697.986216,0.20754716981132076,18,0.0,45672,2797.932381
9499.059307,0.20967741935483872,4,0.0,45676,2798.238063
9299.469303,0.21179624664879357,5,0.0,45681,2798.932556
9098.136224,0.21390374331550802,6,0.0,45687,2799.548708
9300.306063,0.216,5,0.0,45692,2800.06882
-30000.0,0.2154255319148936,150,0.0,45842,2808.918071
-30000.0,0.21485411140583555,150,0.0,45992,2823.181343
8500.120386,0.21693121693121692,9,0.0,46001,2823.991469
5700.000341,0.21899736147757257,23,0.0,46024,2826.124941
5700.000026,0.22105263157894736,23,0.0,46047,2827.73121
9098.062921,0.2230971128608924,6,0.0,46053,2828.230776
9098.270267,0.225130890052356,6,0.0,46059,2828.739975
8491.930918,0.22715404699738903,9,0.0,46068,2829.628867
6898.187088,0.22916666666666666,17,0.0,46085,2830.696714
7099.99963,0.23116883116883116,16,0.0,46101,2831.910968
9099.662598,0.23316062176165803,6,0.0,46107,2832.414562
6300.229483,0.2351421188630491,20,0.0,46127,2834.001494
-1099.060665,0.23711340206185566,58,0.0,46185,2837.851548
8897.85337,0.2390745501285347,7,0.0,46192,2838.368788
8100.000026,0.24102564102564103,11,0.0,46203,2839.119256
7900.253434,0.24296675191815856,12,0.0,46215,2840.007162
5496.223979,0.24489795918367346,25,0.0,46240,2841.70589
8300.047214,0.24681933842239187,10,0.0,46250,2842.453041
8699.248752,0.24873096446700507,8,0.0,46258,2843.142078
6499.053348,0.25063291139240507,19,0.0,46277,2844.389826
9298.424672,0.25252525252525254,5,0.0,46282,2844.826954
8893.974008,0.25440806045340053,7,0.0,46289,2845.743378
6304.11929,0.2562814070351759,21,0.0,46310,2847.762381
7898.147333,0.2581453634085213,12,0.0,46322,2848.480428
8898.530324,0.26,7,0.0,46329,2849.061084
7900.018876,0.26184538653366585,12,0.0,46341,2850.023914
7898.224499,0.263681592039801,12,0.0,46353,2850.923173
8897.389092,0.2655086848635236,7,0.0,46360,2851.34384
6492.493686,0.26732673267326734,19,0.0,46379,2852.878714
8695.362952,0.2691358024691358,8,0.0,46387,2853.45188
9299.014069,0.270935960591133,5,0.0,46392,2853.834227
8897.218815,0.2727272727272727,7,0.0,46399,2854.351154
9497.99981,0.27450980392156865,4,0.0,46403,2854.73441
8508.733747,0.2762836185819071,10,0.0,46413,2855.563442
8897.065055,0.2780487804878049,7,0.0,46420,2856.096279
8098.315372,0.2798053527980535,11,0.0,46431,2857.170218
8895.158285,0.2815533980582524,7,0.0,46438,2857.671105
4095.96138,0.28329297820823246,31,0.0,46469,2859.804432
9498.63495,0.28502415458937197,4,0.0,46473,2860.213426
8596.464591,0.28674698795180725,9,0.0,46482,2861.056944
9080.359076,0.28846153846153844,6,0.0,46488,2861.485606
5900.001152,0.290167865707434,22,0.0,46510,2863.06347
8197.592783,0.291866028708134,11,0.0,46521,2863.877784
7492.27578,0.2935560859188544,14,0.0,46535,2865.561003
9498.691171,0.29523809523809524,4,0.0,46539,2865.955186
9299.614428,0.29691211401425177,5,0.0,46544,2866.298366
-30000.0,0.2962085308056872,150,0.0,46694,2875.292723
-3700.747467,0.2978723404255319,70,0.0,46764,2879.18467
7098.303,0.29952830188679247,16,0.0,46780,2880.177155
9100.068628,0.30117647058823527,6,0.0,46786,2880.659755
9299.720989,0.3028169014084507,5,0.0,46791,2881.068247
8900.147389,0.3044496487119438,7,0.0,46798,2881.605609
5697.036615,0.3060747663551402,23,0.0,46821,2883.347236
6500.1885,0.3076923076923077,19,0.0,46840,2884.713783
8298.954068,0.30930232558139537,10,0.0,46850,2885.543805
-29796.033227,0.308584686774942,150,0.0,47000,2896.697786
8800.878378,0.3101851851851852,8,0.0,47008,2897.530966
9298.610029,0.3117782909930716,5,0.0,47013,2897.945446
8697.374502,0.31336405529953915,8,0.0,47021,2898.568594
9097.915582,0.31494252873563217,6,0.0,47027,2899.06858
8898.512535,0.3165137614678899,7,0.0,47034,2899.686829
9298.059255,0.3180778032036613,5,0.0,47039,2900.095206
8499.910775,0.319634703196347,10,0.0,47049,2900.93178
7898.352474,0.3211845102505695,12,0.0,47061,2901.810356
6499.019047,0.32272727272727275,19,0.0,47080,2902.969281
9097.646762,0.3242630385487528,6,0.0,47086,2903.4681
8698.182989,0.3257918552036199,8,0.0,47094,2904.24533
8690.698708,0.327313769751693,8,0.0,47102,2904.921684
9697.824025,0.32882882882882886,3,0.0,47105,2905.207893
9099.997222,0.3303370786516854,6,0.0,47111,2905.689257
1199.527373,0.33183856502242154,46,0.0,47157,2909.87696
8499.600743,0.3333333333333333,9,0.0,47166,2910.678161
4899.033909,0.33482142857142855,27,0.0,47193,2912.795791
7609.15925,0.3363028953229399,14,0.0,47207,2913.799547
8897.675679,0.3377777777777778,7,0.0,47214,2914.36638
9498.187206,0.3392461197339246,4,0.0,47218,2914.701042
-30000.0,0.33849557522123896,150,0.0,47368,2924.58255
8700.219592,0.33995584988962474,8,0.0,47376,2925.30086
3795.534624,0.34140969162995594,33,0.0,47409,2927.599215
9101.953569,0.34285714285714286,6,0.0,47415,2928.085015
8499.848757,0.3442982456140351,9,0.0,47424,2928.688726
10000.0,0.34573304157549234,1,0.0,47425,2928.816551
7197.136104,0.3471615720524017,16,0.0,47441,2929.914364
9299.281642,0.3485838779956427,5,0.0,47446,2930.286672
4600.33176,0.35,29,0.0,47475,2933.005045
-30000.0,0.3492407809110629,150,0.0,47625,2949.328287
6698.290607,0.35064935064935066,18,0.0,47643,2950.350522
9298.36808,0.35205183585313177,5,0.0,47648,2950.937239
8895.363815,0.35344827586206895,7,0.0,47655,2951.432997
9498.688878,0.3548387096774194,4,0.0,47659,2951.916006
9698.289867,0.3562231759656652,3,0.0,47662,2952.284337
-30000.0,0.3554603854389722,150,0.0,47812,2963.534463
-30000.0,0.3547008547008547,150,0.0,47962,2973.416856
9297.650549,0.35607675906183367,5,0.0,47967,2973.773486
1900.255582,0.3574468085106383,42,0.0,48009,2976.292996
-30000.0,0.35668789808917195,150,0.0,48159,2985.967806
-30000.0,0.3559322033898305,150,0.0,48309,2995.773223
