total_timesteps,policy_loss,ent_coef,qf1_loss,mean_rew,qf2_loss,current_lr,success_rate,value_loss,entropy,episodes,ent_coef_loss
450,-5.265837,0.9002349,0.0012161369,-30000.0,0.001209016,0.0003,0.0,0.02456381,6.504593,4,-0.88426334
1050,-11.538468,0.75190705,0.006227353,-29943.3,0.0064171646,0.0003,0.0,0.022606751,6.472296,8,-2.4185245
1650,-17.434015,0.6280654,0.1598913,-29955.1,0.1590997,0.0003,0.0,0.019473592,6.4068418,12,-3.8887703
2114,-20.263683,0.54651254,0.007884706,-27460.5,0.008162379,0.0003,0.06666666666666667,0.020459674,6.4646606,16,-5.0547323
2714,-22.826681,0.4566164,3.469442,-27975.1,3.4731476,0.0003,0.05263157894736842,0.029865272,6.484551,20,-6.5756025
3169,-25.067545,0.39845294,0.02912313,-26592.6,0.02817245,0.0003,0.08695652173913043,0.020212324,6.3686237,24,-7.716767
3660,-26.215788,0.3440528,5.104326,-25878.8,5.1046124,0.0003,0.1111111111111111,0.3066398,6.3739085,28,-8.77418
4127,-27.576044,0.29934275,5.556007,-25201.0,5.5546403,0.0003,0.12903225806451613,0.08036795,6.343674,32,-9.899569
4499,-27.267963,0.26801932,4.8243494,-23841.0,4.8244715,0.0003,0.17142857142857143,0.040654328,6.319148,36,-10.906485
4805,-29.136784,0.24478418,0.2804923,-22439.4,0.2823143,0.0003,0.20512820512820512,0.06688304,6.2671127,40,-11.776517
5275,-28.459694,0.21309571,0.09664568,-22038.4,0.09694924,0.0003,0.23255813953488372,0.031353783,6.2752566,44,-12.549803
5875,-27.879595,0.1786619,0.5591916,-22684.4,0.5638708,0.0003,0.2127659574468085,0.03350838,6.2070627,48,-13.448444
6400,-29.384623,0.15318602,0.14663896,-22716.7,0.14850506,0.0003,0.21568627450980393,0.027875343,6.2424088,52,-14.723839
7000,-27.857563,0.1286114,0.32564497,-23246.4,0.3322475,0.0003,0.2,0.18615055,6.2607164,56,-16.293205
7600,-27.667532,0.108115,5.975074,-23704.3,5.9714494,0.0003,0.1864406779661017,0.1479285,6.133666,60,-16.381857
8200,-26.996952,0.09098758,0.11067866,-24096.2,0.111152306,0.0003,0.1746031746031746,0.03918465,6.0179253,64,-17.201204
8800,-26.499979,0.07663939,0.0577429,-24448.7,0.058019992,0.0003,0.16417910447761194,0.039501674,5.908648,68,-17.897396
9400,-25.22438,0.06448427,0.29073554,-24761.4,0.30727762,0.0003,0.15492957746478872,0.09536425,5.9871984,72,-18.964542
10000,-25.420715,0.054358296,5.2801137,-25035.5,5.3186865,0.0003,0.14666666666666667,0.021255348,5.88297,76,-19.716915
10600,-24.899479,0.045846876,0.36058995,-25286.9,0.4105575,0.0003,0.13924050632911392,0.13158426,5.781273,80,-19.980972
11200,-21.994633,0.038636312,0.7416811,-25510.5,0.77801,0.0003,0.13253012048192772,0.07878635,5.7566385,84,-20.124966
11800,-21.330742,0.03244026,0.5283334,-25716.9,0.6160935,0.0003,0.12643678160919541,0.13467923,5.769495,88,-21.121012
12400,-22.101025,0.027223496,0.39317587,-25905.2,0.23595467,0.0003,0.12087912087912088,0.003182386,5.785958,92,-22.584087
13000,-20.404278,0.022871891,0.040708803,-26076.5,0.04210274,0.0003,0.11578947368421053,0.0024314285,5.7469234,96,-22.595066
13600,-18.960835,0.019140158,0.10231103,-26233.0,0.10468486,0.0003,0.1111111111111111,0.023214033,5.6929145,100,-23.87011
14200,-18.290955,0.016011745,0.03152045,-26269.7,0.032209348,0.0003,0.11,0.003142629,5.7317863,104,-25.86853
14800,-17.06101,0.013554381,0.06745891,-26273.7,0.071022406,0.0003,0.11,0.065889664,5.5770736,108,-23.72005
15400,-17.067331,0.0114295585,0.23855494,-26273.6,0.24836874,0.0003,0.11,0.01096991,5.640495,112,-25.153248
16000,-14.822717,0.009714597,0.22596881,-26649.6,0.23389387,0.0003,0.1,0.064157255,5.3130236,116,-21.981709
16600,-14.076407,0.008221211,2.0409122,-26653.4,2.0482216,0.0003,0.1,0.031866916,5.48627,120,-25.365162
17200,-14.140695,0.0069156582,1.5458418,-27051.4,1.5447553,0.0003,0.09,0.02870454,5.2521157,124,-21.367294
17800,-13.012818,0.0057752356,1.4065373,-27380.4,1.4088686,0.0003,0.08,0.0035406277,5.3299904,128,-24.117477
18400,-12.276725,0.004890756,0.031411562,-27755.4,0.031800658,0.0003,0.07,0.054064415,5.222543,132,-22.241207
19000,-11.97918,0.004223142,0.016840342,-28423.3,0.016954381,0.0003,0.05,0.0027960679,5.183652,136,-22.826797
19600,-10.9165,0.0037184882,0.07733637,-29216.3,0.07872216,0.0003,0.03,0.02473164,4.8999243,140,-11.800791
20200,-10.1241255,0.0032674486,0.40346593,-29690.2,0.40362665,0.0003,0.01,0.0008886747,5.3350725,144,-22.792406
20800,-9.480892,0.0027163157,0.055330984,-29704.0,0.05745058,0.0003,0.01,0.0032471896,5.3528447,148,-18.860374
21400,-8.547441,0.0023923193,0.103579625,-29980.2,0.115297705,0.0003,0.0,0.0027153553,5.0982223,152,-12.288947
22000,-8.3717375,0.002149534,0.043246888,-29980.2,0.044900022,0.0003,0.0,0.0020581314,3.9279778,156,-1.596906
22600,-7.617549,0.0018595393,0.06587026,-29980.2,0.07205268,0.0003,0.0,0.00050246867,3.4440758,160,-8.646334
23200,-7.2833495,0.0016685821,0.020873373,-29985.1,0.021289056,0.0003,0.0,0.0014723255,3.9815164,164,-10.778848
23800,-7.1405697,0.0015892709,0.013349998,-29985.1,0.01356853,0.0003,0.0,0.004534266,3.567377,168,3.0990458
24400,-6.997781,0.001673674,0.110208474,-29985.1,0.10969515,0.0003,0.0,0.00064378843,4.046175,172,6.848306
25000,-6.7788134,0.0017671798,0.34158337,-29989.1,0.34135994,0.0003,0.0,0.010104388,4.077034,176,4.9640427
25600,-6.4711046,0.0019995412,0.007578726,-29989.1,0.008916469,0.0003,0.0,0.0033010105,4.0955,180,2.6555028
26200,-5.9977074,0.0019122453,0.0023921595,-29992.0,0.0027557956,0.0003,0.0,0.0004993145,4.3305836,184,-2.5433517
26800,-5.575716,0.0018036556,0.28369865,-29992.0,0.2848593,0.0003,0.0,0.011683022,4.3173137,188,-2.3541188
27400,-5.4451065,0.0018639994,0.0041016713,-29992.0,0.0034206812,0.0003,0.0,0.001764352,4.124926,192,-5.2831945
28000,-4.989999,0.0016739294,0.005696562,-29993.0,0.0060946136,0.0003,0.0,0.000137884,4.2150316,196,-1.3078362
28600,-4.779469,0.0015268024,0.18506204,-29995.0,0.18368238,0.0003,0.0,0.0015873031,3.9047737,200,1.0061973
29200,-4.462142,0.0014432988,0.000982892,-29996.0,0.0010548744,0.0003,0.0,0.003579936,4.400029,204,-7.7285957
29800,-4.0641713,0.0015905862,0.13218391,-29996.0,0.13193846,0.0003,0.0,0.00031871276,3.81424,208,-9.573091
30400,-3.6990283,0.0014248054,0.007487478,-29997.0,0.00838153,0.0003,0.0,0.00014620562,4.499605,212,-8.13974
31000,-3.53085,0.0011758923,0.0004504752,-29997.0,0.0005134186,0.0003,0.0,0.00079933496,3.92864,216,-30.134916
31600,-3.2288256,0.0010933003,0.0002841435,-29997.0,0.00033031573,0.0003,0.0,0.00013040553,3.9001167,220,6.6402707
32200,-2.8815432,0.0009157151,0.0025075485,-29998.0,0.0028400682,0.0003,0.0,0.00063941744,3.5708985,224,-23.507362
32800,-2.641145,0.00085819844,0.000643161,-29998.0,0.00061433925,0.0003,0.0,4.3439082e-05,3.2330096,228,-11.279228
33400,-2.397226,0.000785138,0.04598299,-29998.0,0.046066195,0.0003,0.0,4.847026e-05,3.953122,232,-17.230331
34000,-2.1554222,0.00067162013,0.00086337235,-29998.0,0.00092048984,0.0003,0.0,4.39605e-05,3.0189185,236,8.251933
34600,-1.9376814,0.0006102439,0.00017473198,-29997.0,0.00019401897,0.0003,0.0,9.410077e-05,3.5765467,240,-16.230515
35200,-1.6862905,0.0005647002,0.00021140443,-29998.0,0.0002053644,0.0003,0.0,2.240796e-05,2.9752765,244,-16.120163
35800,-1.5001161,0.0005218747,0.00048814874,-29999.0,0.0004801363,0.0003,0.0,2.3415494e-05,3.0498412,248,-21.926706
36400,-1.2906404,0.00042579853,0.00040807747,-29999.0,0.00038938585,0.0003,0.0,1.739409e-05,2.1210718,252,-18.206514
36852,-1.1469212,0.00043030814,0.03260651,-29600.0,0.032626703,0.0003,0.01,9.978401e-06,3.1825604,256,17.673923
37452,-0.99134856,0.0004271916,7.1370974e-05,-29600.0,5.9808808e-05,0.0003,0.01,3.1254232e-05,3.4618247,260,0.5603727
38052,-0.8434692,0.00040731975,0.006241999,-29599.0,0.006203546,0.0003,0.01,1.29466425e-05,1.684983,264,-28.621069
38652,-0.68153745,0.000369961,7.981076e-05,-29599.0,7.705872e-05,0.0003,0.01,1.3879319e-05,0.043297846,268,0.15952519
39252,-0.5462316,0.00038593198,4.3661512e-05,-29599.0,4.9186638e-05,0.0003,0.01,2.7846236e-06,-3.4777725,272,-4.8093147
39852,-0.40905315,0.00044126986,0.02589709,-29598.0,0.026087245,0.0003,0.01,1.2632643e-05,0.54248226,276,54.731743
40452,-0.2534215,0.00054780114,0.0008144774,-29598.0,0.0007968862,0.0003,0.01,0.00032309795,0.5185073,280,22.734337
40904,-0.15210877,0.00061071373,6.636785e-05,-29199.0,6.076485e-05,0.0003,0.02,2.529211e-05,2.0444288,284,26.503841
41504,-0.07911357,0.0006957934,0.00025079108,-29199.0,0.00021090885,0.0003,0.02,0.0001506391,3.4375832,288,-20.464428
42026,0.08548737,0.0007104589,0.00035182957,-28936.0,0.00035771984,0.0003,0.03,0.0002777572,1.6681367,292,8.056686
42242,0.09125446,0.0007239738,0.00059269794,-27859.1,0.0007198934,0.0003,0.06,3.8368104e-05,2.0423846,296,1.038506
42842,0.16859506,0.0007639624,0.008127656,-27859.1,0.007895371,0.0003,0.06,0.0002329378,1.796244,300,-8.883923
43166,0.19688356,0.000740468,0.0062657134,-27093.1,0.0059830793,0.0003,0.08,0.0004265357,1.6308866,304,-10.501177
43316,0.24288818,0.00074269186,0.0048785983,-25780.1,0.004711369,0.0003,0.12,0.00013830654,2.0687928,308,-3.0535784
43350,0.24263069,0.0007472652,0.005454967,-24232.4,0.004277706,0.0003,0.16,0.00023294572,1.7012675,312,15.577638
43848,0.24690995,0.00081745716,0.004892963,-23923.4,0.0041396096,0.0003,0.17,6.9344685e-05,0.84932333,316,-1.9725974
44008,0.2390677,0.00082474935,0.004167689,-22735.4,0.0041297805,0.0003,0.2,0.0002263557,0.61212504,320,5.806555
44422,0.36529297,0.00083153235,0.0018054878,-22153.4,0.0015747838,0.0003,0.22,0.00025270242,-0.12827033,324,0.36341947
44493,0.18403295,0.0008346261,0.0085886065,-20663.5,0.008746756,0.0003,0.26,0.00061549275,-1.108845,328,4.7132664
44556,0.24846375,0.0008456128,0.0061046924,-19177.5,0.005091206,0.0003,0.3,0.0002866051,-1.0194124,332,8.95556
44600,0.25664556,0.00085300487,0.0036068303,-17652.6,0.0034462512,0.0003,0.34,0.00012254501,-1.1986911,336,5.794082
44917,0.16724423,0.0009180305,0.00501887,-16881.6,0.004707002,0.0003,0.36,0.00039386374,-0.528907,340,17.775936
44963,0.30465332,0.00093106116,0.0054672,-15358.6,0.005112653,0.0003,0.4,0.0020077801,0.7403226,344,15.466079
44985,0.2879525,0.00093769754,0.0073231375,-13789.6,0.0084023755,0.0003,0.44,0.00023876474,-0.021390073,348,14.653009
45146,0.162574,0.0009961431,0.0063148886,-12602.7,0.006322545,0.0003,0.47,0.0021537873,0.18413347,352,8.840704
45235,0.29937372,0.0010273892,0.014194306,-11564.7,0.016666677,0.0003,0.5,0.0004454397,0.84675497,356,21.886047
45338,0.36291802,0.0010676227,0.0075025847,-10157.8,0.006915558,0.0003,0.54,0.0005285728,0.9408816,360,15.872111
45362,0.27248833,0.0010780252,0.008695566,-8594.8,0.009554137,0.0003,0.58,0.0005809031,0.1283494,364,9.231606
45544,0.27304682,0.0011131548,0.010801841,-7449.9,0.0125012295,0.0003,0.61,0.0007207526,-0.50868136,368,6.678827
45673,0.32605636,0.001147125,0.0049808933,-6095.9,0.0041658096,0.0003,0.65,0.0004862345,0.35215276,372,7.852609
45693,0.14372915,0.0011589741,0.010785781,-4524.9,0.010488034,0.0003,0.69,0.0012322348,-0.10671089,376,16.457546
46025,0.15519351,0.0013221983,0.0046584,-3782.9,0.0048603383,0.0003,0.71,0.0011006334,1.4371814,380,7.287043
46069,0.20123163,0.0013388817,0.010867538,-2658.1,0.013826621,0.0003,0.74,0.0011806278,1.1410091,384,12.988776
46128,0.16916668,0.001359131,0.012800543,-1164.1,0.012535611,0.0003,0.78,0.0012593188,0.9078151,388,13.957436
46216,0.11088207,0.0013603603,0.01219836,10.9,0.012946348,0.0003,0.81,0.00093037926,1.3465701,392,-4.257378
46278,0.14462404,0.0013558783,0.011766411,424.0,0.0132285915,0.0003,0.82,0.0009755518,0.0129709765,396,-1.6114247
46323,0.2990878,0.0013568451,0.0064092707,1947.9,0.0063179736,0.0003,0.86,0.00038499827,0.15252005,400,-7.465106
46361,0.24715918,0.0013577046,0.0074537015,2717.8,0.006531735,0.0003,0.88,0.00050540036,-0.016841225,404,-1.5027642
46400,-0.08080436,0.0013617355,0.012130975,2938.7,0.009625593,0.0003,0.88,0.00087258127,0.009825051,408,5.2381525
46432,0.14717127,0.001368155,0.01692044,2941.0,0.014846599,0.0003,0.88,0.0007116383,-0.3797003,412,-2.1685536
46483,-0.12927449,0.001375621,0.022387065,4142.9,0.021329124,0.0003,0.91,0.0012666158,0.8982605,416,10.691935
46536,0.061572965,0.001389245,0.01523809,4461.6,0.013315153,0.0003,0.92,0.00199435,0.8917515,420,7.2046328
46765,0.1644888,0.0014166563,0.010354031,4930.6,0.0104911,0.0003,0.93,0.0007966029,-0.29282635,424,3.7968235
46799,0.16247419,0.0014254992,0.017332718,4984.6,0.014539098,0.0003,0.93,0.0010613711,0.3848648,428,3.164554
47001,0.118231416,0.0014902804,0.0061220806,4605.7,0.005208928,0.0003,0.92,0.0016986514,0.061384678,432,15.627279
47028,0.03336217,0.0015120622,0.02435455,4639.7,0.023884077,0.0003,0.92,0.0024088724,0.6818375,436,18.529688
47062,-0.23492871,0.0015386189,0.02021459,5413.6,0.019672692,0.0003,0.94,0.0017499207,1.008239,440,15.689726
47103,-0.015809853,0.0015683731,0.060896643,5420.5,0.057514608,0.0003,0.94,0.0011110206,1.1884251,444,5.58675
47167,-0.15528782,0.001608681,0.012100047,5336.5,0.012281081,0.0003,0.94,0.001355018,1.0863738,448,11.019178
47219,-0.068707876,0.0016406137,0.05104935,5658.6,0.051625177,0.0003,0.95,0.002140556,1.4606591,452,8.777977
47416,-0.2023679,0.001773402,0.03677628,5337.6,0.036267914,0.0003,0.94,0.0028756778,1.1638186,456,9.712533
47447,-0.0851299,0.0017951765,0.07337157,5480.6,0.07256589,0.0003,0.94,0.0020142496,1.2601298,460,11.687657
47649,-0.029598946,0.0018969191,0.048188165,5022.6,0.052521538,0.0003,0.93,0.0015083043,0.9126637,464,11.317814
47813,-0.29739124,0.0019752933,0.023218188,5058.6,0.024485763,0.0003,0.93,0.0022756304,1.3794026,468,13.91677
48160,-0.2457476,0.0021278854,0.02614772,4416.6,0.02642369,0.0003,0.91,0.003304602,1.7714102,472,14.967377
48760,-0.23914611,0.0024156694,0.029494476,2844.6,0.033374324,0.0003,0.87,0.0025642957,1.4896616,476,9.949925
49068,-0.25910315,0.0025634945,0.04765145,2892.6,0.047464922,0.0003,0.87,0.003198286,1.964138,480,-0.0061825514
49523,-0.36477777,0.002710337,0.03035104,1761.7,0.031245898,0.0003,0.84,0.009669194,1.8833487,484,5.0823665
49978,-0.19772632,0.0028021056,0.061642423,661.7,0.06416168,0.0003,0.81,0.003049233,1.3931377,488,6.8659115
50432,-0.21023978,0.0029249792,0.014845211,-381.3,0.016629957,0.0003,0.78,0.00259141,2.2506917,492,-2.0832038
51032,-0.44547945,0.0032548464,0.06242294,-1871.2,0.06432892,0.0003,0.74,0.0029700445,1.9945583,496,6.448382
51411,-0.5846874,0.0033514302,0.057680205,-2746.2,0.06404566,0.0003,0.72,0.003780853,2.5865922,500,-2.6260104
51880,-0.8567481,0.0032717562,0.015979314,-3915.1,0.012941228,0.0003,0.69,0.002749289,1.7896639,504,0.88947845
52197,-0.639729,0.0032603703,0.014506634,-4676.9,0.015882574,0.0003,0.67,0.007020469,1.5330209,508,2.9462862
52797,-0.7102284,0.0029192246,0.062550835,-6225.0,0.055114053,0.0003,0.63,0.0013393424,2.6743708,512,-0.11948562
53115,-0.77583563,0.0028633925,0.014423313,-6964.8,0.014530069,0.0003,0.61,0.0019588335,2.079295,516,-1.1213361
53715,-0.5398735,0.0028813402,0.033363853,-8367.7,0.033038374,0.0003,0.58,0.0020908946,2.1029768,520,0.17155254
54172,-0.8224876,0.0027400297,0.022195695,-9023.8,0.027174778,0.0003,0.56,0.0019775408,1.8645781,524,4.992189
54766,-0.6573693,0.0025967364,0.0119229,-10448.8,0.011798077,0.0003,0.53,0.0014012293,2.1606827,528,-3.04277
55220,-0.8075034,0.0023794055,0.010067125,-11158.7,0.011782499,0.0003,0.51,0.0013744204,2.1515565,532,-2.3898602
55612,-0.6671446,0.0022420029,0.0053074276,-12095.7,0.0052163387,0.0003,0.49,0.0008430111,1.8362669,536,-0.5425791
55839,-0.6818723,0.002194609,0.011399655,-12584.6,0.012846984,0.0003,0.48,0.00213224,1.8555675,540,0.77108914
56125,-0.59940577,0.0021349522,0.027035346,-13060.1,0.026059154,0.0003,0.48,0.00066388416,2.2211456,544,-6.7121677
56371,-0.7225506,0.0020837565,0.01492931,-13524.1,0.012575627,0.0003,0.47,0.0022573078,2.5745797,548,5.611148
56435,-0.49803403,0.0020786803,0.02655604,-13541.2,0.025377218,0.0003,0.47,0.0019768777,2.1683218,552,0.36374688
56689,-0.55535895,0.0020526093,0.004681376,-13641.8,0.0045118886,0.0003,0.47,0.0012199705,2.131997,556,-3.0235143
57041,-0.502589,0.0020881917,0.023667067,-14489.8,0.024949953,0.0003,0.45,0.0021471356,2.6390793,560,4.6839123
57267,-0.60348237,0.0021199496,0.016395692,-14537.9,0.017298572,0.0003,0.45,0.001337967,2.5515032,564,-0.02501762
57327,-0.70234084,0.0021191833,0.003137159,-14224.9,0.00315934,0.0003,0.46,0.001067208,2.8994017,568,1.4660558
57649,-0.5041128,0.0022726022,0.010174255,-14153.0,0.00972602,0.0003,0.46,0.0019697463,3.2925425,572,3.996067
58112,-0.4409626,0.0021876674,0.0061489143,-13736.2,0.0054802503,0.0003,0.47,0.001667227,2.5939941,576,2.0068004
58292,-0.6504954,0.0021641906,0.006674271,-13375.1,0.006851451,0.0003,0.48,0.0008124096,2.9328077,580,-5.76073
58317,-0.4941764,0.0021635725,0.0038638003,-12206.2,0.0030949216,0.0003,0.51,0.00071686204,3.1899378,584,-4.1653724
58388,-0.573406,0.0021400799,0.014684917,-11114.3,0.014633691,0.0003,0.54,0.0012619218,2.7410073,588,-6.11067
58457,-0.2845666,0.002121251,0.0050781933,-10022.5,0.0055521424,0.0003,0.57,0.0011057901,3.0562515,592,-1.4302603
58776,-0.6122308,0.002069981,0.0049892035,-9218.6,0.004606952,0.0003,0.59,0.0007000956,2.5629852,596,-1.352983
58967,-0.40485427,0.002108825,0.0073785875,-8683.9,0.00763396,0.0003,0.6,0.0006513403,2.8173826,600,6.4737487
59165,-0.5386293,0.0021171372,0.0109665245,-7935.0,0.01154073,0.0003,0.62,0.0008753538,2.5963535,604,-0.66714835
59224,-0.50609577,0.002141941,0.006638893,-7209.9,0.007423388,0.0003,0.64,0.0012337733,2.5104566,608,5.559079
59428,-0.38444224,0.0022527266,0.007176566,-6076.8,0.008800935,0.0003,0.67,0.002620016,2.960033,612,2.369526
59463,-0.42788306,0.0022780576,0.00447149,-5305.8,0.004967834,0.0003,0.69,0.0012227787,2.6210592,616,0.6392784
59536,-0.5503731,0.0022979805,0.004948539,-3941.8,0.0052876724,0.0003,0.72,0.0010561291,2.8007812,620,3.8209634
59629,-0.5639189,0.002342016,0.008236501,-2907.7,0.0074325725,0.0003,0.75,0.0012975684,2.9158704,624,6.0966387
59665,-0.41311133,0.0023515155,0.0049640653,-1486.7,0.0052130455,0.0003,0.78,0.0007787911,3.0204322,628,9.114067
59767,-0.47948363,0.0023749385,0.0035638716,-465.8,0.004006949,0.0003,0.81,0.000783994,2.9282136,632,7.0010033
59831,-0.30727696,0.0023816715,0.00890166,417.3,0.009399634,0.0003,0.83,0.0020240739,2.9679537,636,-3.1903458
60027,-0.43502137,0.0023552838,0.0065696095,480.0,0.0078034997,0.0003,0.83,0.0010221868,3.349987,640,3.6339178
60070,-0.45180097,0.0023482214,0.00721383,952.5,0.0047545126,0.0003,0.83,0.00091698905,2.6743436,644,-5.2365494
60388,-0.44457513,0.0022985064,0.0031646998,702.5,0.0029126906,0.0003,0.82,0.00072391884,2.4980314,648,1.0224323
60485,-0.443962,0.002296058,0.012830927,628.5,0.013634498,0.0003,0.82,0.0011941113,2.9346895,652,-4.0891666
60561,-0.5498478,0.0022979893,0.00491489,1074.1,0.0053365384,0.0003,0.83,0.0008548518,2.7421436,656,-1.1112862
60599,-0.42654258,0.0022860304,0.006711532,1908.1,0.0067514335,0.0003,0.85,0.0010271812,2.6456134,660,-0.2439977
60678,-0.63497394,0.0022971653,0.006109186,2307.2,0.0057327445,0.0003,0.86,0.0015280306,3.1613774,664,1.8482654
60718,-0.5116881,0.0023194917,0.00786982,2346.2,0.008651067,0.0003,0.86,0.0016932302,2.8319807,668,-3.3602853
60909,-0.42442137,0.0023395338,0.005248489,2689.3,0.0057381243,0.0003,0.87,0.0014598625,2.6719685,672,7.152458
61091,-0.44620082,0.0024364472,0.009173431,3418.4,0.0090865325,0.0003,0.89,0.00080666825,2.7173643,676,-4.1628113
61112,-0.41939795,0.0024412302,0.0071928743,3837.4,0.00777435,0.0003,0.9,0.0008706064,3.0106106,680,-4.7684755
61167,-0.47764027,0.002452809,0.012775082,3778.3,0.012731786,0.0003,0.9,0.0009012265,2.7264688,684,-1.0903454
61194,-0.501785,0.0024596676,0.0098601235,3850.4,0.010119507,0.0003,0.9,0.0014138976,2.9001215,688,0.2694106
61221,-0.43333197,0.0024608336,0.004355396,3921.4,0.004764568,0.0003,0.9,0.0006727418,3.0221305,692,-3.8492932
61265,-0.36293927,0.002468275,0.0049043065,4642.5,0.005090229,0.0003,0.92,0.0009285257,3.219476,696,3.7276378
61296,-0.4805141,0.0024887954,0.005044327,5008.8,0.00584589,0.0003,0.93,0.00092713785,3.246324,700,1.1107249
61335,-0.5638729,0.002485194,0.006533809,5429.8,0.0066127465,0.0003,0.94,0.0013552817,3.0686123,704,-2.4430919
61402,-0.5590068,0.0024847707,0.011082605,5413.8,0.011726027,0.0003,0.94,0.0013136681,2.7965188,708,0.8644369
61435,-0.40355703,0.0024953894,0.0054321564,5824.7,0.005105418,0.0003,0.95,0.0013565952,2.8496943,712,2.8104544
61637,-0.39762026,0.002498291,0.012293604,5387.7,0.013961467,0.0003,0.94,0.0014441092,3.0285742,716,1.2795691
61662,-0.4731929,0.0025022086,0.005994256,5482.8,0.00657914,0.0003,0.94,0.0012545678,3.170237,720,6.1834297
61695,-0.6293957,0.002512535,0.011352089,5599.8,0.0106216865,0.0003,0.94,0.0010884637,3.2425685,724,-4.0722685
61737,-0.45193848,0.0025129614,0.0035043359,5587.7,0.0032436242,0.0003,0.94,0.00087364914,2.7059445,728,-2.1037307
61769,-0.5736804,0.0025192988,0.003788212,5717.7,0.0038827895,0.0003,0.94,0.0008172641,3.044303,732,5.5272913
61791,-0.52090967,0.0025291818,0.005759919,5780.6,0.005484064,0.0003,0.94,0.0012107131,3.0553687,736,1.4638481
61827,-0.4661008,0.002538358,0.007938631,6201.8,0.006584797,0.0003,0.95,0.00068236666,3.237034,740,5.937173
61863,-0.605848,0.002550801,0.0061022574,6214.8,0.0057619372,0.0003,0.95,0.0018920937,3.0039542,744,-2.7028182
61892,-0.40632126,0.0025537827,0.010113275,6997.8,0.0086704735,0.0003,0.97,0.0014621995,3.1603284,748,-2.3226156
61917,-0.31939447,0.0025587827,0.008561729,7142.9,0.006851968,0.0003,0.97,0.00090961537,3.5721211,752,-0.9115534
61998,-0.58806866,0.0025889028,0.008527456,7132.8,0.007928442,0.0003,0.97,0.0009826787,2.9648786,756,2.1993644
62028,-0.59310937,0.0026018727,0.012172643,7149.7,0.013158277,0.0003,0.97,0.001110217,3.291009,760,-1.1987501
62099,-0.515686,0.0025961532,0.0053905533,7163.7,0.004875969,0.0003,0.97,0.0017860841,3.2216434,764,-0.6468034
62143,-0.33919126,0.002597483,0.010365187,7158.8,0.009791859,0.0003,0.97,0.0012917463,3.312463,768,-1.5971322
62196,-0.70184016,0.0026139787,0.009055674,7537.8,0.010609427,0.0003,0.98,0.0025977537,3.4354699,772,-2.1078627
62229,-0.42511457,0.0026101102,0.014958315,7937.7,0.012419349,0.0003,0.99,0.0016860799,2.701236,776,-1.6830175
62396,-0.41711485,0.0025496276,0.014483035,7542.7,0.014370818,0.0003,0.98,0.0018982983,3.0001245,780,0.49653202
62504,-0.65660924,0.0025259915,0.0066409,7438.6,0.0060458006,0.0003,0.98,0.0015871995,3.986183,784,4.6103396
62531,-0.3639192,0.0025237934,0.0053303405,7438.6,0.004848403,0.0003,0.98,0.0016305897,3.2248218,788,-4.527397
62604,-0.7307292,0.0025177796,0.010536669,7347.6,0.011947365,0.0003,0.98,0.00097432046,3.3474953,792,4.4466767
62634,-0.68435675,0.0025312835,0.009454593,7376.7,0.008994561,0.0003,0.98,0.0024761595,3.397152,796,1.4726489
62663,-0.6851204,0.0025406892,0.016662197,7380.6,0.015195402,0.0003,0.98,0.0017894269,3.0575652,800,2.5193563
62696,-0.6515298,0.002548033,0.010438916,7389.5,0.008372895,0.0003,0.98,0.0015063977,3.5119028,804,5.553291
62718,-0.5434666,0.0025608896,0.009636043,7476.5,0.0112766735,0.0003,0.98,0.0017943617,3.2646003,808,-1.3374306
62741,-0.69563544,0.0025576924,0.010676116,7496.4,0.0093923705,0.0003,0.98,0.001200872,3.0271392,812,1.9489305
62790,-0.6195897,0.0025685881,0.0113207,7910.4,0.010870872,0.0003,0.99,0.0014819527,2.8209584,816,-4.751903
62839,-0.62237394,0.0025939853,0.02186824,7861.3,0.023515794,0.0003,0.99,0.002514575,2.9465313,820,4.9625974
62920,-0.63727313,0.0026035532,0.011676541,7765.4,0.010826813,0.0003,0.99,0.0021232837,3.5143836,824,7.2612896
62949,-0.59604174,0.00262454,0.018366951,7792.4,0.016609741,0.0003,0.99,0.0015000752,3.0255241,828,3.0767767
62971,-0.42486787,0.0026321828,0.0090825595,7812.4,0.011070132,0.0003,0.99,0.0015970437,3.387176,832,-3.7148921
63005,-0.55285776,0.002645601,0.010563628,7788.4,0.011163836,0.0003,0.99,0.0019712201,3.2475176,836,6.164539
63180,-0.58946335,0.0026712287,0.0053331954,7406.4,0.005554003,0.0003,0.98,0.0012902059,3.4228153,840,3.5018966
63228,-0.7675203,0.0026754558,0.009864516,7383.4,0.008863587,0.0003,0.98,0.0020856643,3.288787,844,-0.07760775
63249,-0.5444581,0.0026829524,0.007524408,7399.3,0.0077824593,0.0003,0.98,0.0017585666,3.5315242,848,-1.8389633
63285,-0.40438384,0.0026822488,0.0052086334,7376.2,0.0046724305,0.0003,0.98,0.00175631,3.4433045,852,-2.1566613
63306,-0.6187274,0.002679296,0.027195245,7495.2,0.028280856,0.0003,0.98,0.0012397517,3.0763617,856,0.5576563
63332,-0.4474016,0.0026799361,0.018987782,7502.2,0.017159574,0.0003,0.98,0.0019388652,3.0793586,860,0.12553668
