total_timesteps,policy_loss,ent_coef,qf1_loss,mean_rew,qf2_loss,current_lr,success_rate,value_loss,entropy,episodes,ent_coef_loss
416414,-1.5050092,0.00096285593,0.005282347,7867.8,0.00563192,0.0003,1.0,0.0003281033,3.5494084,22880,5.5217867
416465,-1.5764593,0.0009633767,0.009083108,7908.9,0.008463358,0.0003,1.0,0.00041106704,3.4605343,22884,-0.35188538
416521,-1.5478408,0.0009632932,0.0035862247,7897.3,0.0039978013,0.0003,1.0,0.00097545725,3.4764557,22888,6.322472
416585,-1.566314,0.0009692595,0.0040338575,7885.1,0.0042382646,0.0003,1.0,0.00066763564,3.2668765,22892,1.0114341
416658,-1.5917605,0.0009712197,0.0017855399,7836.1,0.0019467532,0.0003,1.0,0.00021457777,3.3615031,22896,-1.2196374
416713,-1.5578402,0.0009715314,0.008103366,7845.1,0.0074921576,0.0003,1.0,0.0002917537,3.4954753,22900,-0.14951754
416774,-1.5846523,0.0009685207,0.002162518,7864.2,0.0021949443,0.0003,1.0,0.0006063845,3.663958,22904,0.68795943
416838,-1.5197047,0.00097025087,0.0025998421,7919.6,0.0023851113,0.0003,1.0,0.00049653056,3.3943515,22908,-1.6827791
416893,-1.5806996,0.0009624685,0.0039316495,7928.5,0.0044819936,0.0003,1.0,0.00035560777,3.6800976,22912,-0.6940379
416946,-1.4708754,0.00096106157,0.0050948914,7940.4,0.0049043205,0.0003,1.0,0.00045350543,3.3121555,22916,-0.21476763
417001,-1.5425032,0.00095883326,0.0030525438,7951.7,0.002297111,0.0003,1.0,0.00051555765,3.6713247,22920,-2.4180605
417061,-1.5077642,0.0009555475,0.0030975002,7940.0,0.0029341623,0.0003,1.0,0.00043152043,3.2587295,22924,-0.6154237
417112,-1.4873273,0.00095128577,0.0043973043,7960.8,0.006451834,0.0003,1.0,0.00052103563,3.495112,22928,-2.270223
417175,-1.6271555,0.0009496488,0.0014896013,7951.2,0.0011566149,0.0003,1.0,0.00047763504,3.6725116,22932,-7.567835
417247,-1.5693437,0.0009451538,0.003921634,7918.7,0.0034990744,0.0003,1.0,0.00052052474,3.3572464,22936,2.7214022
417328,-1.5569084,0.0009434284,0.0010614996,7873.5,0.001241971,0.0003,1.0,0.00032398582,3.7568712,22940,-0.22328687
417384,-1.4354457,0.00094782695,0.002888789,7861.6,0.003181145,0.0003,1.0,0.001239706,3.3533778,22944,5.927783
417439,-1.4187149,0.00095286616,0.0056021595,7866.6,0.0052734455,0.0003,1.0,0.00044214615,3.4786954,22948,4.747838
417493,-1.56594,0.0009611138,0.0020111399,7891.3,0.0016950589,0.0003,1.0,0.0003643217,3.6576788,22952,-0.8871607
417549,-1.4255927,0.0009678679,0.0061761383,7907.5,0.0064386437,0.0003,1.0,0.00034422163,3.5268579,22956,-3.9732554
417606,-1.6195642,0.0009665839,0.0020880615,7907.1,0.0023958324,0.0003,1.0,0.0006909981,3.9149253,22960,-1.2729591
417662,-1.4980924,0.0009705137,0.010307024,7902.5,0.009963183,0.0003,1.0,0.0011104177,3.0541508,22964,1.8144948
417721,-1.4394907,0.00097403117,0.0049033896,7897.4,0.005123038,0.0003,1.0,0.0009473291,3.5234683,22968,2.4804888
417774,-1.4611535,0.00097090023,0.0040331767,7898.6,0.004520542,0.0003,1.0,0.0004964008,3.0714006,22972,-0.5279381
417832,-1.5391071,0.0009707507,0.006894752,7899.8,0.0068925144,0.0003,1.0,0.00071782275,3.1829662,22976,2.587604
417885,-1.5318304,0.00097053824,0.0038554627,7920.3,0.0042340527,0.0003,1.0,0.00052834966,3.4407136,22980,5.2704067
417940,-1.55393,0.0009770483,0.0023542799,7912.2,0.003094065,0.0003,1.0,0.0003961588,3.52875,22984,3.8563151
418131,-1.5600939,0.000988423,0.016032876,7532.1,0.015760085,0.0003,0.99,0.00047081299,3.5619073,22988,-0.54045516
418199,-1.51243,0.0009872535,0.001829076,7522.6,0.0018734967,0.0003,0.99,0.0005893732,3.4831614,22992,1.5192684
418256,-1.5134983,0.0009893426,0.0024438938,7553.5,0.0026977975,0.0003,0.99,0.00038565887,3.5021462,22996,-0.26869786
418322,-1.4308527,0.0009910112,0.0037922536,7538.0,0.0030858205,0.0003,0.99,0.0007874565,3.2340417,23000,2.169732
418395,-1.565851,0.0009972233,0.0019974553,7521.3,0.002291305,0.0003,0.99,0.0004061206,3.5139358,23004,0.5683298
418448,-1.4901252,0.001006279,0.0034027537,7540.0,0.0036158627,0.0003,0.99,0.00035197326,3.7369788,23008,6.4847865
418500,-1.4385661,0.0010100715,0.0031645987,7545.1,0.004002555,0.0003,0.99,0.00033016765,3.4069824,23012,4.97013
418559,-1.473067,0.0010093574,0.004438934,7534.3,0.003288316,0.0003,0.99,0.00019697785,3.5375915,23016,3.2454846
418624,-1.3663723,0.0010129133,0.0021147146,7516.2,0.0023845164,0.0003,0.99,0.00052717177,3.5820365,23020,3.2879412
418693,-1.5622709,0.0010145874,0.0050981753,7499.3,0.0046630353,0.0003,0.99,0.0004031724,3.6414752,23024,-0.06314939
418757,-1.5933703,0.0010088402,0.003234785,7477.7,0.002541562,0.0003,0.99,0.00021915577,3.9109116,23028,-0.62787414
418814,-1.4639188,0.0010067882,0.0093512675,7484.3,0.008630124,0.0003,0.99,0.00061010395,3.4442794,23032,-2.9707713
418868,-1.5246335,0.0010036731,0.0039880816,7514.0,0.0031725527,0.0003,0.99,0.00071986415,3.2262483,23036,4.5658393
418928,-1.5057752,0.0010036228,0.002289643,7555.2,0.00220584,0.0003,0.99,0.00024667347,3.5894804,23040,-2.1895187
418981,-1.4710088,0.0010005317,0.0019276235,7560.0,0.0020334783,0.0003,0.99,0.00033268076,3.1969404,23044,2.0026946
419049,-1.4567015,0.0010054967,0.0023968904,7533.9,0.0025126669,0.0003,0.99,0.00030863134,3.560667,23048,-2.147259
419100,-1.5705703,0.0010061859,0.0033033846,7539.8,0.003240191,0.0003,0.99,0.00059408334,3.7760468,23052,0.07993126
419164,-1.4504161,0.0010039852,0.0023772432,7526.9,0.002081836,0.0003,0.99,0.00026853362,3.5094628,23056,-3.143278
419217,-1.4972738,0.0009976372,0.0069606835,7535.8,0.0056219934,0.0003,0.99,0.00081354927,3.6602583,23060,1.0292194
419278,-1.5967906,0.0009946517,0.003944774,7525.8,0.003977606,0.0003,0.99,0.0005238386,3.4474716,23064,-0.16545165
419356,-1.535827,0.0009912682,0.0035928225,7494.8,0.004356006,0.0003,0.99,0.00034814302,3.6433003,23068,-2.3638983
419415,-1.6178904,0.000987623,0.007670752,7481.5,0.007356057,0.0003,0.99,0.00039569708,3.4262075,23072,3.2131844
419489,-1.5381639,0.000989435,0.0069334423,7448.5,0.008155556,0.0003,0.99,0.00084007264,3.4945495,23076,3.2463021
419549,-1.4981567,0.0009860684,0.0026588193,7436.6,0.002589172,0.0003,0.99,0.0005636668,3.7529435,23080,-1.3686631
419603,-1.5803006,0.0009765606,0.007934743,7439.0,0.008563931,0.0003,0.99,0.0002766615,3.5547106,23084,-3.2875476
419655,-1.6542015,0.0009675569,0.0014918842,7824.8,0.0018736637,0.0003,1.0,0.00020363976,3.7599308,23088,-5.6164265
419716,-1.4689635,0.0009688404,0.0036652274,7834.9,0.0034187695,0.0003,1.0,0.0013608235,3.4204783,23092,0.4937184
419781,-1.4931321,0.0009678624,0.00453615,7824.6,0.005031711,0.0003,1.0,0.0005789059,3.359724,23096,0.811793
419835,-1.6096067,0.0009737813,0.004916171,7842.0,0.0041986196,0.0003,1.0,0.00047404473,3.2907338,23100,-2.7828908
419896,-1.5714128,0.00097625057,0.0022799382,7864.9,0.002137173,0.0003,1.0,0.00044215936,3.4895425,23104,-7.0149736
419963,-1.3956468,0.000979887,0.003082222,7839.0,0.0029726478,0.0003,1.0,0.0009837057,3.3564215,23108,3.4893737
420027,-1.5007602,0.0009758894,0.002006932,7818.1,0.0021268711,0.0003,1.0,0.00022719736,3.7750416,23112,-0.7213
420084,-1.5210958,0.0009755716,0.0050407117,7823.4,0.00491913,0.0003,1.0,0.0005778087,3.3645954,23116,1.1412683
420143,-1.6548522,0.0009770097,0.003549717,7833.4,0.0034895772,0.0003,1.0,0.00043334672,3.8219063,23120,-3.061092
420204,-1.4975605,0.0009785888,0.003225242,7847.2,0.0035293333,0.0003,1.0,0.0010324094,3.0184968,23124,7.0088434
420268,-1.5684813,0.0009778294,0.0030363097,7844.8,0.0031830422,0.0003,1.0,0.00046685114,3.664522,23128,-6.950089
420333,-1.6150566,0.0009761965,0.0027446193,7833.0,0.0026070625,0.0003,1.0,0.0006180698,3.7410464,23132,-0.11036849
420406,-1.4940771,0.00097403623,0.003332279,7796.0,0.00411234,0.0003,1.0,0.00066733034,3.2547011,23136,5.1396585
420479,-1.5952803,0.0009828294,0.0065841824,7771.8,0.0065546497,0.0003,1.0,0.0004549675,3.4698844,23140,-1.2069116
420532,-1.527215,0.0009806207,0.0031044325,7773.0,0.003976624,0.0003,1.0,0.0006664463,3.640908,23144,3.440545
420583,-1.5035346,0.0009855485,0.0025046351,7803.8,0.0021656135,0.0003,1.0,0.00058341114,3.7166977,23148,1.2604353
420635,-1.5345973,0.0009786785,0.010056809,7801.9,0.0096538,0.0003,1.0,0.00038409,3.7733817,23152,-5.9758883
420688,-1.5686877,0.0009735413,0.002727526,7818.6,0.0024767397,0.0003,1.0,0.00035414397,3.5942338,23156,0.0113707185
420740,-1.4494365,0.0009700265,0.011796379,7820.8,0.010948422,0.0003,1.0,0.0006766825,3.4034047,23160,2.8598042
420801,-1.4692807,0.00097019953,0.0033987174,7821.6,0.0029584547,0.0003,1.0,0.00047326297,3.5155418,23164,1.0677068
420851,-1.5801282,0.00097330875,0.005289479,7870.6,0.004815194,0.0003,1.0,0.00027336885,3.5874226,23168,2.8114467
420900,-1.4631922,0.0009792049,0.0018572169,7890.9,0.002193533,0.0003,1.0,0.00023559257,3.7059023,23172,2.213221
420964,-1.5379642,0.0009782413,0.0027991165,7908.6,0.0023599546,0.0003,1.0,0.00028910133,3.5940895,23176,-2.2423935
421019,-1.4542466,0.0009809107,0.0019672238,7917.3,0.0025572416,0.0003,1.0,0.00035841818,3.5445166,23180,0.8272958
421082,-1.5768559,0.0009836963,0.0011159927,7903.7,0.0017828654,0.0003,1.0,0.00039227828,3.6823454,23184,-4.5580883
421138,-1.5057564,0.0009832255,0.0040469533,7896.6,0.0034458116,0.0003,1.0,0.0007398868,3.6705866,23188,-1.3435624
421193,-1.6654279,0.0009860232,0.0050761346,7907.4,0.005716824,0.0003,1.0,0.00022013616,3.6402063,23192,3.9148626
421245,-1.5833766,0.0009880546,0.0025388696,7926.8,0.003322204,0.0003,1.0,0.0006675145,3.5107172,23196,2.9841537
421387,-1.4574666,0.0009967209,0.0025738603,7759.3,0.0033139861,0.0003,1.0,0.00052098127,3.1522615,23200,6.287513
421435,-1.4557,0.0010001368,0.0026514982,7778.9,0.002635971,0.0003,1.0,0.00027294445,3.2348385,23204,3.1337776
421505,-1.663713,0.0009995656,0.0039836,7775.2,0.0041333986,0.0003,1.0,0.00037876953,3.5146773,23208,1.11694
421557,-1.646027,0.0009992234,0.0031854704,7795.9,0.0036009497,0.0003,1.0,0.0013281181,3.5088396,23212,-3.1626327
421618,-1.4829172,0.0010006806,0.0033876142,7790.7,0.003984686,0.0003,1.0,0.0006903367,3.5143876,23216,5.279886
421722,-1.4833868,0.0009961403,0.0019836822,7698.6,0.0024482012,0.0003,1.0,0.0002913185,3.5201006,23220,4.216496
421801,-1.593956,0.0009879717,0.0035832743,7669.9,0.0030908473,0.0003,1.0,0.00063741877,3.906345,23224,-2.142115
421853,-1.5174965,0.0009906942,0.0044687516,7693.9,0.004229662,0.0003,1.0,0.0007156598,3.579402,23228,0.014473677
421916,-1.5114139,0.0009880702,0.006280603,7698.9,0.0056940084,0.0003,1.0,0.00036080147,3.6920757,23232,1.3877373
421968,-1.5349382,0.0009780528,0.004844144,7737.9,0.0047413926,0.0003,1.0,0.0002829906,3.502434,23236,-2.6814156
422044,-1.5906819,0.0009711396,0.0028820515,7733.1,0.002043515,0.0003,1.0,0.00077001913,3.5579329,23240,-5.5150003
422097,-1.5706608,0.0009682257,0.0018299122,7732.0,0.0020622117,0.0003,1.0,0.0010150382,3.4249947,23244,1.0313666
422149,-1.4698203,0.00096643233,0.0044454103,7734.4,0.00449322,0.0003,1.0,0.0005342446,3.4964933,23248,0.2924415
422211,-1.4500062,0.00095641223,0.0043912455,7716.5,0.0050100684,0.0003,1.0,0.0010668437,3.2116218,23252,0.3290968
422271,-1.5076351,0.0009435301,0.0027996707,7704.2,0.0026211636,0.0003,1.0,0.0005623543,3.6617203,23256,-3.4429739
422321,-1.5626308,0.0009323913,0.004175348,7708.1,0.005082614,0.0003,1.0,0.00026864774,3.5110495,23260,-1.5518293
422373,-1.5099378,0.00092339056,0.0037326869,7724.1,0.002277946,0.0003,1.0,0.00039930647,3.2481256,23264,0.3992327
422428,-1.6185148,0.0009209607,0.0033423393,7713.9,0.0034309044,0.0003,1.0,0.00019517829,3.5996623,23268,-3.646193
422485,-1.5777848,0.00091262575,0.007229199,7698.8,0.008872524,0.0003,1.0,0.0005826536,3.615735,23272,-4.637418
422547,-1.5488755,0.0009080744,0.015317354,7705.1,0.016085804,0.0003,1.0,0.0003518184,3.564889,23276,0.21572775
422599,-1.3869866,0.00091146765,0.004317359,7709.0,0.00354068,0.0003,1.0,0.0009596676,3.5025392,23280,-0.72943276
422663,-1.4000186,0.00091303233,0.0040863426,7706.9,0.0034193196,0.0003,1.0,0.0006112079,3.2074645,23284,8.356817
422753,-1.494408,0.00091781776,0.0022901758,7647.4,0.0019823862,0.0003,1.0,0.0004771478,3.3940115,23288,3.8151352
422817,-1.5458629,0.00092251657,0.0047124736,7631.3,0.00411551,0.0003,1.0,0.0006372391,3.405397,23292,-0.7935824
422885,-1.588143,0.0009257408,0.005040983,7604.6,0.004992116,0.0003,1.0,0.00017437182,3.4015698,23296,-0.21928096
422941,-1.6209196,0.0009306062,0.006330085,7766.0,0.0058353944,0.0003,1.0,0.0007880068,3.5096192,23300,2.1562984
423005,-1.5267692,0.00093558105,0.0054377355,7741.5,0.0042292215,0.0003,1.0,0.0005975267,3.336071,23304,0.56902736
423063,-1.5581,0.0009374593,0.0051068664,7762.1,0.005153695,0.0003,1.0,0.00045423978,3.3758583,23308,1.474471
423122,-1.6410884,0.00093172025,0.0024899798,7750.2,0.0023929616,0.0003,1.0,0.0009271373,3.7837634,23312,-0.21617842
423183,-1.4256184,0.0009232955,0.004178108,7746.1,0.004148792,0.0003,1.0,0.0011347295,3.2938223,23316,1.3818817
423261,-1.5341119,0.00092587504,0.00463566,7802.6,0.0038623805,0.0003,1.0,0.0002729135,3.4557753,23320,-1.6089292
423317,-1.4830421,0.0009258733,0.0014219349,7838.0,0.0014784876,0.0003,1.0,0.0002652313,3.468843,23324,3.8727872
423372,-1.4928579,0.00092100585,0.0034087594,7829.8,0.0030323295,0.0003,1.0,0.000939695,3.4989414,23328,0.7031166
423426,-1.6676781,0.00092349143,0.0025869124,7843.6,0.0032498816,0.0003,1.0,0.00032965164,3.7281866,23332,-4.273972
423484,-1.5488036,0.00092719914,0.0029356745,7836.9,0.003118161,0.0003,1.0,0.0005230072,3.561625,23336,-6.016423
423546,-1.5699205,0.0009321091,0.0029390664,7860.6,0.002414837,0.0003,1.0,0.00043062857,3.3639493,23340,2.2949808
423598,-1.6244857,0.00093722594,0.0029230968,7861.4,0.0026144327,0.0003,1.0,0.0003117713,3.7958837,23344,-1.4058495
423677,-1.5453377,0.00094552885,0.0020047473,7814.1,0.0020108977,0.0003,1.0,0.0005846629,3.5766335,23348,-0.29854906
423729,-1.5937843,0.00095370755,0.0034273858,7831.8,0.00385291,0.0003,1.0,0.0003034313,3.7776158,23352,-1.3712537
423786,-1.3221473,0.00095662934,0.0030627167,7839.2,0.002527016,0.0003,1.0,0.0009316703,2.9440408,23356,3.5962355
423840,-1.5768766,0.0009589343,0.0020156596,7832.2,0.0021246884,0.0003,1.0,0.0007125135,3.6710231,23360,-1.9018235
423908,-1.5904042,0.0009630805,0.0021283706,7803.5,0.0022392091,0.0003,1.0,0.00055298116,3.4719217,23364,-0.40950823
423981,-1.5826786,0.00096734054,0.00437098,7775.3,0.00387137,0.0003,1.0,0.00037286195,3.4709952,23368,-4.2245708
424036,-1.4544843,0.0009677336,0.0047455244,7780.3,0.00496857,0.0003,1.0,0.00065903383,3.3991857,23372,-4.6200933
424113,-1.5104356,0.00096172123,0.0039900867,7751.0,0.0038163373,0.0003,1.0,0.00022421587,3.7421367,23376,-0.29616547
424174,-1.6096601,0.00095730607,0.0032147323,7736.5,0.002655043,0.0003,1.0,0.00030597637,3.522982,23380,0.17598629
424229,-1.6631938,0.000952932,0.0035761436,7750.2,0.0032969206,0.0003,1.0,0.000313397,3.55144,23384,-3.574379
424280,-1.5577205,0.00095889723,0.010251827,7818.8,0.011239547,0.0003,1.0,0.0004615505,3.0823264,23388,-2.3610587
424364,-1.3771541,0.00097432797,0.003388916,7789.5,0.0035923782,0.0003,1.0,0.0002764942,3.5975564,23392,6.1797075
424418,-1.6160202,0.0009791149,0.0034081922,7811.1,0.0036882032,0.0003,1.0,0.00028998576,3.6439652,23396,1.0027783
424467,-1.5876861,0.0009816383,0.0036111288,7827.3,0.0049535464,0.0003,1.0,0.0012074164,3.7706296,23400,0.7630733
424528,-1.5265298,0.0009842683,0.0051322505,7830.0,0.0049206726,0.0003,1.0,0.0004841268,3.519607,23404,-1.4344716
424577,-1.4526057,0.0009838863,0.0030744956,7847.0,0.0030474274,0.0003,1.0,0.00083259505,3.4097357,23408,1.6541038
424678,-1.4406168,0.0009839787,0.0024984893,7778.2,0.0031551907,0.0003,1.0,0.00077055895,3.6179292,23412,2.778739
424742,-1.5738752,0.0009887512,0.013215995,7773.2,0.0135518415,0.0003,1.0,0.00044158514,3.3752456,23416,-3.0173254
424796,-1.5309068,0.0009903738,0.0028737998,7816.7,0.0025063134,0.0003,1.0,0.0003249196,3.4738169,23420,1.0404454
424853,-1.5063317,0.0009858347,0.0020742211,7817.0,0.0025517629,0.0003,1.0,0.00048463978,3.7874146,23424,2.7792137
424911,-1.4965346,0.0009849091,0.004416747,7812.0,0.0049317554,0.0003,1.0,0.00036529615,3.577941,23428,1.4180212
424962,-1.5691149,0.0009821922,0.0027078579,7817.7,0.003003059,0.0003,1.0,0.00090646493,3.835194,23432,-1.8618462
425025,-1.4058012,0.000974584,0.0031968327,7807.4,0.0043511437,0.0003,1.0,0.00121064,3.384272,23436,1.1899648
425073,-1.4545306,0.0009712609,0.002301313,7837.6,0.0033711889,0.0003,1.0,0.0003904925,3.6253076,23440,-0.97797847
425157,-1.4531393,0.0009684334,0.0056594913,7786.5,0.004340242,0.0003,1.0,0.0004487658,3.3388057,23444,2.326397
425222,-1.579984,0.0009764507,0.0018082714,7806.5,0.0017181605,0.0003,1.0,0.0005562471,3.445454,23448,-0.63451946
425296,-1.5863545,0.00097569864,0.0058902656,7766.7,0.0051307245,0.0003,1.0,0.00040129872,3.6135273,23452,-2.3389592
425362,-1.5001901,0.0009719545,0.0029595126,7750.0,0.0024867503,0.0003,1.0,0.0007063531,3.5284748,23456,-4.705471
425415,-1.5913179,0.0009646054,0.0036637832,7750.9,0.0042428244,0.0003,1.0,0.0002912025,3.581613,23460,-2.8856454
425472,-1.6432177,0.00095980306,0.003464774,7770.6,0.0030960157,0.0003,1.0,0.00044558736,3.5805714,23464,-1.4667624
425544,-1.3555114,0.00095920183,0.0062553603,7774.2,0.006455118,0.0003,1.0,0.0005656639,3.069806,23468,2.8171566
425703,-1.459697,0.0009557548,0.0041069295,7567.3,0.0045119952,0.0003,1.0,0.00089942233,3.3463933,23472,4.5613937
425768,-1.5561821,0.0009522902,0.002127189,7587.2,0.0022190441,0.0003,1.0,0.0004092646,3.708447,23476,-0.0249151
425868,-1.4265319,0.0009409449,0.00589181,7516.7,0.005157884,0.0003,1.0,0.00063406856,3.2592,23480,5.7981353
425944,-1.597243,0.0009313267,0.002591852,7483.2,0.0029458664,0.0003,1.0,0.00040988895,3.3453948,23484,-4.6100435
425999,-1.5748699,0.00093029207,0.002858988,7475.2,0.0025701923,0.0003,1.0,0.000324466,3.6407886,23488,3.8420205
426061,-1.4818543,0.00092444965,0.0043411404,7507.6,0.004427929,0.0003,1.0,0.000591159,3.6645856,23492,4.8966193
426113,-1.5149865,0.0009223266,0.0017346109,7512.7,0.001990869,0.0003,1.0,0.0003423307,3.6172342,23496,0.34371668
426168,-1.5941858,0.0009164874,0.0039524436,7498.5,0.0037824935,0.0003,1.0,0.00047799654,3.6566875,23500,-2.4608955
426223,-1.5343134,0.0009179631,0.003474451,7507.4,0.0028347918,0.0003,1.0,0.0003504061,3.578034,23504,3.7931175
426279,-1.5612935,0.00092129974,0.004754234,7493.3,0.0044434434,0.0003,1.0,0.00041983987,3.4919744,23508,5.5786734
426335,-1.6201057,0.00092903397,0.004379877,7567.3,0.0037468518,0.0003,1.0,0.0005984033,3.7578795,23512,-0.2990911
426397,-1.5399922,0.0009316376,0.007051064,7570.0,0.0068125394,0.0003,1.0,0.00069882337,3.60916,23516,-4.9289155
426449,-1.5729939,0.0009298681,0.0020688076,7574.0,0.0023185064,0.0003,1.0,0.00056877977,3.495298,23520,-0.8035671
426511,-1.45222,0.00093081925,0.0033910617,7565.1,0.0038343312,0.0003,1.0,0.0007112381,3.548325,23524,3.9750428
426723,-1.6018986,0.000918214,0.0025088051,7275.8,0.0024134943,0.0003,1.0,0.00043658484,3.830586,23528,0.56885874
426801,-1.4571474,0.000916358,0.0035837144,7226.2,0.003067113,0.0003,1.0,0.00080945453,3.4569879,23532,-0.8415575
426872,-1.6568539,0.0009199714,0.0037326152,7211.6,0.003069611,0.0003,1.0,0.0006879796,3.727078,23536,-0.6731194
426926,-1.3885337,0.00093208323,0.0037472409,7198.5,0.0030447664,0.0003,1.0,0.00070274586,3.2900338,23540,2.2835696
426986,-1.5638719,0.0009374396,0.0021988,7238.2,0.0018396623,0.0003,1.0,0.00027749466,3.6010756,23544,-0.3495618
427035,-1.5202727,0.00093587505,0.0029426208,7267.3,0.0031156167,0.0003,1.0,0.0004894159,3.7097242,23548,7.5834465
427090,-1.5143805,0.00093453104,0.0075361575,7300.2,0.007072199,0.0003,1.0,0.0007619631,3.4597998,23552,-6.30054
427141,-1.4940889,0.0009355931,0.002866261,7324.6,0.0034184982,0.0003,1.0,0.00051450246,3.4959059,23556,1.6210266
427192,-1.5504736,0.00093590585,0.0031004618,7328.7,0.0030494616,0.0003,1.0,0.00029067608,3.528415,23560,-0.623374
427242,-1.5650718,0.0009296575,0.0028069313,7340.6,0.0029834595,0.0003,1.0,0.00043368698,3.460352,23564,-1.4171292
427313,-1.5387852,0.00092587684,0.003431458,7337.7,0.0031225015,0.0003,1.0,0.00036244577,3.253533,23568,-0.3538916
427383,-1.3931463,0.00092656625,0.003149146,7523.5,0.0018053302,0.0003,1.0,0.00044008598,3.4063911,23572,2.45948
427437,-1.482317,0.000933398,0.0017304682,7548.8,0.0017739948,0.0003,1.0,0.00042139195,3.352541,23576,6.671522
427486,-1.4207461,0.00093724206,0.0022906607,7641.0,0.0022804595,0.0003,1.0,0.00037855495,3.158396,23580,6.3602943
427542,-1.5509712,0.00094682776,0.005587819,7674.6,0.005509151,0.0003,1.0,0.00029324766,3.5305057,23584,-4.656685
427680,-1.4652685,0.00094361376,0.010486949,7520.4,0.010382257,0.0003,1.0,0.00031527004,3.3770413,23588,0.8818048
427731,-1.5800036,0.00094428303,0.0023305346,7540.1,0.0021617454,0.0003,1.0,0.0003135731,3.7752147,23592,-1.3776356
427790,-1.4836448,0.0009419504,0.0035828305,7529.3,0.0030522724,0.0003,1.0,0.0008188719,3.832286,23596,-0.96932065
427899,-1.566213,0.0009345595,0.0037257962,7445.6,0.0032299007,0.0003,1.0,0.0003917074,3.5896797,23600,-0.76231354
427961,-1.5525085,0.00093355955,0.003198589,7434.7,0.004181116,0.0003,1.0,0.00030681127,3.548546,23604,3.0814366
428023,-1.6044832,0.0009355627,0.0014200301,7423.7,0.0016321554,0.0003,1.0,0.0009788391,3.5499268,23608,-1.777314
428150,-1.4634291,0.00093622546,0.00523723,7282.4,0.0050967415,0.0003,1.0,0.00042309638,3.1949792,23612,-0.8538077
428207,-1.5013748,0.0009371062,0.0026398716,7292.7,0.0026114034,0.0003,1.0,0.0008485876,3.5085294,23616,1.9014664
428277,-1.6096933,0.0009421283,0.0032278018,7255.6,0.0025561028,0.0003,1.0,0.00067191105,3.594988,23620,-1.9162064
428330,-1.4252317,0.00095278345,0.003231496,7271.3,0.0031142137,0.0003,1.0,0.00039170677,3.4063911,23624,3.1772308
428381,-1.595623,0.0009574334,0.0045844167,7573.9,0.004519183,0.0003,1.0,0.00035563324,3.5155175,23628,-1.0556855
428441,-1.584972,0.0009658923,0.0014272012,7609.1,0.0017934467,0.0003,1.0,0.00036424867,3.7112665,23632,-0.9179537
428516,-1.4231248,0.0009740047,0.0071034906,7599.9,0.007054299,0.0003,1.0,0.0005959536,3.7291133,23636,1.1278678
428612,-1.5160153,0.0009833666,0.0022559203,7535.6,0.0023448155,0.0003,1.0,0.00037826865,3.4550831,23640,-4.2152133
428686,-1.4380867,0.0009847401,0.006534593,7510.9,0.0082420055,0.0003,1.0,0.00035360284,3.4537234,23644,1.6201786
428747,-1.4378225,0.0009871462,0.029667173,7487.8,0.029312432,0.0003,1.0,0.00080645306,3.5160522,23648,1.7272612
428817,-1.5751821,0.0009951228,0.0031230766,7466.5,0.0026948263,0.0003,1.0,0.00039237904,3.655264,23652,2.7424626
428912,-1.5140674,0.0009957223,0.0032772515,7381.8,0.0028838245,0.0003,1.0,0.0006367632,3.4580534,23656,1.1415699
428967,-1.6385151,0.0009988081,0.0025605904,7376.1,0.0017907005,0.0003,1.0,0.00029659568,3.6087115,23660,-5.6419277
429030,-1.4925796,0.0010024257,0.0049457527,7353.3,0.004463411,0.0003,1.0,0.0011556628,3.3698108,23664,0.6738874
429085,-1.6350522,0.0010103219,0.0039576166,7382.0,0.0036577513,0.0003,1.0,0.00032578342,3.5638256,23668,-1.5078224
429138,-1.5785859,0.0010071753,0.0028878443,7406.1,0.0028855912,0.0003,1.0,0.00030425453,3.5191326,23672,-5.6746826
429192,-1.5540342,0.0010004526,0.0061536124,7405.0,0.005763773,0.0003,1.0,0.00035357184,3.55562,23676,-3.0351465
429247,-1.6551039,0.0009968934,0.0022499054,7393.0,0.001965032,0.0003,1.0,0.00031620442,3.6611528,23680,-0.93692505
429307,-1.5053945,0.0009915783,0.0044703176,7386.1,0.0038079256,0.0003,1.0,0.0002955855,3.5713935,23684,2.4554148
429362,-1.453804,0.0009904201,0.0025085786,7538.8,0.0028448328,0.0003,1.0,0.0004120312,3.2309246,23688,-0.98228216
429429,-1.3554679,0.0009960851,0.0017400756,7514.5,0.0016370954,0.0003,1.0,0.00097084325,3.2329106,23692,2.045508
429485,-1.5122902,0.0009922704,0.0046677548,7518.4,0.0044705463,0.0003,1.0,0.00021500471,3.5150256,23696,3.4502175
429546,-1.5985159,0.0009987894,0.00916664,7590.1,0.00843051,0.0003,1.0,0.0005178414,3.598453,23700,-2.8702683
429607,-1.581269,0.0010049163,0.0028239698,7591.2,0.002245916,0.0003,1.0,0.0008106802,3.5835865,23704,4.7672844
429678,-1.5297234,0.0010124651,0.004080956,7578.5,0.007175866,0.0003,1.0,0.0011510418,3.47015,23708,-3.915834
429733,-1.5184792,0.0010079641,0.0032382547,7722.9,0.003237063,0.0003,1.0,0.00043503163,3.4502425,23712,2.695425
429787,-1.3402593,0.0010111793,0.0033295858,7729.9,0.0030824344,0.0003,1.0,0.0005688845,3.2224565,23716,0.56619906
