#{"t_start": 1606315077.983036, "env_id": "gripper-env-v0"}
r,l,t
23159.846566,157,90561.80437
37128.357819,86,90568.238096
31763.766367,116,90576.184801
23651.625983,155,90585.122458
25415.302227,151,90594.540887
32610.344832,114,90603.050131
34744.579654,99,90610.609281
26661.179117,140,90619.237649
24304.318952,155,90629.875717
3748.68533,200,90642.061893
28963.057074,135,90650.739593
22975.095735,160,90660.614506
30953.158766,118,90668.333179
23457.464707,156,90678.104745
3754.641164,200,90689.862012
35339.238149,96,90697.639779
22138.107797,162,90707.689982
5953.962232,200,90720.62542
25026.025571,158,90730.675796
26178.660191,147,90740.181264
31132.090273,118,90747.898433
-7232.121817,200,90759.86778
20679.946057,171,90769.712772
24466.000967,152,90779.283888
-23224.537096,200,90794.136141
31584.615623,121,90802.043116
5178.487191,200,90814.900707
31655.751848,117,90821.896561
6291.275831,200,90832.469406
23261.67935,159,90841.925273
30240.703321,122,90849.846289
4906.658419,200,90861.618527
-7125.580301,200,90874.31146
3654.533353,200,90885.51739
3540.60299,200,90900.324126
3986.799793,200,90911.785521
18466.489084,181,90922.976672
18268.986909,183,90934.721448
19380.390463,178,90945.518229
5698.177244,200,90957.990255
-5446.494437,200,90969.98564
19184.951959,187,90982.282978
19648.084879,174,90992.730471
19231.500758,180,91007.107052
24535.629074,150,91016.03547
3653.881146,200,91027.262073
18294.480818,184,91038.321203
3962.18603,200,91050.722355
21970.652592,164,91062.426651
30242.301565,122,91070.438329
-6512.165169,200,91083.059447
5090.555132,200,91095.68888
-6683.835873,200,91116.235016
29338.119934,126,91123.942141
33281.404381,108,91131.641968
17715.265046,188,91142.709367
25456.002995,146,91152.324663
27051.133036,138,91163.784232
25859.061233,145,91172.690668
35434.181211,95,91178.919106
29959.828698,124,91187.716191
4080.562509,200,91199.785922
4315.897841,200,91212.095083
5074.388442,200,91224.629918
22268.984229,164,91234.798625
17347.10449,186,91245.6797
5587.986001,200,91257.560037
3892.822656,200,91270.627102
21329.329084,175,91282.518406
32032.634612,113,91289.981865
27744.283664,134,91299.361181
3978.465552,200,91311.316029
23915.429148,161,91321.162062
24189.144966,157,91330.707422
5988.187369,200,91343.327838
4449.044515,200,91356.167416
4689.224206,200,91369.314293
6769.034357,200,91383.615506
18840.23848,178,91395.401056
29792.647348,131,91404.540865
30459.624797,120,91412.685139
18224.075702,186,91423.798435
17963.037557,184,91435.230827
-7123.334547,200,91447.82383
26507.264313,145,91456.894671
24649.911791,154,91468.606996
32854.532769,109,91476.134817
16835.279917,190,91488.327746
21735.544831,164,91498.583426
25047.078818,148,91508.289377
29042.424842,133,91517.502508
21863.353005,165,91527.204804
32039.357031,113,91534.904669
-7340.525969,200,91552.037807
28180.458273,135,91560.214661
26833.872011,139,91569.245254
27300.679468,139,91582.287344
3864.287749,200,91598.074317
26336.939938,148,91609.209409
4521.731583,200,91621.074686
18444.075276,195,91636.71155
24856.509556,150,91647.571466
4198.522914,200,91660.377175
5293.406469,200,91677.842864
24369.542437,154,91687.698597
3963.713417,200,91699.999449
3858.790913,200,91715.408644
28386.283192,133,91724.80726
27860.233677,135,91734.358948
35749.572302,94,91740.572434
19957.102748,179,91751.836433
20476.691958,172,91763.320815
6739.220534,200,91775.565208
21145.420861,167,91786.145466
-7357.033608,200,91804.14511
23939.309453,153,91814.367646
-16662.074944,200,91832.919569
-5607.194389,200,91847.748449
32945.376515,108,91854.640141
35942.292239,93,91860.651869
26037.028435,142,91871.231919
29566.182498,126,91879.526461
20334.593498,171,91890.697089
5431.379672,200,91904.03871
28696.182532,133,91913.249827
4060.306149,200,91925.728862
31984.629822,116,91933.17814
4690.318651,200,91948.69849
32114.435302,117,91956.632744
34000.58429,105,91963.626492
23175.058927,159,91973.518988
20929.05239,168,91983.877858
34368.66303,102,91990.453189
29071.150411,129,91998.973809
23398.092108,160,92008.841075
3553.459965,200,92025.290309
-18224.987601,200,92039.806148
24489.730967,153,92049.759735
27760.426047,136,92058.168419
34757.557755,99,92064.536579
25339.799513,150,92073.543634
33952.203341,104,92080.89105
18351.503147,184,92094.740824
3660.35648,200,92106.708922
3967.507958,200,92120.582086
31977.782972,115,92127.917503
32276.094461,113,92135.413457
32886.71648,112,92142.906626
32367.260905,112,92151.176142
-7012.64208,200,92163.594905
23897.360247,156,92172.991688
4357.928186,200,92186.639906
4532.102961,200,92202.220729
-4522.828511,200,92214.991892
31179.143547,119,92222.32781
4218.401949,200,92236.69194
19054.262909,178,92247.55588
26539.38288,140,92256.231632
17590.528592,193,92268.674757
28662.004043,131,92277.027816
33845.679537,103,92283.368208
22845.663221,158,92293.229567
4456.402242,200,92305.487579
3983.817981,200,92318.090145
25073.123038,148,92327.201841
-7239.234269,200,92339.632253
31950.361549,113,92346.311352
3753.646135,200,92359.577848
-17799.3206,200,92374.915961
27262.530571,139,92383.334915
24671.593909,151,92392.908739
35237.599962,97,92399.784484
3550.727825,200,92410.737616
5404.796134,200,92423.061184
20368.988415,172,92433.445832
23480.794486,157,92444.074863
28647.228953,129,92454.085835
32653.381887,111,92461.379845
3660.757208,200,92476.258098
31338.24407,121,92483.77021
30242.00842,122,92492.011334
21368.71305,167,92502.442121
3548.479274,200,92516.597903
24931.364967,147,92525.979265
-7235.609806,200,92539.041406
33854.912602,105,92546.269986
3771.190353,200,92558.738415
23149.042377,162,92568.65317
-27344.377829,200,92586.367617
5355.365857,200,92599.740694
-6736.36808,200,92612.919307
29555.655208,126,92621.311242
4389.747599,200,92633.592715
27437.603483,136,92644.097097
28948.638794,129,92652.005735
5227.425774,200,92663.775625
30750.239757,119,92671.64204
26467.248967,142,92680.781707
4626.604588,200,92692.972723
21827.818809,169,92703.472152
-6687.717051,200,92717.26726
-6883.481203,200,92734.919291
32771.728756,111,92742.660812
-5797.670007,200,92754.501817
3558.451484,200,92766.650294
6381.390018,200,92779.518555
5497.071918,200,92792.663188
29176.140395,128,92800.731101
31782.646109,115,92808.367435
20861.963809,170,92822.850325
21927.576524,164,92833.032058
-1297.981391,200,92850.632142
23311.803175,169,92861.619308
-29104.12821,200,92875.703034
34240.015781,102,92882.331606
-4698.973411,200,92897.327471
-2995.546656,200,92911.824495
22139.239061,163,92922.163344
15960.566087,195,92933.527963
33567.376117,106,92940.840453
3660.133153,200,92954.724997
15028.06226,200,92968.744569
28832.057103,128,92976.794114
-5800.153907,200,92992.530217
34653.234844,101,92999.591443
4554.547099,200,93012.280333
34293.748792,104,93019.406904
15942.536905,193,93032.76085
-10908.345743,200,93046.47969
24050.261506,152,93055.684156
36544.50719,90,93061.741301
24950.398725,149,93070.931265
22402.580066,164,93081.807719
4535.733462,200,93093.60326
3862.473883,200,93105.464806
32857.042003,110,93112.810993
30855.1474,119,93120.82644
28037.308414,137,93129.740628
29126.182703,133,93138.952726
4197.466587,200,93151.588495
5693.960229,200,93164.44707
21472.535511,171,93175.757151
22403.918066,169,93186.836148
30739.962337,120,93194.744087
19536.256315,176,93205.975647
32839.927563,108,93213.345178
31197.069195,120,93221.457026
19587.29421,181,93232.679006
4765.172038,200,93245.192974
16213.698289,196,93256.611942
3877.860121,200,93268.437177
-18019.011855,200,93281.682909
3661.523282,200,93295.549843
16052.622073,193,93306.209869
5297.830277,200,93319.392891
4015.308212,200,93331.535813
20578.078357,173,93342.561633
29148.518267,127,93350.631349
30759.346568,120,93358.606631
3848.846468,200,93370.199386
19557.192414,176,93380.806296
-7238.313312,200,93394.182568
29905.054989,128,93403.336822
23179.101543,159,93413.447934
21675.245594,166,93423.633036
26609.587853,144,93433.67987
17900.649351,186,93447.61583
3546.876219,200,93459.769637
3664.458331,200,93476.710227
25643.459743,145,93485.468057
35454.870795,96,93491.7121
23690.779169,157,93501.23599
3655.272678,200,93514.668364
24766.682506,150,93523.952615
26674.587183,146,93533.60751
-28222.800446,200,93546.541463
3960.690195,200,93559.529007
19251.330991,177,93570.376218
4216.136519,200,93583.418118
4733.962197,200,93674.470807
4182.693851,200,93687.344805
36743.344104,89,93693.017547
22861.312492,161,93703.490648
26370.781888,143,93711.993494
31031.681658,123,93719.79255
33755.377262,104,93726.13372
29755.776989,130,93734.761214
-6649.960983,200,93747.811381
21969.354906,164,93758.025676
28138.392504,132,93765.899347
24355.26886,152,93774.902451
4328.407498,200,93788.342126
3658.899845,200,93800.07319
16855.881842,189,93811.174712
28070.171556,134,93819.456095
33359.806292,107,93826.733617
27377.233517,139,93835.897976
-7120.59197,200,93847.381458
4313.143182,200,93860.06972
20361.878642,172,93870.758096
21082.562392,172,93881.923717
-5581.525739,200,93898.133085
32967.523319,109,93904.607413
4706.593734,200,93916.776838
18348.325822,184,93928.888578
31157.268669,118,93938.731658
-6141.164151,200,93952.613588
4197.542783,200,93964.96415
25043.624971,148,93974.63216
22154.209803,163,93984.839441
25554.254425,145,93993.735662
22232.446747,161,94003.782588
5709.021733,200,94017.036869
20062.295572,175,94028.843697
30386.854825,124,94037.045253
22930.969445,158,94046.597854
-7120.90539,200,94059.998013
17210.425714,190,94073.304164
5377.606379,200,94086.684092
19962.38814,174,94097.091024
4071.610326,200,94111.738869
22664.362637,161,94121.543787
4088.13253,200,94134.223404
3638.583005,200,94146.091615
33764.798544,106,94153.074263
4211.503305,200,94168.027491
26462.901465,141,94176.456948
33455.719176,107,94183.894866
16464.286832,193,94197.421453
-18009.743342,200,94209.742447
25577.416822,147,94218.472426
3651.900122,200,94230.393196
-7233.905851,200,94242.960404
23654.262654,156,94253.655748
4184.219282,200,94265.518305
34753.797473,100,94271.773292
33950.017797,103,94277.790298
22853.2478,160,94287.364393
25043.776899,149,94296.047836
4291.953622,200,94308.555752
24046.597696,153,94317.836858
35545.377662,95,94324.227438
24432.5024,150,94333.601964
25338.810958,146,94343.235898
22362.130897,163,94353.376655
3659.594017,200,94368.255561
27261.982585,137,94376.490338
30636.15103,120,94384.006191
-7226.181422,200,94396.260298
29345.829986,127,94404.750639
33041.578496,108,94411.568194
3861.823528,200,94423.109157
6717.176522,200,94435.655101
27229.287642,136,94444.013581
6441.396227,200,94458.088901
3882.361792,200,94472.325907
3883.209519,200,94488.886414
3960.374205,200,94500.920424
30554.871051,121,94508.854341
4411.901106,200,94520.992529
4194.147732,200,94532.853903
33462.55087,107,94540.561523
24948.080829,149,94550.640913
21384.884543,168,94560.623756
33850.398583,106,94568.216526
20743.612126,170,94578.666155
3550.135641,200,94593.274452
3550.857539,200,94610.538527
19581.270758,178,94621.255625
-5548.80495,200,94632.998027
4817.020089,200,94644.490476
15902.890354,197,94659.092164
24041.947542,152,94668.218071
28145.7398,131,94676.7881
22076.282855,164,94687.02409
29941.318455,123,94694.54985
23636.20565,155,94704.384048
35459.509458,96,94710.697175
23342.085474,157,94721.248661
27379.28885,142,94731.047814
29827.795149,123,94738.846047
3662.008396,200,94754.621626
29962.758317,124,94762.793345
22146.500502,162,94774.267623
36347.11169,91,94780.519441
16632.163407,198,94792.858938
34472.190551,101,94799.4484
3663.550175,200,94811.444989
22344.874752,162,94821.174004
-7019.391197,200,94832.841781
3655.085715,200,94845.491301
3742.317639,200,94857.341098
15743.300438,194,94869.001813
25263.588702,147,94878.680434
30148.845205,123,94886.065753
28244.997572,132,94894.496093
21866.627021,165,94904.98402
-6928.61102,200,94917.44756
18032.805359,182,94928.415575
20528.327839,173,94939.959405
-18028.227359,200,94951.841923
5243.393896,200,94966.326162
35841.406015,93,94972.034416
4055.364664,200,94988.248653
-6807.081267,200,95005.91439
27065.798284,141,95015.254926
3648.38123,200,95029.036974
36554.382073,91,95034.680529
3764.51416,200,95045.79839
19537.786645,176,95057.954677
28809.275598,133,95067.313277
21648.124138,166,95077.284203
26444.22128,141,95086.216342
19759.564982,175,95097.226531
23570.8507,156,95108.855597
3549.263892,200,95121.339178
23600.590154,158,95133.026315
22743.834509,159,95142.59111
3772.883488,200,95154.729011
34261.812761,104,95161.864266
17184.908944,191,95176.18224
28931.373863,129,95184.446981
19382.813503,184,95195.614197
3564.752483,200,95211.910575
22367.559298,162,95222.50588
4297.868632,200,95233.859769
-5711.372862,200,95246.7952
33270.71833,108,95253.912094
4550.123039,200,95265.544758
26557.063298,140,95274.37816
25955.642748,144,95284.130944
-6475.727082,200,95298.921885
4517.037511,200,95313.107282
21753.595797,165,95323.130056
36928.346024,88,95329.068759
4402.273404,200,95346.579522
31749.967111,115,95353.699483
16352.462773,192,95367.581496
7545.20343,200,95381.444565
22853.883335,161,95390.835845
3969.404094,200,95402.965244
3973.661006,200,95415.582838
3767.570314,200,95429.558192
4340.715299,200,95441.591168
22749.894631,159,95451.918062
22445.20794,161,95461.711323
15734.654293,200,95474.665319
27729.719713,134,95482.553083
3767.087872,200,95495.551008
34649.420703,100,95502.230161
3765.960107,200,95516.393112
3871.245151,200,95527.319515
26368.854933,142,95536.487844
20839.599848,169,95545.864174
3755.291535,200,95557.113242
21235.124288,166,95567.155271
4064.772026,200,95580.186074
26445.140443,141,95588.995422
26020.991507,142,95599.001831
19631.269127,182,95610.458186
-28783.797308,200,95624.136493
-7004.851875,200,95637.079339
-26707.246719,200,95657.559918
18736.26439,179,95668.251283
25452.888108,146,95676.869079
6420.674412,200,95688.914399
17051.678868,188,95701.448941
-6922.205366,200,95714.982115
26107.32102,145,95724.31735
4772.548052,200,95738.755015
24036.299399,153,95749.327086
25966.521422,146,95758.911941
21599.69819,173,95769.054367
32763.253446,110,95776.108687
3979.427919,200,95787.483113
26656.019774,140,95796.496093
27266.938657,138,95806.622712
19849.241663,175,95818.630412
23931.443714,153,95827.817133
3762.996865,200,95839.278786
3757.98367,200,95851.750897
16940.845422,188,95862.623525
22564.977285,162,95873.301227
17458.37691,189,95886.17648
-7007.471767,200,95898.100516
19122.657699,178,95908.688124
31036.983773,117,95915.91739
4422.089884,200,95928.197464
-14889.481632,200,95942.573526
20681.162587,172,95953.482845
29631.178623,125,95961.549168
23939.033,153,95970.759221
30845.195657,118,95978.591623
23398.752473,164,95988.929591
22945.45687,159,95999.301534
5521.365152,200,96011.501309
3656.616421,200,96025.758342
16188.174152,194,96036.705264
-40000.0,200,96054.092111
24255.010431,153,96064.681829
25677.365457,147,96075.994913
30754.125701,120,96083.634464
4390.908149,200,96100.640051
4080.789098,200,96118.543931
4078.894921,200,96131.681611
-16791.470705,200,96146.192947
-5732.610096,200,96159.499437
35436.437214,96,96166.740295
28720.056601,133,96176.008149
17525.200645,185,96187.445293
-18121.501038,200,96199.482517
3981.634893,200,96213.062982
23737.405284,161,96223.279539
21249.574597,167,96232.597643
4122.496375,200,96244.260185
3884.046872,200,96256.141002
5267.372092,200,96268.253643
22584.342912,162,96278.125836
28530.610297,131,96286.479819
35731.564805,94,96292.955411
17744.830079,184,96303.647746
18489.614158,182,96314.29728
-6461.802896,200,96330.258023
22973.042343,160,96339.861808
5676.511317,200,96356.104855
27554.580406,135,96364.178141
-6130.306217,200,96378.705146
3655.797729,200,96392.174288
19087.900158,179,96403.99583
-17622.931915,200,96420.719759
4519.875036,200,96435.360862
5370.630413,200,96447.442739
-6103.676059,200,96461.15793
3769.878648,200,96476.409078
31060.157675,119,96484.377083
5420.285985,200,96497.472423
31851.113305,113,96505.204175
23930.566849,153,96515.213614
3758.988484,200,96528.061192
15939.6585,193,96538.936383
4075.854964,200,96551.254496
27550.79562,135,96559.741352
25634.022269,145,96569.409873
21486.707006,167,96579.727097
26060.850064,145,96588.654001
4079.827989,200,96601.302668
-17701.108264,200,96614.041195
-29111.924594,200,96631.283614
4654.594171,200,96649.898572
-5777.959127,200,96663.50984
21342.900572,167,96675.722184
24369.260045,152,96684.879312
26442.586521,141,96693.460343
5847.299784,200,96705.597233
18941.380553,183,96717.324907
30151.906997,123,96725.760351
3868.287808,200,96741.027215
4731.262628,200,96755.365613
3555.807594,200,96766.992502
4821.216903,200,96780.212635
21237.294791,167,96791.0735
-6078.675247,200,96804.397314
34953.11322,98,96810.705307
22364.660164,163,96821.116612
22144.5645,162,96831.808738
34035.913526,102,96840.228723
16858.554285,189,96852.612637
29136.231207,127,96860.342977
4102.514345,200,96879.461255
-6580.538207,200,96892.944399
24894.536756,153,96903.456051
-17921.967878,200,96918.850305
25019.331734,149,96928.608498
33451.48233,107,96935.382363
24848.538589,149,96944.355405
-7123.761617,200,97025.329889
23955.85671,154,97035.069444
-7147.3335,200,97047.990469
22457.802624,162,97057.744238
-7339.519326,200,97074.419351
21797.892408,170,97085.414232
5544.960611,200,97102.561428
27649.864383,135,97110.88343
3856.221686,200,97125.738138
-16668.678182,200,97141.744458
30970.281433,120,97149.336616
3989.605825,200,97164.322742
4659.420737,200,97176.746854
21461.498219,166,97186.778839
21304.00134,170,97197.169505
19879.220025,176,97208.067886
33122.351907,108,97215.138517
21953.813139,163,97224.797251
26657.891796,140,97233.357168
25834.458512,145,97242.424722
24836.102795,148,97251.825302
25094.136268,150,97262.051343
27267.380653,138,97270.692852
27612.559482,138,97279.501146
22357.377984,162,97289.070376
24070.46863,154,97298.926337
31776.780808,115,97306.0055
28152.00881,134,97318.414519
-5121.051634,200,97333.901225
25617.683585,151,97344.053776
22472.858066,162,97353.590224
-17218.396905,200,97365.902226
34244.6547,101,97372.638363
28482.618833,133,97381.653031
27425.519329,135,97389.504907
4392.051524,200,97405.726345
28282.745894,134,97414.216723
34352.05016,102,97420.608096
4108.976995,200,97435.740835
26287.585799,144,97444.533058
3649.594528,200,97455.973245
4072.353879,200,97468.721368
24130.231128,153,97479.905553
26266.731366,142,97491.035261
-6905.851079,200,97503.495092
18934.477571,178,97514.298295
3563.521771,200,97531.268181
4643.649518,200,97543.43321
4493.203403,200,97558.276014
28045.837628,133,97566.511016
15038.67273,197,97578.316401
28346.815826,132,97586.570243
-17476.609216,200,97598.782705
3546.276986,200,97610.426598
4632.290159,200,97626.676097
16778.2029,192,97638.304299
30331.790035,121,97645.994311
26065.424326,144,97655.452514
3850.683141,200,97666.783754
34757.752314,100,97673.180259
-27797.732503,200,97685.531187
3742.855748,200,97699.315361
22484.012743,164,97710.207433
-6707.105389,200,97722.21365
-6173.550731,200,97734.970136
-6921.814571,200,97753.536847
34962.865888,99,97760.898249
28951.869507,130,97769.322812
16834.304952,191,97781.389183
28160.568947,133,97790.26204
25265.009089,148,97799.570954
31252.282031,117,97810.492214
4518.269194,200,97823.928068
4743.63802,200,97838.724154
25367.7645,148,97848.691007
4348.092132,200,97860.977008
-7333.688286,200,97873.022624
3769.27755,200,97884.542718
26241.899208,143,97893.823987
-6786.771285,200,97910.879523
32492.001262,113,97918.325206
3982.844772,200,97932.911245
33448.003133,106,97939.952459
28928.049011,132,97949.733444
27999.135437,135,97960.018176
3657.173297,200,97972.339419
23260.193722,158,97983.731797
24893.997181,152,97993.599702
21027.056432,169,98003.795174
-17275.410347,200,98016.531896
3656.421113,200,98029.491965
25742.308609,145,98039.22366
3543.127964,200,98051.497512
17431.449623,190,98063.602333
-7224.725835,200,98077.256933
26651.572404,140,98086.898326
28072.074175,134,98096.50146
28544.912984,132,98104.904401
3870.71662,200,98118.924962
29513.655838,128,98127.699476
27948.255692,134,98139.133568
19860.676006,175,98150.407008
28450.375992,131,98158.325135
27654.614007,135,98167.172625
36445.026745,90,98173.266888
-29112.21443,200,98188.732361
23343.378497,156,98197.939301
27142.243631,137,98206.698978
-16046.992418,200,98220.48076
27053.027807,139,98229.711632
30747.673817,119,98238.583338
3980.392088,200,98252.869239
3982.27039,200,98268.874748
23793.177366,157,98278.903652
25129.325496,147,98288.403997
3777.246779,200,98302.30469
19616.140645,179,98313.505985
5348.317089,200,98326.656704
27745.668745,134,98335.169312
24279.888329,154,98345.299707
-16922.200559,200,98357.784418
30164.73725,122,98365.62461
26386.177687,143,98375.553802
30203.096562,125,98383.566749
-17703.913236,200,98399.545975
-17438.128598,200,98411.732769
4626.371723,200,98424.077957
4297.121764,200,98436.149029
22979.626163,160,98445.969197
3961.99071,200,98457.628244
3756.444958,200,98473.871704
-5742.049838,200,98486.387432
35248.224558,97,98492.361596
3856.742028,200,98505.691134
24566.339509,151,98515.547541
35142.97953,98,98522.85979
27679.160023,135,98531.219957
33591.157176,107,98538.741861
24155.376367,153,98549.071304
3960.071944,200,98562.003698
36765.661137,90,98567.738724
30016.179206,122,98575.638921
28028.148134,139,98586.205889
20346.554181,180,98597.055866
22514.619105,164,98606.912976
-6360.054024,200,98619.396221
33531.093317,109,98626.63117
3974.216536,200,98638.546805
-31281.480157,200,98655.774779
22666.246318,161,98665.298553
24632.735118,154,98674.445432
18176.098302,184,98687.153532
4177.783424,200,98698.887056
-7237.417118,200,98715.54811
-6816.065386,200,98728.423748
27748.254879,138,98736.979923
24834.665926,148,98747.943529
27675.828701,136,98758.719642
35936.728338,93,98765.51984
32071.928177,114,98772.833045
20851.95241,169,98783.555172
3872.2467,200,98796.01124
20672.504278,171,98806.694071
-17293.00368,200,98821.311147
32263.031933,112,98828.420692
3444.935402,200,98840.40838
3646.180067,200,98852.678372
3761.33638,200,98865.154931
4081.882079,200,98877.135952
-7125.261752,200,98893.127084
22243.284519,166,98903.664426
-5945.062993,200,98915.692479
3658.129116,200,98929.088792
28557.971725,131,98937.113991
33156.068736,107,98944.429178
21553.497137,165,98954.291291
4225.068662,200,98968.802125
-27444.702586,200,98981.679053
34083.04503,105,98990.132975
3636.601682,200,99001.967543
3663.943464,200,99014.299973
4070.94298,200,99028.641377
4198.339842,200,99041.342881
34473.748222,102,99048.145878
32481.103494,112,99056.526038
-17020.968211,200,99069.914522
28836.492903,128,99078.775948
3668.24098,200,99091.53895
-7227.959681,200,99102.858836
18358.892313,182,99114.658719
24465.055932,151,99124.042179
27475.522988,137,99135.141681
3977.428679,200,99150.451658
-7240.298669,200,99164.553056
23641.52089,154,99174.08882
30857.25992,120,99181.853366
4611.684691,200,99194.017707
3561.109601,200,99207.316046
22724.012515,158,99216.995861
3542.264749,200,99228.759082
29201.586878,131,99238.141454
32783.129889,111,99245.639824
30343.937147,121,99253.592463
34173.388688,104,99260.639674
19249.221037,177,99272.124059
32442.87522,111,99280.204494
4511.835832,200,99292.058223
26239.042911,142,99300.893168
21451.984806,166,99311.390808
28162.127579,133,99319.559117
32234.811331,116,99327.189711
21367.225853,167,99336.861061
-18118.600853,200,99348.283105
32765.745141,110,99356.74005
31266.76133,118,99365.16196
-7018.879818,200,99376.848569
4508.138924,200,99388.973658
4873.444814,200,99401.307834
-7223.377644,200,99418.487574
3862.674378,200,99434.739542
-7117.8723,200,99446.951311
21843.298173,170,99457.637422
-17487.256649,200,99470.030986
28648.623926,131,99479.259074
26705.921023,142,99487.783896
21059.574589,169,99498.397353
27344.998981,136,99506.204135
3764.131196,200,99525.852248
29160.298054,128,99536.682565
25552.270079,145,99545.802608
-18019.49883,200,99558.889496
-7020.473449,200,99574.343942
35636.824672,94,99580.447453
23652.460726,155,99591.497495
31099.170043,120,99599.375545
15313.937218,199,99611.506771
20949.544376,173,99622.686588
18330.989045,190,99635.585491
3772.292104,200,99649.473259
6299.995745,200,99663.286249
29463.030085,126,99671.158249
3759.839784,200,99686.400332
25248.890036,147,99695.268599
4763.398999,200,99709.061109
26372.85225,143,99718.052332
35465.881422,97,99724.444215
29541.778633,126,99732.342062
-6814.631981,200,99747.311971
26973.690439,140,99756.710627
29876.128816,127,99764.623611
26285.232081,144,99773.210342
24788.049363,152,99782.967053
28859.482658,130,99791.122646
5039.775881,200,99810.300363
29639.004558,125,99820.535664
22756.920603,160,99830.281815
5322.445142,200,99843.629312
27821.537748,134,99852.569437
24544.176837,155,99863.74626
24636.601202,150,99873.078053
4158.530819,200,99884.96115
4459.933862,200,99896.645717
3974.427125,200,99911.695906
-39797.634347,200,99932.485816
3861.200845,200,99946.367048
4302.604106,200,99958.70055
24456.990893,151,99967.895066
31434.029029,115,99975.421753
-18015.124146,200,99988.047122
17837.459393,185,99999.262829
28783.067688,132,100008.146685
-6278.591809,200,100021.598297
-7129.323936,200,100037.592048
34064.393646,104,100045.220848
-6584.047603,200,100058.391133
-29017.293195,200,100072.35537
24777.673249,152,100082.850215
3989.062993,200,100095.304813
3863.720134,200,100107.368421
26457.926848,141,100116.660263
4091.119847,200,100128.271722
-18227.36301,200,100144.018742
3960.800398,200,100156.675607
5059.08747,200,100168.505169
25057.797871,149,100177.821267
5441.873552,200,100190.004691
22886.306841,161,100201.003427
29272.019499,128,100209.735383
26153.781354,142,100220.315779
-6224.541146,200,100232.458768
28355.470348,140,100242.103972
23562.854135,156,100252.025637
4534.545171,200,100263.997783
-18118.981317,200,100276.785966
-12403.708282,200,100290.201958
35051.7926,98,100296.299525
23261.624838,157,100305.778388
19749.744313,175,100316.427135
31751.418558,117,100325.005732
4530.627258,200,100338.674642
-7116.652661,200,100351.465075
4797.78416,200,100365.162499
30848.433077,120,100447.876576
24746.098,149,100457.354778
20973.043229,170,100467.477805
31845.689607,114,100474.952331
19180.938746,179,100486.105362
3542.933795,200,100499.603648
25438.744649,146,100508.272743
22252.879359,167,100519.31047
27726.273125,139,100528.294704
29624.261356,124,100536.335803
35251.073412,97,100543.221287
23465.800872,158,100554.057217
29776.927937,130,100562.392471
-7130.907853,200,100574.504482
25838.297507,144,100583.896652
19730.638096,181,100597.185912
31653.783733,115,100604.641915
-27515.215825,200,100617.855063
23049.049084,158,100627.371544
29262.849358,127,100636.215915
25344.918502,146,100645.648204
33364.473403,107,100652.343565
20673.066002,172,100662.766454
-5789.88296,200,100676.603363
-17686.593732,200,100688.851786
21055.397504,168,100699.532259
27267.395617,138,100708.338662
35035.45113,97,100714.459851
31232.197333,117,100723.083973
3742.134244,200,100740.007456
25236.835364,147,100749.814655
4074.720586,200,100761.780138
3766.207883,200,100776.826566
3873.718234,200,100789.849967
4933.010329,200,100802.45379
-18117.578687,200,100814.572568
22150.626818,170,100828.647014
5737.502387,200,100840.931097
3772.220952,200,100857.424303
16990.533481,191,100868.784608
25658.393926,146,100877.884349
4404.09363,200,100889.947176
5371.245217,200,100903.477177
-28197.42575,200,100916.525662
4914.044397,200,100931.997949
-39686.811412,200,100945.195376
32023.706941,116,100953.73749
-14798.735095,200,100966.249374
26704.740282,143,100975.203343
3996.820056,200,100989.99885
23135.024249,161,101000.27629
24959.734077,149,101009.325482
35258.578227,97,101016.003769
-7341.110821,200,101030.778624
31558.307477,116,101038.975183
21266.770225,169,101049.872532
21284.323462,169,101060.464544
4394.27856,200,101076.069578
-7224.095425,200,101093.264404
27038.997664,137,101101.611277
4983.225573,200,101113.44821
-6510.636524,200,101126.140484
4393.152472,200,101142.181182
20145.855347,172,101151.885581
28166.641156,134,101160.205656
21741.822668,165,101169.517585
24456.35269,157,101179.710482
-4512.61918,200,101192.209749
4096.430486,200,101207.668187
22975.464401,161,101219.193538
23451.442833,157,101229.480955
29092.024712,130,101238.246157
3764.399704,200,101258.495621
21749.433838,164,101268.471173
33047.68721,108,101275.117796
-5031.976697,200,101287.782769
4183.29011,200,101301.484753
22537.938486,160,101310.981584
3661.697811,200,101322.53251
4207.138979,200,101335.539405
-7128.83796,200,101347.866372
24372.364537,152,101358.067813
36453.069417,91,101365.018372
26252.069322,141,101373.9022
3759.197595,200,101387.332837
3653.101839,200,101401.335626
20134.046023,172,101412.062072
26459.284123,142,101421.260429
30973.291657,120,101428.79055
25298.224394,152,101438.919621
21866.631296,165,101449.463914
3860.317419,200,101467.061924
27144.796618,137,101475.38644
27252.749185,137,101483.551095
28026.372414,132,101491.988732
29235.959363,127,101499.570972
5246.54275,200,101511.818055
23548.013647,156,101521.604239
18849.305863,179,101532.371169
3869.091013,200,101543.365447
3978.097862,200,101556.667923
23439.322638,155,101566.842866
21825.40415,168,101577.197564
4185.496649,200,101589.465961
26258.364948,142,101597.667091
-17457.016528,200,101612.486382
3866.633494,200,101626.819692
4429.140834,200,101639.423184
-4140.156704,200,101651.855224
4404.669767,200,101665.160533
