#{"t_start": 1595862463.168139, "env_id": "gripper-env-v0"}
r,s,l,t
0.0,0.181,22,86119.602852
1.0,0.181,22,86120.965524
1.0,0.181,22,86121.93016
0.0,0.181,22,86122.647945
1.0,0.182,22,86123.664677
1.0,0.183,22,86124.660666
1.0,0.184,23,86125.549352
0.0,0.184,22,86126.384713
0.0,0.184,22,86127.196479
0.0,0.184,22,86128.055449
0.0,0.183,22,86128.980781
0.0,0.183,22,86129.702226
0.0,0.183,22,86130.497955
0.0,0.183,22,86131.47712
0.0,0.183,22,86132.394166
0.0,0.183,22,86133.215413
0.0,0.183,22,86134.088486
0.0,0.183,22,86134.936821
0.0,0.183,22,86135.677195
0.0,0.183,22,86136.570944
0.0,0.182,22,86137.455294
0.0,0.182,22,86138.281198
0.0,0.182,22,86139.367862
1.0,0.183,22,86140.376208
0.0,0.183,22,86141.316949
0.0,0.183,22,86142.500764
0.0,0.183,22,86143.295636
0.0,0.183,22,86144.205296
1.0,0.184,22,86145.302627
0.0,0.184,16,86146.207961
0.0,0.184,10,86146.678513
0.0,0.184,22,86147.510004
0.0,0.183,22,86149.032052
0.0,0.183,22,86149.933079
0.0,0.183,22,86151.295641
0.0,0.183,22,86152.072545
0.0,0.183,4,86152.296618
0.0,0.183,22,86153.071985
0.0,0.183,22,86154.228913
0.0,0.183,22,86155.136682
0.0,0.183,22,86156.191602
0.0,0.183,22,86156.999412
1.0,0.184,22,86157.98104
0.0,0.184,22,86159.046826
0.0,0.184,3,86159.264204
0.0,0.184,22,86160.178257
0.0,0.184,22,86160.92572
1.0,0.185,22,86161.888437
0.0,0.185,22,86162.974993
0.0,0.185,22,86163.967643
1.0,0.185,22,86164.854235
1.0,0.186,22,86166.018024
0.0,0.186,22,86166.852431
1.0,0.187,22,86167.705221
0.0,0.187,22,86168.55534
1.0,0.188,22,86170.130461
0.0,0.188,22,86170.95075
0.0,0.187,17,86171.737236
0.0,0.187,22,86172.560991
0.0,0.187,22,86173.424456
0.0,0.187,3,86173.627283
0.0,0.187,22,86174.46077
0.0,0.187,22,86175.347284
0.0,0.186,22,86176.223861
0.0,0.185,22,86177.023876
0.0,0.185,22,86177.880383
0.0,0.185,22,86179.331685
0.0,0.185,22,86180.119087
0.0,0.185,22,86181.761819
0.0,0.185,22,86182.665904
0.0,0.185,22,86183.41512
0.0,0.185,22,86184.371051
0.0,0.185,22,86185.295767
0.0,0.185,22,86186.245635
1.0,0.186,22,86187.447128
0.0,0.186,22,86188.322686
0.0,0.186,22,86189.480099
0.0,0.186,22,86190.223849
0.0,0.186,22,86190.993122
0.0,0.186,22,86191.788275
0.0,0.186,22,86192.615095
0.0,0.186,22,86193.392163
0.0,0.186,22,86194.219846
0.0,0.186,22,86195.028159
0.0,0.186,22,86196.204045
0.0,0.186,22,86196.965713
0.0,0.186,22,86198.086179
0.0,0.186,17,86198.914654
0.0,0.186,22,86199.798268
0.0,0.186,2,86199.950654
0.0,0.186,22,86200.83794
0.0,0.186,22,86202.087422
0.0,0.186,17,86202.781272
0.0,0.186,22,86203.589361
0.0,0.186,22,86204.450728
1.0,0.187,22,86205.815433
0.0,0.187,5,86206.088828
0.0,0.187,18,86206.807012
0.0,0.187,22,86207.619812
0.0,0.186,7,86207.895834
1.0,0.186,22,86208.734172
0.0,0.186,22,86209.457325
0.0,0.186,22,86210.206495
0.0,0.186,22,86211.074256
0.0,0.186,22,86211.821214
0.0,0.186,22,86212.768855
0.0,0.185,20,86213.644186
0.0,0.185,22,86214.513166
1.0,0.186,22,86215.580036
0.0,0.185,22,86216.27804
1.0,0.186,22,86217.331628
1.0,0.187,22,86218.419781
1.0,0.188,22,86219.52156
0.0,0.188,22,86220.332076
0.0,0.188,22,86221.160287
1.0,0.189,22,86222.231843
1.0,0.19,22,86223.177173
0.0,0.19,22,86224.087915
1.0,0.191,22,86225.212981
0.0,0.191,22,86226.799743
0.0,0.191,22,86228.042743
0.0,0.191,22,86228.957706
0.0,0.191,6,86229.33106
0.0,0.191,22,86230.405651
0.0,0.191,22,86231.140266
0.0,0.191,22,86231.93145
1.0,0.192,23,86233.239827
0.0,0.192,22,86234.033893
0.0,0.192,22,86235.688494
0.0,0.192,22,86236.543684
0.0,0.192,11,86237.056348
0.0,0.192,22,86237.894473
0.0,0.192,22,86239.628379
0.0,0.192,22,86240.835652
0.0,0.192,22,86241.635433
0.0,0.192,22,86242.38168
0.0,0.192,22,86243.190433
0.0,0.192,22,86244.079372
0.0,0.192,22,86245.315832
0.0,0.192,22,86246.172256
0.0,0.192,22,86247.02944
0.0,0.192,22,86247.831814
1.0,0.192,22,86248.963014
0.0,0.192,22,86249.752928
0.0,0.192,22,86250.49515
0.0,0.192,22,86251.30415
0.0,0.192,22,86252.291297
0.0,0.192,22,86253.16809
1.0,0.193,22,86254.141149
0.0,0.193,22,86254.99727
0.0,0.193,12,86255.542186
1.0,0.194,22,86256.67095
0.0,0.194,22,86257.806534
0.0,0.194,22,86258.846616
0.0,0.194,10,86259.226566
0.0,0.194,22,86259.992321
0.0,0.194,19,86260.724941
0.0,0.194,22,86261.468785
0.0,0.194,22,86262.455827
1.0,0.195,22,86263.582095
0.0,0.194,22,86264.413384
0.0,0.194,22,86265.250697
0.0,0.194,22,86266.142943
0.0,0.193,22,86267.112179
1.0,0.193,22,86268.154905
0.0,0.193,22,86268.962538
0.0,0.193,22,86269.934903
1.0,0.193,22,86271.084809
0.0,0.193,20,86272.016645
0.0,0.193,22,86272.757385
0.0,0.193,22,86273.53637
0.0,0.193,22,86274.705408
0.0,0.193,17,86275.280015
1.0,0.194,22,86276.182902
0.0,0.193,22,86277.041898
0.0,0.193,22,86277.932934
1.0,0.193,22,86278.957527
0.0,0.193,22,86279.73097
0.0,0.193,22,86280.462355
1.0,0.193,22,86281.457991
0.0,0.193,22,86282.265056
1.0,0.194,22,86283.180535
0.0,0.194,22,86283.960416
1.0,0.195,22,86285.152093
1.0,0.196,22,86286.488537
0.0,0.196,22,86287.314897
0.0,0.196,16,86288.059255
0.0,0.196,22,86288.867522
1.0,0.197,22,86289.83216
1.0,0.198,22,86290.751993
0.0,0.198,22,86291.677192
0.0,0.198,22,86292.569329
0.0,0.198,1,86292.709723
0.0,0.198,16,86293.597195
0.0,0.198,22,86294.908593
0.0,0.197,22,86295.977811
0.0,0.197,22,86296.764319
0.0,0.197,22,86297.683085
0.0,0.196,22,86298.608746
0.0,0.196,8,86298.944462
0.0,0.196,22,86299.887275
0.0,0.195,22,86300.692864
0.0,0.195,22,86301.512215
0.0,0.195,22,86302.559526
0.0,0.195,22,86303.435653
0.0,0.195,22,86304.275209
1.0,0.196,22,86305.380375
0.0,0.196,22,86306.241062
0.0,0.196,16,86306.880852
0.0,0.195,22,86307.730746
0.0,0.195,22,86308.578846
1.0,0.196,22,86309.526886
0.0,0.196,22,86310.407507
1.0,0.197,22,86311.547596
0.0,0.197,19,86312.281886
1.0,0.198,22,86313.266641
0.0,0.198,22,86314.077451
0.0,0.198,22,86314.911406
0.0,0.198,22,86315.789222
0.0,0.198,22,86316.681675
0.0,0.198,22,86317.413599
0.0,0.198,22,86318.184191
0.0,0.198,22,86319.103321
0.0,0.198,22,86319.878858
0.0,0.198,22,86320.781407
0.0,0.198,22,86321.59396
0.0,0.198,11,86322.027705
0.0,0.198,22,86322.971561
0.0,0.198,22,86323.842532
0.0,0.198,22,86324.874588
1.0,0.198,22,86325.93036
1.0,0.198,22,86326.924394
0.0,0.198,22,86327.991315
0.0,0.197,22,86329.250254
0.0,0.197,22,86330.02428
0.0,0.197,20,86330.822938
0.0,0.197,22,86331.590833
0.0,0.197,22,86332.823849
0.0,0.197,22,86333.635784
0.0,0.197,22,86334.409611
0.0,0.196,22,86335.282176
0.0,0.196,22,86336.135279
0.0,0.196,2,86336.315458
0.0,0.195,18,86337.086052
0.0,0.195,22,86337.880755
0.0,0.195,22,86339.088466
0.0,0.195,16,86339.84489
0.0,0.195,10,86340.229239
0.0,0.195,22,86341.014383
1.0,0.196,22,86342.078203
0.0,0.195,22,86342.879201
0.0,0.195,17,86343.549415
0.0,0.195,22,86344.268536
0.0,0.195,22,86345.064905
0.0,0.195,22,86345.914552
0.0,0.194,22,86346.684295
1.0,0.195,22,86348.195366
1.0,0.196,22,86349.296185
0.0,0.196,22,86350.119078
1.0,0.197,22,86351.175445
0.0,0.197,23,86352.010477
0.0,0.196,22,86353.069859
0.0,0.196,19,86353.949205
0.0,0.196,22,86354.970536
0.0,0.196,22,86355.846741
0.0,0.196,22,86356.860172
1.0,0.197,22,86358.316424
0.0,0.197,22,86359.122522
0.0,0.197,22,86359.961229
0.0,0.197,22,86360.757695
0.0,0.197,22,86361.763784
0.0,0.197,22,86362.525758
0.0,0.197,22,86363.414477
1.0,0.198,22,86364.53358
0.0,0.197,22,86365.330916
0.0,0.197,22,86366.06159
0.0,0.197,22,86366.783628
0.0,0.197,22,86367.616633
0.0,0.196,22,86369.036897
0.0,0.196,13,86369.589752
1.0,0.196,22,86370.495981
0.0,0.196,22,86371.486612
0.0,0.196,15,86372.258209
0.0,0.196,22,86373.185019
0.0,0.196,22,86373.919867
0.0,0.195,22,86374.680607
0.0,0.195,22,86375.673163
0.0,0.195,22,86376.487879
0.0,0.195,22,86377.27983
1.0,0.196,23,86378.525076
1.0,0.196,22,86379.407276
0.0,0.196,22,86380.290064
0.0,0.196,22,86381.141857
0.0,0.196,22,86381.957232
0.0,0.196,22,86382.814634
0.0,0.196,22,86383.597196
0.0,0.196,22,86384.509569
0.0,0.195,22,86385.485059
1.0,0.195,22,86386.471124
0.0,0.195,22,86387.218473
1.0,0.196,22,86388.124421
0.0,0.196,22,86389.049326
0.0,0.195,22,86389.837477
0.0,0.194,22,86390.628662
0.0,0.193,22,86391.508875
0.0,0.193,2,86391.658336
0.0,0.193,22,86392.41739
0.0,0.192,22,86393.297329
0.0,0.192,22,86394.061419
0.0,0.192,17,86394.732559
0.0,0.191,22,86395.977439
0.0,0.191,22,86396.774491
0.0,0.191,22,86397.670786
0.0,0.191,11,86398.232535
0.0,0.191,22,86399.102664
0.0,0.19,22,86399.862345
1.0,0.191,22,86400.728524
0.0,0.191,22,86401.633376
0.0,0.191,22,86402.41141
0.0,0.191,22,86403.269318
0.0,0.19,22,86404.208758
0.0,0.19,22,86405.042763
0.0,0.19,22,86405.91384
0.0,0.19,22,86406.697127
0.0,0.19,22,86407.599975
0.0,0.19,22,86408.376945
0.0,0.189,23,86409.187292
0.0,0.189,17,86410.309845
1.0,0.19,22,86411.274116
0.0,0.19,22,86412.047821
0.0,0.19,3,86412.223497
0.0,0.189,22,86412.991099
0.0,0.188,22,86413.849896
1.0,0.189,22,86415.062273
1.0,0.19,22,86416.885976
0.0,0.19,22,86417.610643
0.0,0.19,22,86418.505034
1.0,0.19,22,86419.785343
0.0,0.19,22,86420.551897
0.0,0.189,22,86421.985211
0.0,0.189,22,86422.964086
1.0,0.19,22,86424.164865
0.0,0.19,22,86424.934662
0.0,0.19,10,86425.316627
0.0,0.19,22,86426.242676
0.0,0.19,16,86426.924029
0.0,0.19,22,86427.763361
0.0,0.19,17,86428.438576
0.0,0.19,22,86429.214428
0.0,0.189,22,86430.131714
0.0,0.189,22,86430.820539
0.0,0.189,22,86431.581844
1.0,0.19,22,86432.459737
0.0,0.19,22,86433.356009
1.0,0.191,22,86434.322742
0.0,0.19,22,86435.127587
0.0,0.19,22,86435.930609
0.0,0.19,18,86436.626747
0.0,0.19,22,86437.456501
0.0,0.19,22,86438.645705
0.0,0.19,22,86439.493593
0.0,0.19,22,86440.416505
0.0,0.19,22,86441.373762
0.0,0.19,22,86442.22353
0.0,0.19,22,86443.195575
0.0,0.19,22,86444.100269
1.0,0.191,22,86445.193305
0.0,0.19,13,86445.608967
0.0,0.19,22,86446.577914
0.0,0.19,22,86447.432074
0.0,0.19,5,86447.668415
0.0,0.19,22,86448.571192
0.0,0.19,22,86449.979948
0.0,0.19,22,86451.113523
0.0,0.19,22,86451.883327
1.0,0.19,22,86452.786901
0.0,0.189,22,86453.544812
0.0,0.189,22,86454.41265
0.0,0.189,22,86455.257249
0.0,0.189,22,86456.312228
0.0,0.189,22,86457.147948
0.0,0.188,22,86457.88149
0.0,0.188,22,86458.646765
0.0,0.188,22,86459.382896
0.0,0.188,22,86460.642841
0.0,0.188,22,86461.822436
1.0,0.188,22,86462.797885
0.0,0.188,16,86463.71193
0.0,0.188,23,86464.681517
0.0,0.188,22,86465.46789
0.0,0.188,22,86466.811067
0.0,0.188,22,86467.60896
0.0,0.188,4,86467.936596
0.0,0.188,22,86468.705414
1.0,0.188,22,86469.807566
1.0,0.189,22,86471.888466
0.0,0.189,22,86472.686172
0.0,0.189,16,86473.274649
0.0,0.189,22,86474.052127
0.0,0.189,8,86474.402314
1.0,0.19,22,86475.767535
0.0,0.19,22,86476.515029
1.0,0.191,22,86477.875152
0.0,0.191,22,86478.733062
0.0,0.191,22,86479.935531
0.0,0.191,11,86480.408075
0.0,0.19,22,86482.144075
0.0,0.19,22,86482.944556
0.0,0.19,22,86483.813289
0.0,0.19,3,86483.981079
0.0,0.19,22,86484.907463
0.0,0.19,2,86485.191884
0.0,0.19,16,86485.853447
0.0,0.19,22,86486.656646
0.0,0.19,7,86486.935884
1.0,0.19,22,86488.590834
0.0,0.19,22,86489.511983
0.0,0.19,22,86490.308783
0.0,0.19,22,86491.249013
0.0,0.19,22,86492.035425
0.0,0.19,22,86493.15635
0.0,0.19,22,86494.152208
1.0,0.191,22,86495.52339
1.0,0.192,23,86496.905004
1.0,0.193,22,86497.920969
1.0,0.194,22,86499.05572
0.0,0.194,22,86499.998853
1.0,0.195,22,86500.97687
0.0,0.194,22,86502.149791
0.0,0.194,22,86503.135926
0.0,0.194,22,86504.05139
0.0,0.194,22,86504.926866
0.0,0.194,22,86505.852804
0.0,0.194,22,86506.690481
0.0,0.194,22,86507.506811
1.0,0.195,22,86508.769424
0.0,0.195,22,86509.568578
0.0,0.195,6,86509.807366
0.0,0.195,22,86510.64323
1.0,0.196,22,86511.752254
0.0,0.196,22,86512.550431
0.0,0.196,18,86513.406732
0.0,0.196,22,86514.160076
0.0,0.196,22,86514.936387
0.0,0.196,22,86515.812907
0.0,0.196,17,86516.863826
0.0,0.195,22,86517.763074
1.0,0.196,22,86518.879165
0.0,0.196,22,86519.932671
1.0,0.197,22,86521.180841
0.0,0.197,22,86521.988621
0.0,0.196,22,86522.779946
0.0,0.195,4,86523.070274
0.0,0.195,22,86523.937599
0.0,0.195,22,86524.714973
0.0,0.195,22,86525.533491
0.0,0.195,22,86526.335018
0.0,0.195,16,86526.94088
1.0,0.196,22,86528.267628
1.0,0.196,22,86529.493592
1.0,0.197,22,86530.75809
1.0,0.197,22,86531.98586
0.0,0.197,22,86532.75348
0.0,0.196,22,86533.530784
0.0,0.195,22,86534.543959
1.0,0.196,22,86535.550303
0.0,0.195,11,86536.012007
0.0,0.195,11,86536.496724
0.0,0.195,22,86537.45529
0.0,0.194,22,86538.306947
0.0,0.194,22,86539.316736
0.0,0.194,22,86540.226113
0.0,0.193,22,86541.058649
0.0,0.192,22,86541.870072
0.0,0.192,18,86542.492283
0.0,0.192,22,86543.65043
0.0,0.192,22,86544.396579
0.0,0.192,22,86545.154553
0.0,0.192,22,86545.945851
0.0,0.192,22,86546.793735
0.0,0.192,22,86547.626167
0.0,0.191,17,86548.329232
0.0,0.191,22,86549.143799
0.0,0.191,22,86549.996795
0.0,0.191,22,86550.839227
0.0,0.191,22,86551.613006
0.0,0.191,16,86552.248363
0.0,0.19,22,86553.073885
0.0,0.189,11,86553.497264
0.0,0.189,22,86554.530847
0.0,0.189,17,86555.235746
0.0,0.189,22,86556.062758
0.0,0.189,22,86556.959505
0.0,0.189,22,86557.785684
0.0,0.189,22,86558.851363
0.0,0.189,22,86559.604779
0.0,0.189,22,86560.352586
0.0,0.189,22,86561.610009
0.0,0.189,22,86562.471238
0.0,0.189,22,86563.32417
0.0,0.188,22,86564.170443
1.0,0.189,22,86565.13377
0.0,0.189,22,86565.906922
0.0,0.188,22,86566.673546
0.0,0.188,18,86567.310606
0.0,0.188,22,86568.140395
0.0,0.188,22,86569.136226
0.0,0.188,22,86570.14731
0.0,0.188,19,86571.044518
1.0,0.188,22,86572.4161
0.0,0.188,22,86573.271321
0.0,0.188,22,86574.134343
0.0,0.188,22,86574.911595
0.0,0.188,18,86575.490114
0.0,0.188,22,86576.459965
0.0,0.188,22,86577.204675
0.0,0.187,22,86578.02653
0.0,0.187,22,86578.883081
0.0,0.186,22,86579.672174
0.0,0.186,3,86579.872093
0.0,0.186,22,86580.73649
1.0,0.187,22,86581.72857
0.0,0.187,17,86582.323233
0.0,0.187,22,86583.265205
1.0,0.188,22,86584.347841
0.0,0.188,21,86585.485618
0.0,0.188,22,86586.350038
0.0,0.188,22,86587.135009
0.0,0.188,16,86587.729841
0.0,0.188,22,86588.505233
1.0,0.189,22,86589.429828
0.0,0.189,22,86590.206948
0.0,0.189,22,86591.651708
0.0,0.188,22,86592.466956
1.0,0.189,22,86594.190694
0.0,0.189,17,86594.768463
0.0,0.189,22,86595.540838
1.0,0.19,22,86596.360039
1.0,0.191,22,86597.467177
0.0,0.19,22,86598.206962
0.0,0.189,22,86598.957915
0.0,0.189,22,86599.960997
0.0,0.189,22,86600.809494
0.0,0.189,22,86601.57512
1.0,0.189,22,86602.677243
1.0,0.19,22,86603.661765
1.0,0.191,22,86604.733877
1.0,0.192,22,86605.758983
0.0,0.192,22,86606.621071
0.0,0.192,16,86607.184848
0.0,0.191,22,86607.92016
0.0,0.191,22,86608.754063
0.0,0.191,22,86609.571856
0.0,0.19,22,86610.377384
1.0,0.191,22,86611.868649
1.0,0.192,22,86612.883302
0.0,0.192,22,86613.873263
0.0,0.192,22,86614.876952
1.0,0.193,22,86615.950902
0.0,0.193,22,86616.785136
0.0,0.193,22,86617.612256
0.0,0.193,22,86618.428952
0.0,0.193,22,86619.310245
0.0,0.192,22,86620.064774
0.0,0.191,22,86621.276368
0.0,0.191,22,86622.111294
1.0,0.192,22,86623.207044
0.0,0.192,22,86624.099729
0.0,0.192,22,86625.025553
0.0,0.192,22,86625.904042
0.0,0.191,22,86626.65928
0.0,0.191,22,86627.59056
0.0,0.191,22,86628.423126
0.0,0.19,22,86629.250246
0.0,0.189,10,86629.66443
0.0,0.189,22,86630.512645
0.0,0.189,17,86631.239287
0.0,0.189,22,86632.070308
1.0,0.19,22,86633.002562
0.0,0.19,18,86633.727178
0.0,0.19,22,86634.478451
0.0,0.19,22,86635.385368
1.0,0.191,22,86636.532911
0.0,0.191,16,86637.185646
0.0,0.191,22,86638.102268
0.0,0.191,22,86638.96014
0.0,0.191,13,86639.494387
0.0,0.191,22,86640.588504
0.0,0.191,22,86641.507177
0.0,0.191,22,86642.516837
0.0,0.191,22,86643.383623
0.0,0.19,22,86644.152234
0.0,0.19,22,86644.979418
0.0,0.189,22,86646.027242
0.0,0.189,22,86646.979991
0.0,0.189,22,86647.824648
1.0,0.19,22,86648.764029
0.0,0.19,22,86649.889181
0.0,0.19,20,86650.695155
0.0,0.19,22,86651.620799
0.0,0.19,16,86652.263918
1.0,0.191,22,86653.437913
0.0,0.19,22,86654.479805
0.0,0.19,22,86655.348748
0.0,0.19,22,86656.099096
0.0,0.19,22,86656.998624
0.0,0.19,22,86657.961535
0.0,0.189,22,86658.997837
1.0,0.19,22,86659.926902
0.0,0.19,22,86660.847757
0.0,0.19,22,86661.616229
0.0,0.19,22,86662.507202
1.0,0.19,22,86663.870542
0.0,0.19,22,86664.942008
0.0,0.19,22,86665.703052
0.0,0.19,21,86666.487908
0.0,0.19,22,86667.391474
0.0,0.189,22,86668.193202
0.0,0.188,22,86669.045254
0.0,0.188,22,86669.837065
0.0,0.188,14,86670.414169
0.0,0.188,22,86671.218138
0.0,0.188,22,86672.05856
0.0,0.188,19,86672.826854
0.0,0.187,9,86673.236731
0.0,0.186,4,86673.428275
0.0,0.186,22,86674.38577
0.0,0.186,22,86675.304474
1.0,0.187,22,86676.221237
0.0,0.187,22,86677.128086
0.0,0.187,9,86677.543539
0.0,0.187,5,86677.821529
0.0,0.186,22,86678.848851
0.0,0.186,16,86679.537057
1.0,0.186,22,86680.628982
1.0,0.186,22,86681.680685
0.0,0.186,22,86682.476609
0.0,0.186,22,86683.251122
0.0,0.186,22,86684.191786
0.0,0.186,22,86685.112685
0.0,0.185,22,86685.920201
0.0,0.184,22,86686.885221
0.0,0.183,22,86687.798264
0.0,0.183,22,86688.756037
0.0,0.183,22,86689.590581
0.0,0.183,22,86690.401673
1.0,0.183,22,86691.354473
0.0,0.183,21,86692.159498
0.0,0.183,22,86693.005971
0.0,0.183,13,86693.586755
0.0,0.183,22,86694.343018
0.0,0.183,22,86695.263575
0.0,0.183,22,86696.142365
0.0,0.182,8,86696.796049
1.0,0.182,22,86697.907564
0.0,0.182,16,86698.593647
1.0,0.183,22,86699.831571
1.0,0.183,22,86700.804414
0.0,0.183,12,86701.322597
1.0,0.184,22,86702.430782
0.0,0.184,22,86703.247528
0.0,0.184,16,86704.292708
1.0,0.185,22,86705.493682
0.0,0.185,22,86706.279959
0.0,0.184,22,86707.158639
0.0,0.184,16,86707.794544
0.0,0.184,22,86708.775508
0.0,0.184,22,86709.602682
1.0,0.185,22,86710.563865
0.0,0.185,9,86711.052872
0.0,0.185,22,86712.599013
0.0,0.185,22,86713.468133
0.0,0.185,22,86714.64953
1.0,0.185,22,86715.555386
1.0,0.186,22,86716.823077
0.0,0.186,22,86717.649922
1.0,0.187,22,86719.298177
0.0,0.187,22,86720.157787
1.0,0.188,22,86721.227051
0.0,0.188,22,86722.080096
1.0,0.189,22,86723.084863
1.0,0.19,22,86724.066321
0.0,0.19,22,86724.985936
0.0,0.189,22,86725.784283
0.0,0.189,22,86726.746808
0.0,0.188,22,86727.560627
0.0,0.188,22,86728.461479
0.0,0.188,22,86729.21832
0.0,0.188,18,86729.920774
0.0,0.188,22,86730.885265
0.0,0.187,22,86731.727422
1.0,0.188,22,86732.567221
0.0,0.187,22,86733.431659
0.0,0.187,22,86734.30819
0.0,0.187,14,86734.924652
0.0,0.187,22,86735.761749
0.0,0.187,22,86736.586165
0.0,0.187,22,86737.371104
0.0,0.187,22,86738.222
0.0,0.187,22,86739.209515
1.0,0.188,22,86740.151284
1.0,0.189,22,86741.052121
1.0,0.19,23,86742.724869
1.0,0.191,22,86743.649005
0.0,0.191,18,86744.387732
0.0,0.191,22,86745.26868
0.0,0.19,22,86746.186458
1.0,0.19,22,86747.708675
0.0,0.189,22,86748.578759
0.0,0.189,22,86749.535301
1.0,0.189,22,86750.66989
1.0,0.189,22,86752.240299
1.0,0.19,22,86753.112582
1.0,0.191,22,86754.207439
0.0,0.191,22,86754.968547
0.0,0.19,22,86755.779027
0.0,0.19,17,86756.630191
0.0,0.189,22,86757.684914
1.0,0.19,22,86758.674451
1.0,0.191,22,86759.982071
0.0,0.19,22,86760.75809
0.0,0.189,22,86761.812535
0.0,0.188,22,86762.785602
0.0,0.188,18,86763.473521
1.0,0.188,22,86764.435861
1.0,0.189,22,86765.437066
0.0,0.189,22,86766.278017
1.0,0.19,22,86767.332908
0.0,0.19,22,86768.39179
1.0,0.191,22,86769.500868
0.0,0.191,22,86770.590331
0.0,0.19,22,86771.573679
0.0,0.19,22,86772.445472
0.0,0.19,9,86772.82042
1.0,0.191,22,86773.760295
0.0,0.191,22,86774.746262
1.0,0.191,23,86775.777095
0.0,0.191,22,86776.875757
1.0,0.192,22,86777.973774
0.0,0.192,22,86778.922843
0.0,0.192,22,86779.711574
0.0,0.192,22,86780.51138
0.0,0.192,10,86780.904608
0.0,0.192,3,86781.164618
0.0,0.192,11,86781.654051
0.0,0.192,11,86782.276345
0.0,0.192,22,86783.126266
0.0,0.192,22,86783.938806
0.0,0.191,22,86784.704869
1.0,0.191,22,86785.743533
0.0,0.191,22,86786.528417
0.0,0.191,22,86787.445797
0.0,0.191,22,86788.190568
0.0,0.191,22,86789.035086
0.0,0.191,22,86790.207943
0.0,0.191,22,86791.010486
0.0,0.191,24,86791.918371
0.0,0.19,22,86792.764613
1.0,0.191,22,86793.768001
0.0,0.191,16,86794.509654
0.0,0.191,22,86795.363327
0.0,0.19,18,86796.12826
0.0,0.19,22,86796.944592
1.0,0.19,22,86798.04846
0.0,0.19,17,86798.839224
0.0,0.19,22,86799.636747
0.0,0.19,17,86800.389208
0.0,0.189,23,86801.802551
0.0,0.189,22,86802.700428
0.0,0.189,22,86803.494684
0.0,0.189,22,86804.296911
1.0,0.189,22,86805.253986
1.0,0.19,22,86806.212763
0.0,0.19,22,86807.378931
1.0,0.191,22,86808.282423
0.0,0.19,22,86809.195565
1.0,0.19,22,86810.177151
0.0,0.19,22,86811.054472
0.0,0.189,22,86811.878476
1.0,0.19,22,86812.713665
0.0,0.189,22,86813.471664
0.0,0.188,22,86814.263745
0.0,0.188,22,86815.044913
1.0,0.189,22,86816.012941
0.0,0.189,22,86816.771072
0.0,0.189,22,86817.74718
0.0,0.188,11,86818.177428
1.0,0.189,22,86819.213306
0.0,0.189,22,86820.037886
1.0,0.19,23,86821.0141
0.0,0.19,17,86821.689416
0.0,0.19,22,86822.498199
0.0,0.19,22,86823.325186
0.0,0.19,10,86823.680906
0.0,0.19,22,86824.802394
1.0,0.19,22,86825.831987
0.0,0.19,22,86826.633429
0.0,0.19,2,86826.759124
0.0,0.19,16,86827.43749
0.0,0.19,22,86828.167811
0.0,0.19,22,86829.005744
0.0,0.19,22,86829.910521
0.0,0.189,22,86830.655704
0.0,0.189,16,86831.303815
0.0,0.189,22,86832.180076
1.0,0.19,22,86833.62348
0.0,0.19,17,86834.218613
1.0,0.191,22,86836.135055
0.0,0.19,22,86837.029746
0.0,0.19,22,86837.81984
1.0,0.191,22,86838.758808
0.0,0.191,22,86839.581853
0.0,0.191,22,86840.428838
1.0,0.192,22,86841.361255
0.0,0.192,22,86842.151588
0.0,0.192,22,86843.047814
0.0,0.192,22,86843.893168
0.0,0.192,22,86844.783062
1.0,0.193,22,86845.784009
1.0,0.194,22,86846.792771
0.0,0.194,22,86847.608248
0.0,0.193,22,86848.503085
0.0,0.193,22,86849.36545
0.0,0.193,22,86850.343429
0.0,0.193,22,86851.297702
0.0,0.192,22,86852.093517
0.0,0.192,2,86852.219383
0.0,0.192,22,86853.192271
1.0,0.193,22,86854.514
1.0,0.194,22,86856.03425
0.0,0.194,22,86856.807925
0.0,0.194,22,86857.706131
0.0,0.194,22,86858.573288
0.0,0.194,22,86859.603342
0.0,0.194,22,86860.467125
0.0,0.194,22,86861.273191
0.0,0.194,22,86862.202562
0.0,0.194,22,86863.224795
0.0,0.193,22,86864.084444
0.0,0.192,22,86864.938415
0.0,0.192,22,86865.871587
0.0,0.192,22,86866.767246
0.0,0.192,22,86867.515585
0.0,0.192,22,86868.365879
0.0,0.192,22,86869.172071
0.0,0.192,22,86870.188268
1.0,0.193,22,86871.570315
0.0,0.192,11,86871.998527
0.0,0.192,22,86873.048611
0.0,0.192,22,86874.000561
0.0,0.191,22,86875.647942
1.0,0.192,22,86876.671115
0.0,0.191,22,86877.508206
0.0,0.19,22,86878.727564
1.0,0.191,22,86880.034044
1.0,0.192,22,86881.005923
0.0,0.192,22,86882.096663
0.0,0.191,22,86882.913868
0.0,0.19,22,86883.765828
0.0,0.19,22,86884.851519
0.0,0.19,22,86885.638577
0.0,0.19,22,86886.645785
0.0,0.19,12,86887.076914
1.0,0.191,22,86887.971308
1.0,0.192,22,86889.069376
0.0,0.191,22,86890.028229
0.0,0.191,8,86890.577587
1.0,0.192,22,86891.592303
0.0,0.192,19,86892.493104
0.0,0.191,22,86893.356152
0.0,0.191,22,86894.489569
0.0,0.191,22,86895.347923
