#{"t_start": 1595862463.168139, "env_id": "gripper-env-v0"}
r,s,l,t
0.0,0.128,22,29509.660892
0.0,0.127,22,29510.611468
0.0,0.127,23,29511.619755
1.0,0.128,22,29512.633181
0.0,0.128,17,29513.381992
0.0,0.128,22,29514.185502
0.0,0.128,22,29515.311334
0.0,0.127,22,29516.133877
0.0,0.127,4,29516.33376
0.0,0.127,22,29517.395999
0.0,0.127,22,29518.257385
0.0,0.127,22,29519.137822
1.0,0.128,22,29520.247488
0.0,0.128,18,29520.973665
0.0,0.128,9,29521.345419
0.0,0.128,22,29522.254415
0.0,0.127,13,29522.803026
0.0,0.126,17,29524.009804
0.0,0.126,22,29524.851653
0.0,0.126,22,29525.971422
0.0,0.126,11,29526.500103
0.0,0.126,17,29527.28394
0.0,0.126,16,29527.942627
0.0,0.126,23,29528.851526
1.0,0.127,22,29529.993122
0.0,0.127,16,29530.801893
0.0,0.127,9,29531.264312
0.0,0.127,13,29531.812413
0.0,0.127,16,29532.441558
0.0,0.127,1,29533.028252
0.0,0.127,12,29533.722454
1.0,0.127,22,29534.959684
1.0,0.128,22,29536.186378
0.0,0.128,22,29537.160368
1.0,0.129,22,29538.348286
0.0,0.129,3,29538.664216
0.0,0.129,14,29539.406039
0.0,0.129,22,29540.23035
0.0,0.129,5,29540.485623
0.0,0.129,22,29541.564755
0.0,0.128,13,29542.37632
0.0,0.128,22,29543.271316
0.0,0.128,5,29543.494351
0.0,0.128,22,29544.455729
0.0,0.128,22,29545.360708
0.0,0.128,17,29546.007465
0.0,0.128,22,29547.089874
1.0,0.129,22,29548.108996
0.0,0.129,5,29548.366632
0.0,0.129,22,29549.342148
0.0,0.129,6,29549.941329
0.0,0.129,17,29550.599758
0.0,0.128,18,29551.640213
0.0,0.128,10,29552.218332
1.0,0.129,22,29553.203945
0.0,0.129,10,29553.750443
0.0,0.129,22,29554.498059
0.0,0.129,16,29555.326555
0.0,0.129,16,29556.013053
0.0,0.129,18,29556.830117
0.0,0.129,18,29557.537527
0.0,0.129,23,29558.506301
0.0,0.129,22,29559.376909
0.0,0.129,22,29560.396169
0.0,0.129,22,29561.286691
0.0,0.129,22,29562.175427
0.0,0.129,15,29562.897421
0.0,0.129,22,29563.894073
0.0,0.128,17,29564.551333
0.0,0.128,14,29565.068702
0.0,0.128,22,29565.894009
0.0,0.127,16,29566.570279
0.0,0.127,17,29567.305228
0.0,0.127,3,29567.46711
0.0,0.127,22,29568.608188
0.0,0.127,17,29569.382092
0.0,0.127,9,29569.791895
0.0,0.127,9,29570.191918
0.0,0.127,7,29570.562584
0.0,0.127,17,29571.443113
1.0,0.128,22,29572.578981
0.0,0.128,17,29573.370645
0.0,0.128,9,29573.806185
0.0,0.128,16,29574.548404
0.0,0.128,8,29575.122686
1.0,0.129,22,29576.255063
0.0,0.129,18,29577.056893
0.0,0.129,22,29578.055592
0.0,0.129,6,29578.397145
0.0,0.129,9,29578.945777
0.0,0.129,22,29579.853666
1.0,0.13,22,29580.912208
0.0,0.13,13,29581.462508
0.0,0.13,22,29582.512724
0.0,0.13,15,29583.100807
0.0,0.13,11,29583.547759
0.0,0.13,16,29584.281582
0.0,0.13,14,29585.466193
0.0,0.13,16,29586.107548
1.0,0.131,22,29587.137283
0.0,0.13,4,29587.399576
0.0,0.13,17,29588.082325
1.0,0.131,22,29589.224031
0.0,0.131,17,29589.961195
1.0,0.132,22,29591.140542
0.0,0.132,11,29591.773153
0.0,0.132,11,29592.429194
0.0,0.132,17,29593.225372
0.0,0.132,18,29593.953564
0.0,0.132,22,29594.87735
0.0,0.132,17,29595.674027
0.0,0.132,4,29595.949358
0.0,0.132,18,29596.759229
0.0,0.131,22,29597.733226
0.0,0.131,22,29598.620982
0.0,0.131,22,29599.512136
0.0,0.131,22,29600.434816
0.0,0.131,22,29601.402856
0.0,0.131,22,29602.792256
0.0,0.131,23,29604.119528
0.0,0.131,9,29604.672334
1.0,0.132,22,29605.888274
0.0,0.132,13,29606.412151
0.0,0.132,6,29606.663331
0.0,0.131,22,29607.586744
0.0,0.131,16,29608.210877
0.0,0.131,22,29609.08211
0.0,0.131,12,29609.507653
1.0,0.131,22,29610.754467
0.0,0.131,17,29611.426908
0.0,0.13,22,29612.462387
0.0,0.129,17,29613.481614
1.0,0.13,22,29614.544355
1.0,0.131,22,29615.486023
0.0,0.131,15,29616.147813
0.0,0.131,22,29617.280887
0.0,0.13,16,29617.935809
0.0,0.13,15,29618.616869
0.0,0.129,22,29619.493919
0.0,0.129,22,29620.417822
0.0,0.129,22,29621.27376
1.0,0.13,22,29622.202853
0.0,0.13,17,29623.04095
0.0,0.13,16,29623.879455
0.0,0.13,3,29624.061785
0.0,0.13,16,29625.56214
0.0,0.13,16,29626.27301
1.0,0.131,22,29628.268581
0.0,0.131,16,29628.894627
0.0,0.13,13,29629.461684
0.0,0.13,23,29630.345133
0.0,0.13,22,29631.145269
1.0,0.131,22,29632.574492
0.0,0.131,23,29633.531929
0.0,0.131,17,29634.198112
0.0,0.131,11,29634.692091
1.0,0.132,22,29636.274093
0.0,0.132,22,29637.192162
0.0,0.132,11,29637.843732
0.0,0.132,22,29638.663157
0.0,0.132,22,29639.540121
0.0,0.132,22,29640.433738
1.0,0.133,22,29642.267878
0.0,0.133,6,29642.59647
0.0,0.132,16,29643.404111
1.0,0.133,22,29644.51666
0.0,0.133,22,29645.48622
0.0,0.133,18,29646.264984
0.0,0.132,22,29647.173391
0.0,0.132,22,29648.069273
0.0,0.132,22,29649.033951
0.0,0.132,22,29649.957173
0.0,0.132,6,29650.217319
0.0,0.132,22,29651.138882
0.0,0.132,15,29651.789527
0.0,0.132,19,29652.638303
0.0,0.132,11,29653.132604
0.0,0.132,11,29653.69965
0.0,0.132,17,29654.742857
0.0,0.131,15,29655.327325
0.0,0.131,16,29656.282649
0.0,0.131,9,29656.760064
0.0,0.131,6,29657.096928
0.0,0.131,17,29657.771259
0.0,0.131,17,29658.59947
0.0,0.131,6,29658.91337
1.0,0.132,22,29660.5702
0.0,0.132,17,29661.466038
0.0,0.132,16,29662.135913
0.0,0.132,17,29662.759523
0.0,0.131,11,29663.206144
0.0,0.131,13,29663.772421
1.0,0.132,23,29664.819488
0.0,0.132,8,29665.262007
0.0,0.132,16,29665.898116
1.0,0.133,22,29667.018076
0.0,0.133,10,29667.502537
0.0,0.133,11,29668.011905
0.0,0.133,11,29668.466771
0.0,0.133,9,29668.966822
0.0,0.133,16,29669.748362
0.0,0.133,5,29670.000982
0.0,0.133,22,29670.740075
1.0,0.134,23,29671.998798
0.0,0.134,7,29672.548418
0.0,0.134,22,29673.635834
0.0,0.134,22,29674.598512
0.0,0.134,9,29675.064887
0.0,0.133,2,29675.269081
0.0,0.133,12,29675.874122
0.0,0.133,17,29676.712973
0.0,0.133,16,29677.734123
0.0,0.133,15,29678.363971
0.0,0.133,22,29679.231117
1.0,0.133,22,29680.216336
0.0,0.133,22,29681.060866
0.0,0.133,22,29682.092669
0.0,0.133,22,29683.053574
0.0,0.133,22,29684.098494
0.0,0.132,22,29685.096185
0.0,0.131,22,29686.110943
0.0,0.131,22,29687.219564
0.0,0.131,22,29688.240079
0.0,0.13,22,29689.144392
0.0,0.13,16,29689.830141
0.0,0.13,22,29690.614789
0.0,0.129,11,29691.250589
0.0,0.129,17,29692.068889
0.0,0.128,16,29693.076933
0.0,0.127,22,29693.904275
0.0,0.127,22,29695.033053
0.0,0.127,22,29695.933707
0.0,0.127,9,29696.421115
0.0,0.127,22,29697.383089
0.0,0.127,7,29697.74475
0.0,0.127,11,29698.24581
0.0,0.127,15,29698.949666
1.0,0.128,22,29700.055431
0.0,0.128,14,29700.842716
0.0,0.127,22,29701.752458
0.0,0.126,16,29702.493342
0.0,0.126,16,29703.269796
0.0,0.126,12,29703.904025
0.0,0.126,9,29704.38588
0.0,0.126,17,29705.036962
0.0,0.125,22,29705.82861
0.0,0.124,22,29706.716482
0.0,0.123,22,29707.622624
0.0,0.123,10,29708.063556
0.0,0.123,12,29708.62088
0.0,0.122,14,29709.280409
0.0,0.122,20,29710.712798
0.0,0.122,18,29711.412743
0.0,0.122,22,29712.280721
0.0,0.122,10,29712.731911
0.0,0.122,10,29713.156436
0.0,0.122,22,29714.153679
0.0,0.122,4,29714.548536
0.0,0.122,22,29715.49911
0.0,0.122,17,29716.360184
1.0,0.123,22,29717.537707
0.0,0.123,22,29718.7606
0.0,0.123,22,29721.457805
0.0,0.123,22,29722.761557
0.0,0.123,6,29723.048778
0.0,0.123,22,29724.566367
0.0,0.123,17,29725.333884
0.0,0.123,22,29726.1979
0.0,0.123,3,29726.493082
0.0,0.123,22,29727.412207
0.0,0.123,17,29728.403897
0.0,0.122,3,29728.725735
0.0,0.122,15,29729.280489
0.0,0.122,15,29729.93725
0.0,0.122,15,29730.586029
1.0,0.123,22,29731.57026
0.0,0.123,18,29732.332873
0.0,0.122,16,29733.002652
0.0,0.122,11,29733.679193
0.0,0.122,22,29734.545898
0.0,0.122,22,29735.586921
0.0,0.122,18,29736.419399
0.0,0.122,10,29736.879487
0.0,0.122,17,29737.602274
0.0,0.122,15,29738.414126
0.0,0.122,17,29739.191332
0.0,0.122,22,29740.175967
0.0,0.121,10,29740.59462
0.0,0.121,22,29741.450733
0.0,0.12,10,29741.860498
0.0,0.12,13,29742.45581
0.0,0.12,17,29744.12941
0.0,0.12,12,29744.613117
0.0,0.12,9,29745.184619
0.0,0.12,22,29746.04693
0.0,0.12,12,29746.869465
0.0,0.12,9,29747.332361
0.0,0.12,22,29748.137217
0.0,0.12,22,29749.014051
0.0,0.12,15,29749.580574
0.0,0.12,17,29750.600912
0.0,0.12,22,29751.389574
0.0,0.119,8,29751.807223
0.0,0.119,15,29752.58036
0.0,0.119,4,29752.892864
1.0,0.12,22,29753.931704
0.0,0.12,9,29754.42901
0.0,0.12,4,29754.703923
0.0,0.119,8,29755.139473
0.0,0.118,18,29755.856545
1.0,0.119,22,29756.960085
0.0,0.118,4,29757.211789
1.0,0.119,22,29758.402537
0.0,0.119,13,29759.359238
0.0,0.119,8,29759.775251
0.0,0.119,4,29760.330115
0.0,0.119,22,29761.198529
0.0,0.119,13,29761.791205
0.0,0.119,16,29762.548523
0.0,0.119,19,29763.264677
0.0,0.119,16,29764.003252
0.0,0.119,18,29765.15273
0.0,0.119,3,29765.341803
0.0,0.119,22,29766.298791
0.0,0.119,11,29766.808451
1.0,0.12,23,29768.190467
0.0,0.12,10,29768.665594
0.0,0.12,15,29769.303582
1.0,0.121,22,29770.310832
0.0,0.12,13,29770.8905
0.0,0.119,12,29771.541758
0.0,0.119,22,29772.455953
0.0,0.119,22,29773.35837
0.0,0.119,3,29773.534671
0.0,0.118,17,29774.319763
0.0,0.118,16,29775.277141
0.0,0.118,11,29775.770988
0.0,0.118,22,29776.600421
0.0,0.118,22,29777.457966
0.0,0.117,22,29778.32102
0.0,0.116,22,29779.259557
0.0,0.116,8,29779.692368
0.0,0.116,22,29780.642686
0.0,0.116,10,29781.392843
0.0,0.116,22,29782.289802
0.0,0.116,22,29783.340046
0.0,0.116,22,29784.291528
0.0,0.116,22,29785.46031
0.0,0.116,22,29786.971545
0.0,0.116,22,29787.778871
0.0,0.116,22,29788.702437
0.0,0.116,22,29789.628912
0.0,0.116,22,29790.497057
0.0,0.116,16,29791.252539
0.0,0.116,17,29792.114663
0.0,0.116,16,29792.831434
0.0,0.116,16,29793.56408
1.0,0.117,22,29794.495589
0.0,0.117,3,29794.785944
0.0,0.117,17,29795.419488
0.0,0.117,22,29796.251747
0.0,0.117,12,29796.82065
0.0,0.116,22,29797.691797
0.0,0.116,22,29798.572718
0.0,0.116,16,29799.37517
0.0,0.116,14,29800.001477
0.0,0.116,16,29801.729173
0.0,0.116,17,29802.468003
0.0,0.116,16,29803.144648
0.0,0.116,16,29803.959442
0.0,0.116,11,29804.439534
0.0,0.116,22,29805.260063
0.0,0.116,17,29806.107981
0.0,0.116,15,29806.708375
1.0,0.117,22,29807.699904
0.0,0.117,22,29808.508502
1.0,0.118,22,29809.622047
0.0,0.118,22,29810.489851
0.0,0.118,22,29811.369416
0.0,0.118,22,29812.329533
0.0,0.118,22,29813.116027
0.0,0.118,22,29814.097972
0.0,0.118,22,29815.134152
1.0,0.119,22,29816.161781
0.0,0.119,16,29816.945173
0.0,0.119,22,29817.874061
0.0,0.118,22,29818.744272
0.0,0.118,22,29819.566089
0.0,0.118,22,29820.433099
0.0,0.118,22,29821.24122
0.0,0.117,22,29822.097854
0.0,0.117,22,29823.263499
0.0,0.117,12,29823.80815
0.0,0.117,22,29824.763642
0.0,0.117,17,29825.426621
1.0,0.118,22,29826.415709
0.0,0.118,13,29826.93875
0.0,0.118,22,29828.629397
0.0,0.118,16,29829.474928
0.0,0.118,18,29830.367592
0.0,0.118,17,29831.442485
0.0,0.118,16,29832.068353
0.0,0.118,14,29832.739784
0.0,0.118,18,29833.961374
0.0,0.118,16,29834.658523
0.0,0.118,11,29835.097432
0.0,0.118,11,29835.640696
0.0,0.118,15,29836.354008
0.0,0.118,16,29837.018376
0.0,0.118,10,29837.442355
0.0,0.118,11,29838.016943
1.0,0.119,23,29839.14156
0.0,0.119,13,29839.676339
0.0,0.119,15,29840.432194
0.0,0.119,7,29840.754666
0.0,0.118,22,29841.632071
0.0,0.117,8,29842.043666
0.0,0.116,22,29842.978686
1.0,0.117,22,29844.042448
0.0,0.117,22,29844.877735
0.0,0.116,22,29845.683765
0.0,0.116,16,29846.570174
0.0,0.116,8,29846.989626
0.0,0.116,22,29847.848794
0.0,0.116,18,29848.657668
0.0,0.116,13,29849.229562
0.0,0.115,6,29849.499603
1.0,0.116,22,29850.626445
1.0,0.117,22,29851.743801
0.0,0.117,22,29854.371541
0.0,0.117,17,29855.153367
0.0,0.117,13,29855.717578
0.0,0.117,15,29856.523085
0.0,0.117,22,29857.434139
0.0,0.117,14,29858.075227
0.0,0.117,9,29858.567967
0.0,0.117,12,29859.32181
0.0,0.117,22,29860.755502
0.0,0.116,15,29861.413303
1.0,0.117,22,29862.523667
0.0,0.117,15,29863.169093
0.0,0.117,22,29864.110013
0.0,0.117,22,29864.995629
1.0,0.118,22,29866.035044
0.0,0.118,4,29866.72323
0.0,0.118,16,29867.467541
0.0,0.118,16,29868.18596
0.0,0.118,22,29869.058596
0.0,0.118,17,29869.833419
0.0,0.117,13,29870.824039
0.0,0.117,16,29871.612365
0.0,0.116,10,29872.095066
0.0,0.116,16,29872.705941
1.0,0.117,22,29873.785843
0.0,0.116,16,29874.726763
0.0,0.116,22,29875.642991
0.0,0.115,18,29877.089467
0.0,0.115,22,29877.94398
0.0,0.115,13,29878.530296
1.0,0.116,22,29879.780035
0.0,0.116,22,29880.646261
0.0,0.116,22,29882.193404
0.0,0.116,12,29882.81763
0.0,0.116,22,29883.680458
0.0,0.116,17,29884.423986
1.0,0.117,22,29885.500116
0.0,0.116,10,29885.97725
0.0,0.115,16,29886.709293
0.0,0.115,15,29887.275295
0.0,0.115,6,29887.610358
0.0,0.115,16,29888.243426
0.0,0.115,22,29889.574832
0.0,0.115,22,29890.445211
0.0,0.115,22,29891.353636
0.0,0.115,22,29892.173699
0.0,0.115,22,29893.247387
0.0,0.115,14,29893.852548
0.0,0.115,22,29894.786819
0.0,0.115,16,29895.441886
0.0,0.115,17,29896.463045
0.0,0.115,16,29897.111102
0.0,0.115,15,29898.118454
1.0,0.116,22,29899.553945
1.0,0.117,22,29900.45429
1.0,0.118,22,29901.56382
1.0,0.119,22,29902.713596
0.0,0.119,16,29903.387425
0.0,0.119,19,29904.116357
0.0,0.119,19,29904.971684
0.0,0.119,15,29905.755171
0.0,0.119,22,29906.66259
0.0,0.119,16,29907.386079
0.0,0.119,23,29908.488638
0.0,0.119,17,29909.314319
0.0,0.119,4,29909.553567
0.0,0.119,10,29910.137196
0.0,0.119,6,29910.468939
0.0,0.118,15,29911.149444
0.0,0.117,16,29911.743922
0.0,0.116,20,29912.801307
0.0,0.116,16,29913.54038
0.0,0.116,17,29914.248872
1.0,0.117,22,29915.383564
1.0,0.118,22,29916.35922
1.0,0.119,22,29917.612234
0.0,0.119,7,29918.008305
0.0,0.119,15,29918.610436
0.0,0.119,9,29919.023567
0.0,0.119,17,29919.720063
0.0,0.119,17,29920.373843
0.0,0.119,9,29920.903933
0.0,0.119,18,29921.707352
0.0,0.119,11,29922.183119
1.0,0.12,22,29923.172902
0.0,0.12,3,29923.375236
0.0,0.12,10,29923.847897
0.0,0.119,16,29924.508192
0.0,0.119,17,29925.256952
0.0,0.119,10,29925.683513
0.0,0.119,22,29926.624275
0.0,0.119,22,29927.552248
0.0,0.119,17,29928.189456
0.0,0.119,22,29929.091157
0.0,0.119,17,29929.726566
1.0,0.12,22,29930.754375
0.0,0.12,19,29931.513699
1.0,0.12,22,29932.529272
0.0,0.12,15,29933.123645
0.0,0.12,22,29934.021873
0.0,0.119,14,29934.91591
1.0,0.12,22,29936.109676
0.0,0.119,17,29936.83611
0.0,0.118,15,29937.425886
0.0,0.118,17,29938.173964
0.0,0.118,16,29938.948353
0.0,0.118,22,29939.74507
0.0,0.118,22,29940.707647
0.0,0.118,22,29941.606712
0.0,0.118,22,29942.506689
0.0,0.117,22,29943.348409
0.0,0.116,8,29943.69943
0.0,0.116,17,29944.443618
0.0,0.116,19,29945.346959
0.0,0.116,17,29946.082309
0.0,0.116,5,29946.357702
0.0,0.115,9,29946.795837
0.0,0.115,17,29947.498102
0.0,0.114,22,29948.38533
0.0,0.114,19,29949.135405
1.0,0.115,22,29950.166449
0.0,0.115,21,29950.970438
0.0,0.115,17,29951.734934
0.0,0.115,16,29952.536514
0.0,0.115,5,29952.817767
0.0,0.115,16,29953.701457
0.0,0.115,22,29954.637852
0.0,0.114,10,29955.234541
0.0,0.114,16,29955.916567
0.0,0.114,17,29956.742603
0.0,0.114,13,29957.441628
0.0,0.113,18,29958.432141
0.0,0.113,2,29958.59182
0.0,0.113,22,29959.531636
0.0,0.113,16,29960.191101
