#{"t_start": 1597053065.1545777, "env_id": "gripper-env-v0"}
total_timesteps,episodes,success_rate,time_spent_exploring,mean_100rew,mean_loss,mean_td_errors,current_lr
7128,388,0.12,98,0.1,2.1998549e-05,0.094481796,0.0001
7197,392,0.13,98,0.1,1.84013e-05,0.09013247,0.0001
7266,396,0.15,98,0.1,1.7237318e-05,0.087161705,0.0001
7356,400,0.15,98,0.1,2.7100814e-05,0.09603652,0.0001
7436,404,0.17,98,0.2,0.00014266104,0.1169325,0.0001
7488,408,0.17,98,0.2,0.00015236162,0.13011307,0.0001
7563,412,0.16,98,0.2,3.4895922e-05,0.10212661,0.0001
7646,416,0.17,98,0.2,2.0197742e-05,0.08972196,0.0001
7715,420,0.17,98,0.2,2.0377458e-05,0.08741939,0.0001
7798,424,0.17,98,0.2,2.1479846e-05,0.099636234,0.0001
7869,428,0.16,98,0.2,2.4841549e-05,0.09957238,0.0001
7952,432,0.16,98,0.2,2.3145363e-05,0.09482455,0.0001
8009,436,0.16,98,0.2,3.3457676e-05,0.0981282,0.0001
8091,440,0.17,98,0.2,3.2953536e-05,0.093154676,0.0001
8164,444,0.16,98,0.2,1.1367294e-05,0.07414798,0.0001
8234,448,0.16,98,0.2,0.00012982826,0.12110157,0.0001
8323,452,0.16,98,0.2,3.4939112e-05,0.10251525,0.0001
8391,456,0.16,98,0.2,5.2086914e-05,0.12128122,0.0001
8472,460,0.17,98,0.2,0.00025984526,0.16529842,0.0001
8536,464,0.16,98,0.2,0.00024923164,0.19798833,0.0001
8605,468,0.16,98,0.2,2.0241421e-05,0.08686658,0.0001
8679,472,0.14,98,0.1,2.585772e-05,0.09225261,0.0001
8756,476,0.14,98,0.1,3.565324e-05,0.102336615,0.0001
8845,480,0.14,98,0.1,0.00021805568,0.14293158,0.0001
8927,484,0.13,97,0.1,1.3020227e-05,0.076475516,0.0001
8996,488,0.13,97,0.1,0.00027117511,0.16246942,0.0001
9065,492,0.12,97,0.1,1.8233211e-05,0.087561674,0.0001
9148,496,0.11,97,0.1,0.0002029527,0.15396184,0.0001
9224,500,0.11,97,0.1,4.8739545e-05,0.12084736,0.0001
9313,504,0.09,97,0.1,2.1723023e-05,0.09344687,0.0001
9392,508,0.1,97,0.1,0.00033402722,0.19663513,0.0001
9463,512,0.1,97,0.1,0.00010466765,0.12251505,0.0001
9521,516,0.09,97,0.1,2.0298836e-05,0.08438756,0.0001
9605,520,0.09,97,0.1,2.7638502e-05,0.09979949,0.0001
9687,524,0.09,97,0.1,2.6929249e-05,0.09638283,0.0001
9765,528,0.11,97,0.1,0.00014491018,0.13728416,0.0001
9840,532,0.1,97,0.1,0.00012211202,0.12263848,0.0001
9909,536,0.1,97,0.1,2.202027e-05,0.09073662,0.0001
9979,540,0.1,97,0.1,5.581037e-05,0.13042934,0.0001
10031,544,0.1,97,0.1,0.00021667036,0.15221524,0.0001
10116,548,0.11,97,0.1,0.00015912758,0.1363993,0.0001
10201,552,0.11,97,0.1,0.00013224319,0.120585084,0.0001
10274,556,0.12,97,0.1,0.0001401073,0.13454069,0.0001
10351,560,0.12,97,0.1,0.00014418416,0.11799957,0.0001
10426,564,0.13,97,0.1,2.9121938e-05,0.09051866,0.0001
10495,568,0.12,97,0.1,3.213503e-05,0.08418326,0.0001
10556,572,0.12,97,0.1,3.01033e-05,0.09406488,0.0001
10612,576,0.12,97,0.1,9.415728e-06,0.06259157,0.0001
10695,580,0.12,97,0.1,5.0792776e-05,0.122400686,0.0001
10755,584,0.13,97,0.1,6.699232e-05,0.11911118,0.0001
10815,588,0.13,97,0.1,2.64704e-05,0.093140766,0.0001
10878,592,0.13,97,0.1,5.1069284e-05,0.1269258,0.0001
10966,596,0.13,97,0.1,0.00010067862,0.11048643,0.0001
11047,600,0.13,97,0.1,1.2797391e-05,0.071273476,0.0001
11103,604,0.13,97,0.1,3.0373754e-05,0.09978975,0.0001
11182,608,0.12,97,0.1,4.0618597e-05,0.10221702,0.0001
11245,612,0.13,97,0.1,1.778637e-05,0.08518693,0.0001
11334,616,0.15,97,0.1,0.00019001312,0.19199823,0.0001
11403,620,0.16,97,0.2,1.6169985e-05,0.086399466,0.0001
11473,624,0.16,97,0.2,0.00022357433,0.15544352,0.0001
11550,628,0.14,97,0.1,0.00014408324,0.14897525,0.0001
11626,632,0.15,97,0.1,0.00020447408,0.14380476,0.0001
11692,636,0.15,97,0.1,2.229467e-05,0.08731134,0.0001
11767,640,0.15,97,0.1,1.196386e-05,0.06702372,0.0001
11839,644,0.15,97,0.1,6.4274405e-05,0.13109711,0.0001
11906,648,0.13,97,0.1,1.5573723e-05,0.07160523,0.0001
11962,652,0.13,97,0.1,5.6918245e-05,0.121886164,0.0001
12044,656,0.13,97,0.1,3.689388e-05,0.10375749,0.0001
12129,660,0.13,97,0.1,2.9843219e-05,0.10179376,0.0001
12205,664,0.12,97,0.1,0.00013213322,0.13633302,0.0001
12288,668,0.13,97,0.1,5.223044e-05,0.109641865,0.0001
12376,672,0.15,97,0.1,1.7904433e-05,0.08026244,0.0001
12452,676,0.16,97,0.2,9.408205e-06,0.06518921,0.0001
12520,680,0.16,97,0.2,2.4665944e-05,0.07919175,0.0001
12584,684,0.15,97,0.1,5.3213975e-05,0.12784395,0.0001
12649,688,0.16,97,0.2,2.748784e-05,0.092096135,0.0001
12720,692,0.17,97,0.2,3.1767046e-05,0.097923525,0.0001
12801,696,0.16,97,0.2,0.00017138314,0.14943807,0.0001
12889,700,0.15,97,0.1,2.8790557e-05,0.08616967,0.0001
12947,704,0.15,97,0.1,3.8507656e-05,0.09112531,0.0001
13022,708,0.15,97,0.1,1.670788e-05,0.07356697,0.0001
13092,712,0.14,97,0.1,0.00014059627,0.14745405,0.0001
13159,716,0.13,97,0.1,0.00011341293,0.1269755,0.0001
13236,720,0.12,97,0.1,2.8635897e-05,0.089275,0.0001
13292,724,0.12,97,0.1,4.5788587e-05,0.11202041,0.0001
13355,728,0.14,96,0.1,0.000110027395,0.122117706,0.0001
13430,732,0.14,96,0.1,0.0002303062,0.16657981,0.0001
13512,736,0.14,96,0.1,2.3708599e-05,0.09362835,0.0001
13594,740,0.14,96,0.1,0.00014517967,0.13065468,0.0001
13676,744,0.15,96,0.1,0.00011565325,0.10872389,0.0001
13764,748,0.17,96,0.2,2.9919891e-05,0.0914356,0.0001
13850,752,0.17,96,0.2,3.0165607e-05,0.07522443,0.0001
13929,756,0.16,96,0.2,3.4046716e-05,0.099610776,0.0001
14012,760,0.15,96,0.1,0.00012354803,0.12957527,0.0001
14083,764,0.15,96,0.1,0.00010801379,0.10901326,0.0001
14173,768,0.16,96,0.2,1.2814024e-05,0.08073985,0.0001
14236,772,0.15,96,0.1,0.0001383232,0.14802814,0.0001
14303,776,0.15,96,0.1,6.359788e-05,0.12970933,0.0001
14384,780,0.14,96,0.1,1.413847e-05,0.0751833,0.0001
14467,784,0.16,96,0.2,0.00013401707,0.12656356,0.0001
14544,788,0.15,96,0.1,0.00015229487,0.1348506,0.0001
14617,792,0.14,96,0.1,9.714288e-05,0.117920324,0.0001
14689,796,0.14,96,0.1,0.00024398265,0.17624608,0.0001
14754,800,0.14,96,0.1,0.000118845564,0.12495312,0.0001
14830,804,0.15,96,0.1,3.202977e-05,0.098478176,0.0001
14892,808,0.15,96,0.1,2.084137e-05,0.09216026,0.0001
14964,812,0.15,96,0.1,0.00010032764,0.1080793,0.0001
15052,816,0.15,96,0.1,1.4239095e-05,0.071919456,0.0001
15130,820,0.15,96,0.1,4.664913e-05,0.10748199,0.0001
15201,824,0.16,96,0.2,6.435243e-05,0.11855944,0.0001
15252,828,0.14,96,0.1,0.00015614057,0.15773809,0.0001
15326,832,0.13,96,0.1,0.00011300488,0.118335776,0.0001
15401,836,0.13,96,0.1,8.778936e-05,0.103938594,0.0001
15474,840,0.12,96,0.1,3.2295455e-05,0.10547939,0.0001
15552,844,0.12,96,0.1,4.8172944e-05,0.11008566,0.0001
15624,848,0.11,96,0.1,0.00023936991,0.18211423,0.0001
15701,852,0.11,96,0.1,0.00038867834,0.21847904,0.0001
15790,856,0.13,96,0.1,2.1575477e-05,0.086395346,0.0001
15860,860,0.14,96,0.1,2.8575549e-05,0.0911259,0.0001
15934,864,0.14,96,0.1,4.7089932e-05,0.1067738,0.0001
16016,868,0.13,96,0.1,6.419734e-05,0.11353478,0.0001
16085,872,0.13,96,0.1,2.551185e-05,0.0855496,0.0001
16174,876,0.13,96,0.1,3.456632e-05,0.09521131,0.0001
16233,880,0.13,96,0.1,0.000102204314,0.13052496,0.0001
16297,884,0.13,96,0.1,8.6454645e-05,0.103283584,0.0001
16364,888,0.14,96,0.1,3.6282843e-05,0.101208694,0.0001
16429,892,0.15,96,0.1,1.5260168e-05,0.08237684,0.0001
16505,896,0.15,96,0.1,3.970336e-05,0.096690446,0.0001
16593,900,0.16,96,0.2,3.6203848e-05,0.11894572,0.0001
16651,904,0.15,96,0.1,0.00013246472,0.115625665,0.0001
16719,908,0.15,96,0.1,6.208708e-05,0.11775186,0.0001
16807,912,0.16,96,0.2,3.154579e-05,0.11363755,0.0001
16860,916,0.15,96,0.1,2.7074995e-05,0.082652606,0.0001
16929,920,0.15,96,0.1,4.499333e-05,0.101327986,0.0001
17002,924,0.14,96,0.1,0.0001765471,0.14728415,0.0001
17078,928,0.14,96,0.1,3.5076722e-05,0.09193897,0.0001
17160,932,0.15,96,0.1,2.781789e-05,0.09224343,0.0001
17227,936,0.15,96,0.1,3.5298443e-05,0.09551942,0.0001
17303,940,0.15,96,0.1,8.834503e-05,0.107569195,0.0001
17379,944,0.14,96,0.1,9.516979e-05,0.09390785,0.0001
17457,948,0.14,96,0.1,0.00016567494,0.14999413,0.0001
17523,952,0.14,96,0.1,2.7488612e-05,0.07890545,0.0001
17598,956,0.12,96,0.1,1.4592966e-05,0.086772054,0.0001
17653,960,0.12,96,0.1,1.0723719e-05,0.06889888,0.0001
17730,964,0.14,96,0.1,3.4686826e-05,0.1006659,0.0001
17780,968,0.13,95,0.1,1.3125493e-05,0.07544829,0.0001
17862,972,0.13,95,0.1,3.2862357e-05,0.10471079,0.0001
17923,976,0.12,95,0.1,2.7602651e-05,0.08573038,0.0001
18012,980,0.12,95,0.1,0.0001555045,0.12996271,0.0001
18076,984,0.11,95,0.1,0.00012115342,0.13561368,0.0001
18150,988,0.11,95,0.1,1.1784547e-05,0.068277225,0.0001
18222,992,0.1,95,0.1,7.8190096e-05,0.13269897,0.0001
18292,996,0.12,95,0.1,3.1253097e-05,0.08848269,0.0001
18370,1000,0.11,95,0.1,2.8583794e-05,0.08202834,0.0001
18441,1004,0.12,95,0.1,2.8380678e-05,0.08495267,0.0001
18513,1008,0.13,95,0.1,8.14039e-05,0.110252306,0.0001
18597,1012,0.13,95,0.1,2.7019236e-05,0.08335342,0.0001
18682,1016,0.14,95,0.1,0.00012913454,0.13330433,0.0001
18760,1020,0.15,95,0.1,0.00038744998,0.23230839,0.0001
18822,1024,0.15,95,0.1,2.7284404e-05,0.0879571,0.0001
18907,1028,0.15,95,0.1,1.2823012e-05,0.065335184,0.0001
18974,1032,0.14,95,0.1,4.776433e-05,0.1141151,0.0001
19045,1036,0.14,95,0.1,8.1019025e-05,0.13839659,0.0001
19121,1040,0.14,95,0.1,1.6751788e-05,0.084225416,0.0001
19196,1044,0.15,95,0.1,7.950453e-05,0.104138345,0.0001
19271,1048,0.15,95,0.1,0.00028530165,0.20690596,0.0001
19351,1052,0.15,95,0.1,0.00018331321,0.16832775,0.0001
19420,1056,0.16,95,0.2,2.329447e-05,0.0854954,0.0001
19462,1060,0.15,95,0.1,0.00010594938,0.124908365,0.0001
19531,1064,0.13,95,0.1,0.00016564333,0.13874546,0.0001
19579,1068,0.13,95,0.1,2.3655506e-05,0.08100245,0.0001
19632,1072,0.12,95,0.1,1.965989e-05,0.08101101,0.0001
19709,1076,0.12,95,0.1,2.9897e-05,0.094768584,0.0001
19795,1080,0.13,95,0.1,8.492834e-05,0.13457036,0.0001
19884,1084,0.14,95,0.1,2.1909353e-05,0.10214083,0.0001
19956,1088,0.13,95,0.1,0.00010201339,0.113628544,0.0001
20040,1092,0.15,95,0.1,7.4179334e-06,0.05885489,0.0001
20108,1096,0.13,95,0.1,5.7391862e-05,0.120703265,0.0001
20187,1100,0.13,95,0.1,1.3491115e-05,0.07559398,0.0001
20276,1104,0.15,95,0.1,0.00018003362,0.14789867,0.0001
20352,1108,0.15,95,0.1,0.00010220996,0.10385543,0.0001
20436,1112,0.14,95,0.1,0.00011214129,0.11947973,0.0001
20500,1116,0.13,95,0.1,2.2571432e-05,0.0751912,0.0001
20578,1120,0.13,95,0.1,2.0803636e-05,0.086617485,0.0001
20661,1124,0.14,95,0.1,5.8564146e-05,0.11310819,0.0001
20735,1128,0.15,95,0.1,2.894321e-05,0.08328064,0.0001
20817,1132,0.15,95,0.1,5.8834306e-05,0.11230336,0.0001
20886,1136,0.17,95,0.2,3.2101438e-05,0.086870715,0.0001
20968,1140,0.17,95,0.2,6.811513e-05,0.12341762,0.0001
21023,1144,0.18,95,0.2,2.3665325e-05,0.07651365,0.0001
21106,1148,0.18,95,0.2,0.00019497296,0.16183208,0.0001
21191,1152,0.19,95,0.2,0.000120147524,0.11060783,0.0001
21256,1156,0.2,95,0.2,6.5378e-05,0.085455626,0.0001
21316,1160,0.2,95,0.2,0.00010161416,0.10709333,0.0001
21399,1164,0.2,95,0.2,0.00010444761,0.104974456,0.0001
21461,1168,0.21,95,0.2,2.8504808e-05,0.078163765,0.0001
21525,1172,0.21,95,0.2,8.385474e-05,0.093673974,0.0001
21586,1176,0.23,95,0.2,0.000104279505,0.1345029,0.0001
21674,1180,0.24,95,0.2,3.0520565e-05,0.087323435,0.0001
21733,1184,0.22,95,0.2,4.7124508e-05,0.10161975,0.0001
21808,1188,0.23,95,0.2,0.00029584017,0.2027098,0.0001
21871,1192,0.21,95,0.2,0.00010150804,0.11507283,0.0001
21939,1196,0.21,95,0.2,3.9927385e-05,0.100156724,0.0001
22000,1200,0.22,95,0.2,1.1689705e-05,0.07473265,0.0001
22080,1204,0.19,95,0.2,0.00010376588,0.11554922,0.0001
22168,1208,0.19,95,0.2,0.0002805071,0.22453216,0.0001
22226,1212,0.19,94,0.2,0.00013522885,0.14740455,0.0001
22289,1216,0.21,94,0.2,1.7517024e-05,0.081646256,0.0001
22374,1220,0.22,94,0.2,5.044757e-05,0.098279834,0.0001
22452,1224,0.21,94,0.2,3.3149947e-05,0.08169337,0.0001
22537,1228,0.21,94,0.2,0.00013941879,0.15780821,0.0001
22603,1232,0.21,94,0.2,0.00014838713,0.14084215,0.0001
22660,1236,0.19,94,0.2,1.4478082e-05,0.077326685,0.0001
22736,1240,0.2,94,0.2,0.00017162712,0.13861313,0.0001
22825,1244,0.19,94,0.2,3.8611375e-05,0.09332827,0.0001
22898,1248,0.19,94,0.2,3.0348398e-05,0.0871979,0.0001
22974,1252,0.19,94,0.2,0.00021268164,0.16822472,0.0001
23063,1256,0.19,94,0.2,0.00016049496,0.13439131,0.0001
23125,1260,0.2,94,0.2,1.361849e-05,0.072206765,0.0001
23200,1264,0.21,94,0.2,4.5345507e-05,0.09129919,0.0001
23281,1268,0.21,94,0.2,1.5599686e-05,0.08160192,0.0001
23339,1272,0.21,94,0.2,2.1533917e-05,0.08504394,0.0001
23417,1276,0.2,94,0.2,5.9623184e-05,0.1126809,0.0001
23481,1280,0.19,94,0.2,0.00018793809,0.16241452,0.0001
23558,1284,0.19,94,0.2,9.024331e-06,0.064399615,0.0001
23640,1288,0.2,94,0.2,0.00013159428,0.13644597,0.0001
23716,1292,0.21,94,0.2,9.732875e-05,0.103994876,0.0001
23784,1296,0.22,94,0.2,0.00010247647,0.1167426,0.0001
23853,1300,0.21,94,0.2,0.0001473692,0.14371711,0.0001
23942,1304,0.23,94,0.2,4.39918e-05,0.0973368,0.0001
24021,1308,0.22,94,0.2,2.481171e-05,0.07819655,0.0001
24100,1312,0.22,94,0.2,3.6312234e-05,0.0897305,0.0001
24178,1316,0.2,94,0.2,4.8347953e-05,0.111641616,0.0001
24244,1320,0.19,94,0.2,2.2999047e-05,0.09171408,0.0001
24321,1324,0.2,94,0.2,4.2014668e-05,0.09945036,0.0001
24386,1328,0.19,94,0.2,8.442886e-05,0.13942727,0.0001
24464,1332,0.19,94,0.2,2.204246e-05,0.08943313,0.0001
24546,1336,0.21,94,0.2,2.5838988e-05,0.08538635,0.0001
24614,1340,0.22,94,0.2,6.0946782e-05,0.10992202,0.0001
24690,1344,0.22,94,0.2,5.911084e-05,0.11398299,0.0001
24777,1348,0.22,94,0.2,3.7980262e-05,0.08992298,0.0001
24860,1352,0.22,94,0.2,0.00019230667,0.14207938,0.0001
24924,1356,0.2,94,0.2,4.2580643e-05,0.08669767,0.0001
25013,1360,0.2,94,0.2,0.000112266884,0.11969459,0.0001
25095,1364,0.2,94,0.2,3.699952e-05,0.0927268,0.0001
25170,1368,0.21,94,0.2,0.00013608119,0.13899015,0.0001
25224,1372,0.22,94,0.2,3.977795e-05,0.09800207,0.0001
25297,1376,0.21,94,0.2,0.00013550329,0.17730635,0.0001
25358,1380,0.2,94,0.2,7.429307e-05,0.13004181,0.0001
25426,1384,0.21,94,0.2,5.9469363e-05,0.103978306,0.0001
25514,1388,0.2,94,0.2,8.897079e-05,0.097538635,0.0001
25589,1392,0.19,94,0.2,0.0002642033,0.17984214,0.0001
25658,1396,0.19,94,0.2,4.23553e-05,0.09910915,0.0001
25713,1400,0.2,94,0.2,2.399183e-05,0.07937321,0.0001
25759,1404,0.18,94,0.2,0.00013293856,0.14660396,0.0001
25822,1408,0.18,94,0.2,9.051061e-06,0.0636037,0.0001
25879,1412,0.19,94,0.2,0.00010136713,0.10437142,0.0001
25963,1416,0.2,94,0.2,8.9196365e-05,0.105064414,0.0001
26022,1420,0.19,94,0.2,0.00021452269,0.15968792,0.0001
26089,1424,0.18,94,0.2,0.00013187903,0.13568343,0.0001
26158,1428,0.19,94,0.2,7.984662e-05,0.14171338,0.0001
26204,1432,0.19,94,0.2,8.009368e-05,0.123256505,0.0001
26274,1436,0.18,94,0.2,2.8040242e-05,0.102020636,0.0001
26347,1440,0.17,94,0.2,4.9042148e-05,0.094953,0.0001
26403,1444,0.17,94,0.2,9.552203e-05,0.09762439,0.0001
26491,1448,0.16,94,0.2,2.2170976e-05,0.07563592,0.0001
26561,1452,0.16,94,0.2,2.6239553e-05,0.08035686,0.0001
26629,1456,0.17,94,0.2,5.4539134e-05,0.099973015,0.0001
26712,1460,0.18,93,0.2,6.2471634e-05,0.116212025,0.0001
26774,1464,0.17,93,0.2,1.8882132e-05,0.076020695,0.0001
26845,1468,0.16,93,0.2,8.4503285e-05,0.10609298,0.0001
26923,1472,0.16,93,0.2,4.7242393e-05,0.10053296,0.0001
27006,1476,0.16,93,0.2,0.0001989681,0.1524449,0.0001
27060,1480,0.16,93,0.2,1.3326647e-05,0.08169581,0.0001
27124,1484,0.16,93,0.2,4.2112282e-05,0.09312032,0.0001
27210,1488,0.17,93,0.2,5.1251343e-05,0.113734156,0.0001
27269,1492,0.18,93,0.2,7.781869e-06,0.06275676,0.0001
27338,1496,0.18,93,0.2,3.7249207e-05,0.109681696,0.0001
27424,1500,0.2,93,0.2,5.1996525e-05,0.109803855,0.0001
27482,1504,0.2,93,0.2,0.00019898312,0.16463223,0.0001
27549,1508,0.22,93,0.2,3.444166e-05,0.07907701,0.0001
27619,1512,0.21,93,0.2,0.00015583383,0.14737178,0.0001
27695,1516,0.2,93,0.2,0.00027472852,0.17398554,0.0001
27747,1520,0.21,93,0.2,1.5767855e-05,0.07371188,0.0001
27819,1524,0.21,93,0.2,0.00012323895,0.13543153,0.0001
27895,1528,0.21,93,0.2,7.937175e-05,0.09310478,0.0001
27964,1532,0.21,93,0.2,4.8507063e-05,0.10874073,0.0001
28041,1536,0.21,93,0.2,3.3946744e-05,0.097154655,0.0001
28103,1540,0.2,93,0.2,7.292784e-05,0.11728972,0.0001
28167,1544,0.19,93,0.2,3.0308953e-05,0.09236267,0.0001
28238,1548,0.2,93,0.2,0.00014559929,0.13358963,0.0001
28320,1552,0.19,93,0.2,0.00015079681,0.14886305,0.0001
28383,1556,0.19,93,0.2,0.00010237988,0.12907773,0.0001
28448,1560,0.19,93,0.2,0.0001374766,0.14285064,0.0001
28530,1564,0.19,93,0.2,0.00021825235,0.20700842,0.0001
28599,1568,0.19,93,0.2,6.560239e-05,0.10995831,0.0001
28670,1572,0.18,93,0.2,0.00020153087,0.16029428,0.0001
28735,1576,0.19,93,0.2,0.00031162525,0.22345732,0.0001
28805,1580,0.19,93,0.2,0.00015327321,0.17670527,0.0001
28890,1584,0.18,93,0.2,5.9013313e-05,0.10719929,0.0001
28966,1588,0.16,93,0.2,0.00010548055,0.119460195,0.0001
29049,1592,0.15,93,0.1,1.5809723e-05,0.08523787,0.0001
29133,1596,0.15,93,0.1,2.6151354e-05,0.08131398,0.0001
29203,1600,0.14,93,0.1,0.00019887232,0.1762653,0.0001
29280,1604,0.14,93,0.1,0.00015298417,0.14201918,0.0001
29340,1608,0.12,93,0.1,0.00012203509,0.13449824,0.0001
29428,1612,0.14,93,0.1,0.000110942696,0.1306951,0.0001
29505,1616,0.14,93,0.1,0.00012541472,0.14233726,0.0001
29588,1620,0.14,93,0.1,3.162061e-05,0.099720255,0.0001
29665,1624,0.15,93,0.1,7.451376e-05,0.1138988,0.0001
29735,1628,0.15,93,0.1,6.220558e-05,0.12576608,0.0001
29826,1632,0.17,93,0.2,0.000121640725,0.15570158,0.0001
29880,1636,0.17,93,0.2,2.8385402e-05,0.084981054,0.0001
29959,1640,0.17,93,0.2,0.00013040644,0.13618144,0.0001
30030,1644,0.18,93,0.2,3.5169855e-05,0.0975211,0.0001
30108,1648,0.17,93,0.2,0.000114743154,0.13456039,0.0001
30184,1652,0.17,93,0.2,9.989952e-06,0.065071225,0.0001
30262,1656,0.17,93,0.2,2.9466286e-05,0.0865751,0.0001
