#{"t_start": 1597053065.1545777, "env_id": "gripper-env-v0"}
total_timesteps,episodes,success_rate,time_spent_exploring,mean_100rew,mean_loss,mean_td_errors,current_lr
870832,28420,0.95,9,0.9,6.0349366e-06,0.09965244,0.0001
870992,28424,0.94,9,0.9,8.008505e-06,0.10839328,0.0001
871169,28428,0.95,9,0.9,4.956349e-06,0.093044505,0.0001
871345,28432,0.95,9,0.9,4.949376e-07,0.05421371,0.0001
871521,28436,0.96,9,1.0,3.1334537e-06,0.10314258,0.0001
871697,28440,0.95,9,0.9,1.2418252e-06,0.07665831,0.0001
871873,28444,0.96,9,1.0,5.6144827e-06,0.09439441,0.0001
872049,28448,0.96,9,1.0,1.8694848e-06,0.0818585,0.0001
872225,28452,0.96,9,1.0,7.061625e-07,0.064818874,0.0001
872401,28456,0.96,9,1.0,8.691038e-07,0.07047661,0.0001
872577,28460,0.96,9,1.0,4.8507873e-06,0.09119436,0.0001
872747,28464,0.94,9,0.9,1.0743076e-06,0.06294942,0.0001
872923,28468,0.93,9,0.9,1.6724282e-06,0.07022323,0.0001
873093,28472,0.91,9,0.9,9.593092e-07,0.07293545,0.0001
873269,28476,0.91,9,0.9,2.01406e-06,0.077407986,0.0001
873445,28480,0.91,9,0.9,4.64081e-06,0.08478221,0.0001
873621,28484,0.91,9,0.9,5.209875e-06,0.0984005,0.0001
873797,28488,0.91,9,0.9,4.775341e-06,0.08100654,0.0001
873973,28492,0.9,9,0.9,3.9198985e-06,0.08463522,0.0001
874149,28496,0.9,9,0.9,2.5680772e-06,0.077318266,0.0001
874325,28500,0.91,9,0.9,4.7395437e-07,0.05474002,0.0001
874495,28504,0.9,9,0.9,5.724096e-06,0.10576937,0.0001
874671,28508,0.9,9,0.9,1.2751983e-06,0.07894166,0.0001
874847,28512,0.9,9,0.9,5.5575797e-06,0.09329271,0.0001
875023,28516,0.91,9,0.9,8.36214e-06,0.12904161,0.0001
875199,28520,0.89,9,0.9,6.0699085e-07,0.057631478,0.0001
875372,28524,0.89,9,0.9,1.2933067e-06,0.07572003,0.0001
875546,28528,0.88,9,0.9,5.861868e-07,0.05783746,0.0001
875721,28532,0.87,9,0.9,2.1336728e-06,0.091463715,0.0001
875897,28536,0.86,9,0.9,1.4850311e-06,0.07856892,0.0001
876073,28540,0.87,9,0.9,1.7045909e-06,0.091590926,0.0001
876249,28544,0.87,9,0.9,7.851895e-06,0.12579733,0.0001
876422,28548,0.85,9,0.8,8.769704e-06,0.124455184,0.0001
876598,28552,0.85,9,0.8,8.0176113e-07,0.07309823,0.0001
876759,28556,0.84,9,0.8,7.665654e-06,0.12576011,0.0001
876931,28560,0.83,9,0.8,6.08351e-07,0.05835409,0.0001
877106,28564,0.83,9,0.8,3.2638616e-06,0.093066186,0.0001
877282,28568,0.83,9,0.8,4.418552e-06,0.08675191,0.0001
877458,28572,0.85,9,0.8,1.0446653e-06,0.062805265,0.0001
877631,28576,0.84,9,0.8,5.1991933e-06,0.10237259,0.0001
877806,28580,0.83,9,0.8,3.2455452e-07,0.043288693,0.0001
877982,28584,0.83,9,0.8,7.35675e-06,0.11980975,0.0001
878158,28588,0.83,9,0.8,8.855004e-06,0.14605387,0.0001
878334,28592,0.84,9,0.8,7.384424e-07,0.06211639,0.0001
878510,28596,0.84,9,0.8,4.3512723e-06,0.07972439,0.0001
878686,28600,0.84,9,0.8,4.893725e-06,0.09894006,0.0001
878862,28604,0.85,9,0.8,7.000407e-07,0.0591752,0.0001
879038,28608,0.85,9,0.8,3.6602569e-06,0.09433301,0.0001
879211,28612,0.84,9,0.8,6.7313754e-06,0.09606116,0.0001
879387,28616,0.84,9,0.8,9.47838e-06,0.13674071,0.0001
879563,28620,0.85,9,0.8,2.3184448e-06,0.09377256,0.0001
879739,28624,0.86,9,0.9,1.0296891e-06,0.0666901,0.0001
879915,28628,0.87,9,0.9,6.4413252e-06,0.104879946,0.0001
880091,28632,0.88,9,0.9,6.0796884e-07,0.060689125,0.0001
880267,28636,0.89,9,0.9,9.82497e-07,0.08037059,0.0001
880443,28640,0.89,9,0.9,5.8238998e-06,0.11094805,0.0001
880619,28644,0.89,9,0.9,6.2431805e-06,0.09670041,0.0001
880795,28648,0.91,9,0.9,1.0360675e-06,0.08069314,0.0001
880972,28652,0.91,9,0.9,2.6148423e-06,0.1107188,0.0001
881148,28656,0.92,9,0.9,1.3334474e-06,0.080495134,0.0001
881324,28660,0.93,9,0.9,2.7618587e-06,0.08096764,0.0001
881500,28664,0.95,9,0.9,3.2276025e-06,0.103230566,0.0001
881671,28668,0.95,9,0.9,2.5805857e-06,0.09102235,0.0001
881847,28672,0.95,9,0.9,2.9539556e-06,0.099277064,0.0001
882023,28676,0.96,9,1.0,4.805847e-06,0.08883969,0.0001
882199,28680,0.97,9,1.0,9.070804e-07,0.07733324,0.0001
882375,28684,0.97,9,1.0,8.532779e-06,0.12390378,0.0001
882551,28688,0.97,9,1.0,1.0812995e-06,0.06986059,0.0001
882728,28692,0.97,9,1.0,3.3597305e-06,0.07681688,0.0001
882904,28696,0.97,9,1.0,1.8749226e-05,0.17225136,0.0001
883080,28700,0.97,9,1.0,1.0163501e-06,0.085396804,0.0001
883256,28704,0.97,9,1.0,6.904758e-06,0.14082615,0.0001
883432,28708,0.97,9,1.0,4.4231742e-06,0.093825236,0.0001
883603,28712,0.96,9,1.0,1.0485113e-06,0.080385916,0.0001
883779,28716,0.95,9,0.9,4.2328534e-06,0.10197316,0.0001
883955,28720,0.96,9,1.0,1.0808842e-06,0.074346155,0.0001
884131,28724,0.96,9,1.0,5.244491e-06,0.08619767,0.0001
884307,28728,0.96,9,1.0,5.306973e-07,0.05519988,0.0001
884483,28732,0.96,9,1.0,2.4484168e-06,0.08494858,0.0001
884659,28736,0.96,9,1.0,1.137201e-06,0.079735026,0.0001
884835,28740,0.96,9,1.0,4.9795917e-06,0.08996142,0.0001
885011,28744,0.96,9,1.0,4.424496e-06,0.09386895,0.0001
885187,28748,0.96,9,1.0,8.090174e-06,0.122271866,0.0001
885356,28752,0.93,9,0.9,3.4674258e-06,0.090620846,0.0001
885532,28756,0.93,9,0.9,1.0510016e-06,0.083829135,0.0001
885708,28760,0.93,9,0.9,8.47945e-06,0.12640847,0.0001
885884,28764,0.93,9,0.9,1.1298778e-06,0.09358396,0.0001
886060,28768,0.94,9,0.9,7.4840063e-06,0.09618665,0.0001
886236,28772,0.94,9,0.9,3.2134008e-06,0.0901964,0.0001
886412,28776,0.94,9,0.9,7.721301e-07,0.07455935,0.0001
886588,28780,0.94,9,0.9,6.5997517e-07,0.06393933,0.0001
886764,28784,0.92,9,0.9,9.840142e-07,0.076728664,0.0001
886940,28788,0.92,9,0.9,6.0970535e-07,0.059359338,0.0001
887116,28792,0.92,9,0.9,2.820043e-06,0.07413896,0.0001
887292,28796,0.92,9,0.9,1.0654272e-06,0.0736313,0.0001
887468,28800,0.92,9,0.9,2.8798502e-06,0.10665096,0.0001
887644,28804,0.92,9,0.9,8.938852e-07,0.06856837,0.0001
887820,28808,0.92,9,0.9,1.0516531e-05,0.1423047,0.0001
887996,28812,0.94,9,0.9,1.1436559e-06,0.06858073,0.0001
888172,28816,0.95,9,0.9,5.722406e-06,0.11996451,0.0001
888348,28820,0.94,9,0.9,1.4129157e-06,0.09094947,0.0001
888524,28824,0.94,9,0.9,7.903996e-06,0.1257743,0.0001
888700,28828,0.94,9,0.9,4.739441e-07,0.059890524,0.0001
888876,28832,0.94,9,0.9,5.081074e-06,0.13206145,0.0001
889049,28836,0.93,9,0.9,4.5543557e-06,0.13195547,0.0001
889221,28840,0.92,9,0.9,5.8899404e-06,0.09745751,0.0001
889398,28844,0.92,9,0.9,4.497198e-06,0.104017854,0.0001
889574,28848,0.92,9,0.9,1.5572507e-05,0.16573866,0.0001
889750,28852,0.95,9,0.9,1.3920178e-05,0.16724867,0.0001
889926,28856,0.95,9,0.9,6.3509824e-06,0.10832821,0.0001
890102,28860,0.95,9,0.9,7.19918e-06,0.11627522,0.0001
890261,28864,0.93,9,0.9,7.11776e-07,0.06876531,0.0001
890437,28868,0.93,9,0.9,2.810069e-06,0.097474694,0.0001
890608,28872,0.91,9,0.9,8.019344e-06,0.10073113,0.0001
890784,28876,0.91,9,0.9,1.2020499e-06,0.087759554,0.0001
890960,28880,0.91,9,0.9,3.1911438e-06,0.095194414,0.0001
891136,28884,0.93,9,0.9,1.3326605e-06,0.08992706,0.0001
891312,28888,0.92,9,0.9,3.1239604e-06,0.098823175,0.0001
891482,28892,0.91,9,0.9,2.3693567e-06,0.08582054,0.0001
891658,28896,0.91,9,0.9,6.6475886e-06,0.08778153,0.0001
891828,28900,0.9,9,0.9,7.709526e-07,0.071996525,0.0001
892004,28904,0.9,9,0.9,3.834759e-06,0.111206934,0.0001
892180,28908,0.9,9,0.9,8.4638295e-06,0.12113724,0.0001
892356,28912,0.9,9,0.9,2.2678885e-06,0.09527346,0.0001
892532,28916,0.9,9,0.9,7.586329e-07,0.06448846,0.0001
892708,28920,0.9,9,0.9,1.3724681e-05,0.15425704,0.0001
892884,28924,0.9,9,0.9,5.162321e-07,0.05629935,0.0001
893054,28928,0.88,9,0.9,5.6384793e-06,0.10734928,0.0001
893230,28932,0.88,9,0.9,2.190031e-06,0.086468756,0.0001
893406,28936,0.89,9,0.9,1.7336955e-06,0.0814531,0.0001
893582,28940,0.89,9,0.9,4.1533376e-06,0.099208854,0.0001
893758,28944,0.89,9,0.9,5.366937e-07,0.06143345,0.0001
893927,28948,0.88,9,0.9,4.1837843e-06,0.10184331,0.0001
894103,28952,0.88,9,0.9,8.4592216e-07,0.07350831,0.0001
894279,28956,0.88,9,0.9,1.0309387e-05,0.1575243,0.0001
894455,28960,0.88,9,0.9,1.1640022e-06,0.09117688,0.0001
894631,28964,0.9,9,0.9,2.6783123e-06,0.11813471,0.0001
894807,28968,0.9,9,0.9,6.721283e-06,0.13324213,0.0001
894979,28972,0.91,9,0.9,9.626463e-07,0.07857743,0.0001
895155,28976,0.91,9,0.9,1.6320137e-05,0.15551604,0.0001
895331,28980,0.91,9,0.9,8.868059e-07,0.07325503,0.0001
895504,28984,0.9,9,0.9,1.47461e-06,0.08762142,0.0001
895680,28988,0.91,9,0.9,2.2269505e-05,0.20289592,0.0001
895856,28992,0.92,9,0.9,6.438327e-06,0.12409221,0.0001
896032,28996,0.92,9,0.9,5.3565977e-06,0.096346155,0.0001
896201,29000,0.92,9,0.9,7.253618e-07,0.06530399,0.0001
896377,29004,0.92,9,0.9,5.1393334e-07,0.06492752,0.0001
896553,29008,0.92,9,0.9,9.237054e-06,0.13034299,0.0001
896729,29012,0.92,9,0.9,1.5169951e-06,0.08789565,0.0001
896905,29016,0.92,9,0.9,4.782847e-07,0.052886724,0.0001
897081,29020,0.92,9,0.9,1.5649753e-06,0.078201555,0.0001
897252,29024,0.91,9,0.9,5.7820034e-06,0.12023072,0.0001
897425,29028,0.92,9,0.9,3.5635646e-06,0.097348094,0.0001
897601,29032,0.92,9,0.9,1.1802243e-06,0.086104915,0.0001
897777,29036,0.92,9,0.9,2.3030461e-06,0.101826094,0.0001
897951,29040,0.92,9,0.9,4.3698587e-06,0.10274113,0.0001
898127,29044,0.92,9,0.9,8.581318e-07,0.06312592,0.0001
898303,29048,0.93,9,0.9,1.1622341e-06,0.085179225,0.0001
898479,29052,0.93,9,0.9,1.4041917e-05,0.16177419,0.0001
898655,29056,0.93,9,0.9,2.3831308e-06,0.1012371,0.0001
898831,29060,0.93,9,0.9,5.931115e-07,0.06751981,0.0001
899007,29064,0.93,9,0.9,3.9332866e-07,0.051994685,0.0001
899183,29068,0.93,9,0.9,9.627771e-06,0.14276707,0.0001
899359,29072,0.94,9,0.9,6.947559e-07,0.06768714,0.0001
899529,29076,0.93,9,0.9,4.636484e-06,0.095810644,0.0001
899705,29080,0.93,9,0.9,4.884919e-06,0.12449054,0.0001
899881,29084,0.94,9,0.9,5.451602e-06,0.12239798,0.0001
900057,29088,0.94,9,0.9,4.80556e-06,0.11323002,0.0001
900233,29092,0.94,9,0.9,5.919608e-06,0.10155788,0.0001
900409,29096,0.94,9,0.9,1.1944967e-05,0.13906458,0.0001
900585,29100,0.95,9,0.9,7.3617e-07,0.06791292,0.0001
900761,29104,0.95,9,0.9,7.153835e-06,0.17563024,0.0001
900937,29108,0.95,9,0.9,5.1728284e-06,0.10828743,0.0001
901113,29112,0.95,9,0.9,1.3134888e-06,0.08873221,0.0001
901289,29116,0.95,9,0.9,8.6587613e-07,0.07684567,0.0001
901465,29120,0.96,9,1.0,8.783494e-06,0.1625424,0.0001
901641,29124,0.97,9,1.0,1.3927001e-06,0.0801519,0.0001
901817,29128,0.98,9,1.0,4.9734517e-06,0.10556772,0.0001
901993,29132,0.98,9,1.0,9.616331e-07,0.07697529,0.0001
902169,29136,0.98,9,1.0,3.5730652e-06,0.0895778,0.0001
902345,29140,0.99,9,1.0,1.2563969e-06,0.07567677,0.0001
902521,29144,0.99,9,1.0,5.814892e-06,0.12068437,0.0001
902697,29148,0.98,9,1.0,6.1542437e-07,0.07043292,0.0001
902873,29152,0.98,9,1.0,9.183e-06,0.10418554,0.0001
903049,29156,0.98,9,1.0,9.751592e-07,0.07414984,0.0001
903222,29160,0.97,9,1.0,7.776795e-07,0.07170374,0.0001
903398,29164,0.97,9,1.0,5.863366e-07,0.06313721,0.0001
903574,29168,0.97,9,1.0,1.4654923e-06,0.09242318,0.0001
903750,29172,0.97,9,1.0,1.7812729e-06,0.096317485,0.0001
903926,29176,0.98,9,1.0,4.7281455e-06,0.11185627,0.0001
904089,29180,0.97,9,1.0,5.9362605e-07,0.065953255,0.0001
904265,29184,0.97,9,1.0,8.28954e-06,0.11852372,0.0001
904441,29188,0.97,9,1.0,4.565279e-07,0.056213796,0.0001
904617,29192,0.97,9,1.0,4.7250796e-06,0.11768453,0.0001
904793,29196,0.97,9,1.0,7.357436e-07,0.06436662,0.0001
904969,29200,0.97,9,1.0,1.0152316e-06,0.0690334,0.0001
905145,29204,0.97,9,1.0,4.946813e-06,0.10648331,0.0001
905321,29208,0.97,9,1.0,1.0680684e-05,0.13251626,0.0001
905497,29212,0.97,9,1.0,1.1239305e-05,0.17400071,0.0001
905654,29216,0.96,9,1.0,3.888154e-06,0.10007879,0.0001
905830,29220,0.96,9,1.0,1.1427078e-06,0.07155129,0.0001
906006,29224,0.96,9,1.0,6.891689e-07,0.066334784,0.0001
906182,29228,0.96,9,1.0,1.0635523e-06,0.0794789,0.0001
906358,29232,0.96,9,1.0,1.240956e-06,0.08108417,0.0001
906529,29236,0.95,9,0.9,4.604129e-06,0.11862967,0.0001
906699,29240,0.94,9,0.9,1.0599891e-06,0.07887844,0.0001
906875,29244,0.94,9,0.9,5.1550865e-06,0.089922324,0.0001
907051,29248,0.95,9,0.9,4.4836115e-06,0.09844646,0.0001
907227,29252,0.95,9,0.9,8.347024e-07,0.08336809,0.0001
907403,29256,0.95,9,0.9,3.15442e-06,0.091125876,0.0001
907579,29260,0.96,9,1.0,2.8060156e-06,0.08485672,0.0001
907750,29264,0.95,9,0.9,1.3004377e-06,0.08352581,0.0001
907926,29268,0.94,9,0.9,3.7660852e-06,0.091385305,0.0001
908102,29272,0.93,9,0.9,1.8920817e-06,0.092628345,0.0001
908278,29276,0.93,9,0.9,1.0127191e-05,0.109466255,0.0001
908454,29280,0.93,9,0.9,1.09628e-05,0.14022683,0.0001
908630,29284,0.93,9,0.9,1.002246e-05,0.13480704,0.0001
908806,29288,0.93,9,0.9,7.5542647e-07,0.06308809,0.0001
908982,29292,0.93,9,0.9,5.0352423e-06,0.092063114,0.0001
909153,29296,0.92,9,0.9,1.7327174e-06,0.10029817,0.0001
909329,29300,0.92,9,0.9,7.788512e-06,0.09824239,0.0001
909505,29304,0.92,9,0.9,1.244471e-06,0.083534196,0.0001
909681,29308,0.91,9,0.9,9.654225e-07,0.07894642,0.0001
909857,29312,0.91,9,0.9,5.253067e-06,0.103996,0.0001
910033,29316,0.91,9,0.9,1.0516908e-06,0.07015844,0.0001
910203,29320,0.9,9,0.9,1.2768867e-06,0.083610155,0.0001
910379,29324,0.89,9,0.9,6.1128856e-07,0.06771887,0.0001
910555,29328,0.89,9,0.9,1.8897149e-06,0.09435755,0.0001
910731,29332,0.89,9,0.9,1.381561e-06,0.09427695,0.0001
910907,29336,0.89,9,0.9,7.1199574e-06,0.117514454,0.0001
911078,29340,0.89,9,0.9,5.5612722e-06,0.10261163,0.0001
911254,29344,0.88,9,0.9,1.656593e-05,0.19032052,0.0001
911430,29348,0.87,9,0.9,6.9612156e-07,0.066317394,0.0001
911606,29352,0.87,9,0.9,1.0674402e-06,0.07948166,0.0001
911779,29356,0.86,9,0.9,1.9228398e-06,0.10207563,0.0001
911955,29360,0.86,9,0.9,4.100373e-06,0.10206315,0.0001
912122,29364,0.85,9,0.8,1.4431748e-06,0.07542956,0.0001
912298,29368,0.85,9,0.8,6.4896485e-06,0.12211439,0.0001
912474,29372,0.86,9,0.9,9.149632e-07,0.08392432,0.0001
912650,29376,0.86,9,0.9,1.3139816e-06,0.09298781,0.0001
912826,29380,0.87,9,0.9,3.3972347e-06,0.103578866,0.0001
913002,29384,0.86,9,0.9,7.5741343e-07,0.072744295,0.0001
913178,29388,0.86,9,0.9,5.355894e-06,0.11740338,0.0001
913354,29392,0.86,9,0.9,4.3972886e-06,0.10803743,0.0001
913530,29396,0.87,9,0.9,2.6737769e-06,0.10182725,0.0001
913704,29400,0.86,9,0.9,5.6329156e-07,0.06426266,0.0001
913880,29404,0.86,9,0.9,1.4202203e-06,0.09776761,0.0001
914056,29408,0.87,9,0.9,5.652517e-07,0.07066712,0.0001
914232,29412,0.87,9,0.9,8.942361e-07,0.074637875,0.0001
914408,29416,0.87,9,0.9,1.026923e-06,0.085311756,0.0001
914584,29420,0.88,9,0.9,1.7385231e-06,0.10351349,0.0001
914760,29424,0.89,9,0.9,7.506819e-06,0.12380412,0.0001
914936,29428,0.89,9,0.9,1.8853898e-06,0.100595735,0.0001
915112,29432,0.89,9,0.9,1.0224041e-06,0.080233686,0.0001
915288,29436,0.89,9,0.9,8.493651e-06,0.10767035,0.0001
915464,29440,0.9,9,0.9,7.303335e-07,0.07818495,0.0001
915640,29444,0.91,9,0.9,1.2972718e-06,0.08391737,0.0001
915816,29448,0.91,9,0.9,6.0440084e-07,0.06605173,0.0001
915992,29452,0.91,9,0.9,9.364834e-06,0.13966261,0.0001
916168,29456,0.92,9,0.9,9.055945e-07,0.078116626,0.0001
916344,29460,0.92,9,0.9,1.4524068e-05,0.1648758,0.0001
916520,29464,0.94,9,0.9,8.353381e-07,0.07624782,0.0001
916696,29468,0.95,9,0.9,3.899376e-07,0.051110655,0.0001
916872,29472,0.95,9,0.9,5.3790204e-06,0.10665269,0.0001
917048,29476,0.95,9,0.9,3.4777374e-06,0.09093432,0.0001
917224,29480,0.95,9,0.9,5.223045e-07,0.062427748,0.0001
917400,29484,0.96,9,1.0,1.3679101e-05,0.156046,0.0001
917576,29488,0.96,9,1.0,1.06471925e-05,0.1451166,0.0001
917752,29492,0.96,9,1.0,1.035852e-06,0.08044855,0.0001
917928,29496,0.96,9,1.0,2.1764936e-06,0.09697573,0.0001
918104,29500,0.96,9,1.0,6.4511905e-06,0.11400627,0.0001
918281,29504,0.96,9,1.0,2.4480183e-05,0.27333844,0.0001
918456,29508,0.95,9,0.9,6.1548815e-07,0.07019056,0.0001
918632,29512,0.95,9,0.9,4.6241626e-06,0.09430134,0.0001
918808,29516,0.96,9,1.0,4.6350624e-06,0.0975108,0.0001
918984,29520,0.96,9,1.0,1.141877e-06,0.0711818,0.0001
919161,29524,0.96,9,1.0,5.2178e-07,0.066446155,0.0001
919337,29528,0.96,9,1.0,1.0400493e-05,0.1352396,0.0001
919513,29532,0.96,9,1.0,6.059038e-07,0.06729757,0.0001
919689,29536,0.96,9,1.0,8.020576e-07,0.070979655,0.0001
919865,29540,0.96,9,1.0,4.5950205e-07,0.064178556,0.0001
920035,29544,0.95,9,0.9,3.8271933e-06,0.10358518,0.0001
920211,29548,0.96,9,1.0,7.305324e-07,0.07932239,0.0001
920387,29552,0.96,9,1.0,1.240019e-06,0.08142609,0.0001
920563,29556,0.95,9,0.9,9.746278e-06,0.12921654,0.0001
920739,29560,0.94,9,0.9,5.278764e-07,0.06608282,0.0001
920911,29564,0.93,9,0.9,3.4376976e-06,0.0970007,0.0001
921087,29568,0.92,9,0.9,3.0724102e-06,0.10793343,0.0001
921263,29572,0.92,9,0.9,6.391168e-06,0.13312522,0.0001
921439,29576,0.92,9,0.9,8.034922e-06,0.14952019,0.0001
921615,29580,0.92,9,0.9,1.6440557e-06,0.084768556,0.0001
921791,29584,0.92,9,0.9,2.4468231e-06,0.09618899,0.0001
921956,29588,0.9,9,0.9,9.76623e-07,0.08611863,0.0001
922132,29592,0.9,9,0.9,9.912737e-07,0.08627954,0.0001
922308,29596,0.9,9,0.9,5.5164304e-07,0.056878004,0.0001
922484,29600,0.9,9,0.9,1.3530519e-06,0.09387956,0.0001
922661,29604,0.89,9,0.9,3.1695731e-06,0.117338374,0.0001
922837,29608,0.9,9,0.9,1.9525842e-06,0.10042362,0.0001
923013,29612,0.89,9,0.9,5.3401936e-07,0.06319533,0.0001
923186,29616,0.88,9,0.9,8.983733e-07,0.08225413,0.0001
923362,29620,0.88,9,0.9,6.1438726e-07,0.07835595,0.0001
923538,29624,0.88,9,0.9,7.912435e-06,0.10480429,0.0001
923714,29628,0.88,9,0.9,6.3804937e-06,0.11112588,0.0001
923890,29632,0.88,9,0.9,5.9238046e-06,0.13171688,0.0001
924066,29636,0.89,9,0.9,3.6019696e-07,0.056486093,0.0001
924242,29640,0.89,9,0.9,3.1882744e-06,0.09613615,0.0001
924418,29644,0.9,9,0.9,4.1737155e-07,0.057399563,0.0001
924594,29648,0.9,9,0.9,7.2256007e-06,0.11393444,0.0001
924762,29652,0.88,9,0.9,1.2456453e-06,0.08546657,0.0001
924938,29656,0.88,9,0.9,4.409175e-06,0.10949498,0.0001
925114,29660,0.89,9,0.9,3.6011645e-07,0.050477482,0.0001
925285,29664,0.89,9,0.9,3.798917e-06,0.10897325,0.0001
925461,29668,0.9,9,0.9,2.0974417e-06,0.092643976,0.0001
925632,29672,0.89,9,0.9,1.9708655e-06,0.08967505,0.0001
925803,29676,0.88,9,0.9,1.1437853e-06,0.07811649,0.0001
925979,29680,0.88,9,0.9,3.5323924e-06,0.09243199,0.0001
926155,29684,0.87,9,0.9,5.971246e-07,0.064261094,0.0001
926331,29688,0.89,9,0.9,1.1847684e-05,0.14445397,0.0001
926500,29692,0.88,9,0.9,9.906864e-06,0.15901068,0.0001
926667,29696,0.87,9,0.9,3.1128252e-06,0.08280864,0.0001
926837,29700,0.87,9,0.9,2.0602686e-06,0.09535905,0.0001
927013,29704,0.88,9,0.9,5.754521e-07,0.07240622,0.0001
927189,29708,0.88,9,0.9,5.9888494e-06,0.11141094,0.0001
927365,29712,0.88,9,0.9,2.7765752e-06,0.12377648,0.0001
927541,29716,0.89,9,0.9,2.8499035e-06,0.086909786,0.0001
927717,29720,0.88,9,0.9,3.93144e-06,0.09788136,0.0001
927893,29724,0.88,9,0.9,8.371778e-06,0.12557977,0.0001
928069,29728,0.88,9,0.9,8.760973e-06,0.13784195,0.0001
928245,29732,0.88,9,0.9,4.635958e-06,0.10834165,0.0001
928398,29736,0.87,9,0.9,2.4720234e-06,0.090837926,0.0001
928574,29740,0.87,9,0.9,2.2244988e-06,0.09908523,0.0001
928750,29744,0.87,9,0.9,6.2025247e-06,0.130271,0.0001
928915,29748,0.86,9,0.9,6.9627663e-07,0.07394612,0.0001
929085,29752,0.87,9,0.9,5.092278e-07,0.067031905,0.0001
929261,29756,0.88,9,0.9,6.8938425e-07,0.074347004,0.0001
929437,29760,0.88,9,0.9,1.3303087e-06,0.07212728,0.0001
929610,29764,0.87,9,0.9,7.703561e-06,0.11232986,0.0001
929786,29768,0.87,9,0.9,3.9616007e-06,0.10566976,0.0001
929962,29772,0.87,9,0.9,4.0971295e-06,0.11386127,0.0001
930138,29776,0.88,9,0.9,5.4890614e-07,0.06543722,0.0001
930314,29780,0.87,9,0.9,1.1358984e-05,0.14853242,0.0001
930490,29784,0.87,9,0.9,4.4755652e-07,0.060210373,0.0001
930666,29788,0.87,9,0.9,3.352249e-06,0.09359472,0.0001
930842,29792,0.88,9,0.9,1.0352651e-05,0.16079909,0.0001
931018,29796,0.89,9,0.9,5.397567e-07,0.0682568,0.0001
931194,29800,0.89,9,0.9,2.5175573e-06,0.10173666,0.0001
931370,29804,0.89,9,0.9,8.808116e-06,0.11512551,0.0001
931546,29808,0.89,9,0.9,3.987844e-07,0.058384567,0.0001
931722,29812,0.89,9,0.9,5.788155e-07,0.06513775,0.0001
931898,29816,0.87,9,0.9,4.3456984e-07,0.06490514,0.0001
932074,29820,0.88,9,0.9,7.4975283e-06,0.10360828,0.0001
932250,29824,0.87,9,0.9,6.5712084e-06,0.11681071,0.0001
932420,29828,0.86,9,0.9,4.6873574e-06,0.115704946,0.0001
932585,29832,0.85,9,0.8,2.4996898e-06,0.1030347,0.0001
932758,29836,0.85,9,0.8,2.683268e-07,0.048507012,0.0001
932934,29840,0.85,9,0.8,8.626979e-07,0.08532132,0.0001
933106,29844,0.83,9,0.8,2.513964e-07,0.048581555,0.0001
933282,29848,0.84,9,0.8,1.653319e-06,0.07272227,0.0001
933452,29852,0.84,9,0.8,8.98115e-07,0.07752313,0.0001
933628,29856,0.84,9,0.8,1.7988127e-06,0.112710856,0.0001
933804,29860,0.84,9,0.8,6.426976e-07,0.07383129,0.0001
933980,29864,0.86,9,0.9,3.3939305e-06,0.10408383,0.0001
934156,29868,0.86,9,0.9,4.096007e-06,0.09046325,0.0001
934332,29872,0.87,9,0.9,5.071338e-06,0.10423827,0.0001
934508,29876,0.86,9,0.9,5.089365e-06,0.11149804,0.0001
934684,29880,0.87,9,0.9,8.2677604e-07,0.07502527,0.0001
934860,29884,0.88,9,0.9,4.1491676e-06,0.102116935,0.0001
935036,29888,0.88,9,0.9,4.0096447e-07,0.05805101,0.0001
935212,29892,0.88,9,0.9,7.7433236e-07,0.06654985,0.0001
935388,29896,0.88,9,0.9,8.4275064e-07,0.07669265,0.0001
935564,29900,0.89,9,0.9,1.4630295e-05,0.17968576,0.0001
935740,29904,0.88,9,0.9,1.4457225e-06,0.074009895,0.0001
935916,29908,0.87,9,0.9,3.515868e-06,0.092187434,0.0001
936092,29912,0.88,9,0.9,1.3198892e-06,0.08386813,0.0001
936268,29916,0.9,9,0.9,3.2970229e-06,0.118748225,0.0001
936444,29920,0.9,9,0.9,1.1950906e-06,0.08757946,0.0001
936621,29924,0.91,9,0.9,1.14360655e-05,0.15679474,0.0001
936797,29928,0.92,9,0.9,1.2267213e-06,0.07562686,0.0001
936959,29932,0.92,9,0.9,4.068444e-06,0.0952246,0.0001
937135,29936,0.92,9,0.9,8.300227e-06,0.1459193,0.0001
937311,29940,0.92,9,0.9,5.0606445e-07,0.057236597,0.0001
937487,29944,0.94,9,0.9,4.269111e-06,0.10270527,0.0001
937663,29948,0.94,9,0.9,2.087633e-06,0.079069525,0.0001
937839,29952,0.95,9,0.9,4.4853905e-06,0.13964617,0.0001
938015,29956,0.95,9,0.9,1.1214478e-06,0.088208966,0.0001
938186,29960,0.93,9,0.9,5.7692966e-07,0.066372335,0.0001
938362,29964,0.92,9,0.9,1.2732078e-06,0.073304,0.0001
938538,29968,0.91,9,0.9,4.5523557e-06,0.110224865,0.0001
938714,29972,0.91,9,0.9,5.1198795e-06,0.09658493,0.0001
938890,29976,0.91,9,0.9,1.9054405e-06,0.10471999,0.0001
939066,29980,0.9,9,0.9,9.153002e-07,0.08101171,0.0001
