epoch,loss,val_loss
0,0.0017017073344646229,0.00112754069827497
1,0.0010157772365543577,0.0008899234725162387
2,0.0008537223644554615,0.0009975672289729118
3,0.000814498410322186,0.0007236712217330932
4,0.0007273741902680033,0.0006942579794675112
5,0.0006856976549141109,0.0006588231321424246
6,0.00065728262744637,0.0006296197336167097
7,0.0006329875474071337,0.000695451920107007
8,0.0006214830117196673,0.0005676916729658842
9,0.0005924777705222368,0.0005559922032058239
10,0.0005762101294990215,0.0005621295681223274
11,0.0005665060484988821,0.0005363160621374845
12,0.0005518878881509105,0.0006277190143242478
13,0.000556897662497229,0.0005137528143823146
14,0.0005505845791194588,0.0005143170889467001
15,0.0005394230299732751,0.0004939251089468599
16,0.0005151432915694184,0.0005067500917240978
17,0.0005143205013540056,0.0005126668382436037
18,0.000510369638265628,0.00047488318756222725
19,0.0005014346585505539,0.0005050332458689809
20,0.0004979914230863668,0.00046600385578349235
21,0.0004935393139823443,0.000474176231212914
22,0.000486405769828707,0.00045744220074266193
23,0.0004898070524084485,0.00045516794780269264
24,0.0004759993928484619,0.00045137120224535463
25,0.00047861686525348986,0.0004420300615951419
26,0.00047092282151699893,0.0004429584908299148
27,0.00046935831235928667,0.00045776661057025193
28,0.0004603575700480077,0.00043277103565633296
29,0.0004531406464779543,0.0004660425563342869
30,0.0004596379026822332,0.0004269945088773966
31,0.00045178011576127675,0.00046696328930556776
32,0.00045940591467337477,0.0004400552762672305
33,0.00046232790862106614,0.00041818350162357095
34,0.00044240605602454807,0.0004189368335530162
35,0.0004383672841617631,0.0004160367177799344
36,0.00043962751869112255,0.00042666915440931917
37,0.00044173338619681697,0.00041313576744869354
38,0.00044191164921244814,0.00041383708445355294
39,0.0004292368368452622,0.000408728963881731
40,0.00043082169185703,0.0004202246233820915
41,0.0004356346358855565,0.00041625839993357657
42,0.0004295702741170923,0.0004039023117162287
43,0.00042457790815581876,0.0004047743871808052
44,0.0004254805463987092,0.0004030659198760986
45,0.0004225406188103888,0.0004982248664833606
46,0.00042591582214873697,0.0004048281831666827
47,0.00041138382923478883,0.0007588503878563643
48,0.0004461949243468957,0.00039825510662049057
49,0.00042208797303028403,0.0004180453441105783
50,0.0004409436175547954,0.00039988350700587036
51,0.00041300461256048743,0.0004440628602169454
52,0.000421628618069614,0.00039659591661766173
53,0.00040229272891042963,0.00041755086593329906
54,0.00040588568457298807,0.0004409147209487855
55,0.0004076421047767831,0.00041310283467173574
56,0.00044103675404460064,0.00040695330863818526
57,0.0004247093837915195,0.0003992474635131657
58,0.00039846733677614897,0.00039858315270394084
59,0.00038964002314023676,0.0004039959650486708
60,0.00040220378642487857,0.00039573315996676683
61,0.0003944380602178474,0.00039637691807001827
62,0.0004188133237262567,0.0011074348889291287
63,0.0004247849541509317,0.0004042777353897691
64,0.0003890600374382403,0.00038982426868751645
65,0.00039944504332314765,0.0003924693789333105
66,0.00038391637557910546,0.0003959119763225317
67,0.00038101276540093953,0.0003924309529364109
68,0.0003814259370840672,0.00038928795382380487
69,0.0004013943024600546,0.0003907389007508755
70,0.00040372627990113366,0.000391565112862736
71,0.00040688384864479303,0.00039468535669147966
72,0.00039017578712147145,0.0003952124243602157
73,0.0003886766750779417,0.00038796577444300055
74,0.00038191286861999997,0.00038580892793834207
75,0.00038255215301695797,0.00038451566472649573
76,0.0003910796269826177,0.0003896420600824058
77,0.0003819819640006042,0.00041504768300801515
78,0.0003874394067770077,0.00038534896876662967
79,0.000376188455009833,0.0003846701054833829
80,0.00038472417883781925,0.0003853434379212558
81,0.0003973411146603111,0.0003868675755336881
82,0.00038585250118436913,0.0003926269410178065
83,0.00037038279086765315,0.00038454932002350686
84,0.0003723170652985573,0.00045183254778385164
85,0.0003757855204813596,0.00041679940158501267
86,0.0003758236817498174,0.0003816001946106553
87,0.00037302147917863397,0.00039658548273146155
88,0.0003634382633906272,0.0003814268620684743
89,0.0003666368981771585,0.00037813620138913394
90,0.0003816513198893517,0.00038096869569271804
91,0.0003651842825062987,0.0005807644477114081
92,0.0004637777150194678,0.00038308347314596175
93,0.0003891690978832129,0.00041048790141940116
94,0.000365782502397067,0.0003817446321249008
95,0.00036618645106338793,0.0003779254086315632
96,0.00035820319548559687,0.00037727318201214073
97,0.0003746955664155798,0.0003800335327163339
98,0.0004063979491798414,0.0003801425411365926
99,0.00037398353547064795,0.0003828306711278856
100,0.000358236118276707,0.00037654293067753314
101,0.00035526428648477627,0.00037430691085755825
102,0.00035231772677765953,0.00037955833692103626
103,0.0003815457072315945,0.0003815705332905054
104,0.0003714530872129318,0.000390511404722929
105,0.0003562843332170612,0.00040341438679024577
106,0.000353529007298251,0.00038324543591588737
107,0.00036122735048023364,0.0003784406542778015
108,0.0003607359080316706,0.00037893360350281
109,0.00035768674564444356,0.00048072643466293813
110,0.00037599245140122045,0.00038951186984777453
111,0.00035652380784870024,0.000417590899951756
112,0.0003595799110985051,0.0003718571925535798
113,0.0003529473401243902,0.00037597404485568406
114,0.0003472330077758266,0.00037242599725723264
115,0.0003478348194466283,0.0003705803070217371
116,0.00035789426827492814,0.0003717367460951209
117,0.00034979487613567877,0.0003701844397932291
118,0.0003533863964387112,0.00036956252194941043
119,0.0003582969254193207,0.0003811499553732574
