epoch,loss,val_loss
85,3.8965841287094524e-05,3.98617357293713e-05
86,3.789890616633469e-05,4.0182824126936286e-05
87,3.829913880901676e-05,3.851674179410717e-05
88,3.901278728009834e-05,4.0377067780354995e-05
89,3.7039266417757324e-05,4.675636716355156e-05
90,3.893529810155109e-05,3.7677517846330174e-05
91,3.690231442710178e-05,3.950488048657361e-05
92,3.7717017989007776e-05,3.7842945376825e-05
93,3.702664786459659e-05,3.8020944614092714e-05
94,3.672785901505483e-05,3.796977902109373e-05
95,3.561529233896484e-05,4.869029912192167e-05
96,3.6872944502299365e-05,3.578042684239335e-05
97,3.6351845636000905e-05,3.633247691646425e-05
98,3.654772297006365e-05,4.346777274299206e-05
99,3.4972418868198505e-05,4.428439668522009e-05
100,3.451858057635463e-05,3.524355566898723e-05
101,3.590746020451246e-05,3.4618442304134886e-05
102,3.54372038230024e-05,3.474466739539316e-05
103,3.494493178426817e-05,3.4511393556992214e-05
104,3.470190878336628e-05,3.418017604013181e-05
105,3.467041199464914e-05,3.399675008646833e-05
106,3.419489992486405e-05,4.293775171390735e-05
107,3.571169846206127e-05,3.419773257014135e-05
108,3.328663863983281e-05,4.2367618492183585e-05
109,3.40165671415305e-05,3.665329358126554e-05
110,3.341487552798181e-05,3.3150041571287956e-05
111,3.3470403310881616e-05,3.34625998705936e-05
112,3.3245087318470194e-05,3.4857996490447675e-05
113,3.368632088596415e-05,3.381810949779012e-05
114,3.2205079518866515e-05,3.2739415489939145e-05
115,3.4934262212230764e-05,3.639444311880248e-05
116,3.1495622684747944e-05,3.650730998035417e-05
117,3.356306959176436e-05,4.0841750192662905e-05
118,3.233519122277582e-05,3.613965306916119e-05
119,3.24876706100092e-05,3.1740711621953074e-05
