time_spent_exploring,episodes,mean_100rew,success_rate,mean_td_errors,current_lr,total_timesteps
2,49400,0.7,0.69,-0.023774903,0.0005,1549717
2,49500,0.7,0.72,0.0037656329,0.0005,1554028
2,49600,0.7,0.74,-0.029961264,0.0005,1558352
2,49700,0.7,0.71,0.0026806127,0.0005,1562690
2,49800,0.7,0.65,0.0050101597,0.0005,1567016
2,49900,0.6,0.6,0.027389843,0.0005,1571355
2,50000,0.7,0.66,0.03706806,0.0005,1575690
2,50100,0.7,0.67,-0.0278227,0.0005,1580015
2,50200,0.8,0.77,0.035177767,0.0005,1584301
2,50300,0.7,0.69,0.03913939,0.0005,1588681
2,50400,0.7,0.73,0.013437526,0.0005,1593012
2,50500,0.7,0.73,0.040519595,0.0005,1597407
2,50600,0.8,0.77,-0.018153196,0.0005,1601760
2,50700,0.7,0.69,-0.01083671,0.0005,1606063
2,50800,0.6,0.6,0.009968299,0.0005,1610376
2,50900,0.6,0.56,-0.059678055,0.0005,1614629
2,51000,0.7,0.7,0.00012213318,0.0005,1618985
2,51100,0.7,0.7,-0.022072569,0.0005,1623320
2,51200,0.7,0.72,0.05118309,0.0005,1627625
2,51300,0.8,0.77,-0.002520021,0.0005,1631969
2,51400,0.8,0.8,0.07406881,0.0005,1636287
2,51500,0.6,0.64,0.0144274775,0.0005,1640604
2,51600,0.6,0.61,0.029695237,0.0005,1644913
2,51700,0.6,0.62,0.007203009,0.0005,1649269
2,51800,0.4,0.36,-0.03826572,0.0005,1653571
2,51900,0.5,0.54,0.045769624,0.0005,1657842
2,52000,0.5,0.54,-0.0075866897,0.0005,1662080
2,52100,0.5,0.53,0.037693888,0.0005,1666283
2,52200,0.5,0.51,-0.0023798319,0.0005,1670568
2,52300,0.7,0.66,-0.0282345,0.0005,1674901
2,52400,0.8,0.75,0.011597939,0.0005,1679253
2,52500,0.6,0.57,0.030486925,0.0005,1683537
2,52600,0.6,0.63,-0.0016865553,0.0005,1687836
2,52700,0.7,0.65,-0.0075961156,0.0005,1692097
2,52800,0.5,0.54,-0.038945857,0.0005,1696369
2,52900,0.6,0.56,-0.041400567,0.0005,1700629
2,53000,0.6,0.62,0.026813505,0.0005,1704884
2,53100,0.6,0.55,0.054343037,0.0005,1709206
2,53200,0.5,0.53,-0.011856461,0.0005,1713541
2,53300,0.5,0.46,-0.032721136,0.0005,1717823
2,53400,0.5,0.49,-0.045191757,0.0005,1722082
2,53500,0.7,0.68,-0.008862961,0.0005,1726396
2,53600,0.8,0.75,-0.039498366,0.0005,1730767
2,53700,0.7,0.73,0.021101838,0.0005,1735110
2,53800,0.7,0.67,0.011325026,0.0005,1739416
2,53900,0.6,0.56,0.013159211,0.0005,1743745
2,54000,0.7,0.74,0.00621893,0.0005,1748108
2,54100,0.4,0.44,-0.015044497,0.0005,1752294
2,54200,0.5,0.54,0.012590479,0.0005,1756532
2,54300,0.8,0.76,0.017839031,0.0005,1760903
2,54400,0.7,0.72,0.02907055,0.0005,1765198
2,54500,0.7,0.66,0.02816785,0.0005,1769455
2,54600,0.8,0.75,-0.0015508262,0.0005,1773809
2,54700,0.8,0.75,0.012178925,0.0005,1778174
2,54800,0.7,0.71,-0.01179844,0.0005,1782499
2,54900,0.7,0.66,-0.008569267,0.0005,1786859
2,55000,0.5,0.5,0.026804024,0.0005,1791109
2,55100,0.7,0.74,0.026917528,0.0005,1795469
2,55200,0.7,0.67,0.0025905017,0.0005,1799803
2,55300,0.6,0.63,-0.0039979992,0.0005,1804111
2,55400,0.5,0.53,0.014296854,0.0005,1808351
2,55500,0.5,0.52,0.025512502,0.0005,1812740
2,55600,0.6,0.59,0.07157059,0.0005,1817112
2,55700,0.7,0.71,-0.019782025,0.0005,1821430
2,55800,0.7,0.68,0.030527636,0.0005,1825795
2,55900,0.8,0.76,-0.032200947,0.0005,1830098
2,56000,0.7,0.73,0.04646547,0.0005,1834467
2,56100,0.7,0.7,-0.011030291,0.0005,1838821
2,56200,0.7,0.71,0.032134354,0.0005,1843215
2,56300,0.7,0.68,-0.01933603,0.0005,1847569
2,56400,0.6,0.63,0.04380892,0.0005,1851897
2,56500,0.6,0.55,0.022298308,0.0005,1856194
2,56600,0.5,0.47,0.022722265,0.0005,1860508
2,56700,0.4,0.44,-0.011088631,0.0005,1864817
2,56800,0.3,0.26,-0.04954099,0.0005,1868918
2,56900,0.7,0.67,0.0280252,0.0005,1873268
2,57000,0.6,0.55,0.029576931,0.0005,1877631
2,57100,0.7,0.69,0.018856749,0.0005,1881998
2,57200,0.8,0.76,0.066669285,0.0005,1886334
2,57300,0.8,0.8,-0.031311907,0.0005,1890690
2,57400,0.8,0.81,-0.025727063,0.0005,1895069
2,57500,0.7,0.66,-0.017061474,0.0005,1899451
2,57600,0.7,0.68,0.016763069,0.0005,1903807
2,57700,0.8,0.76,0.02879289,0.0005,1908191
2,57800,0.8,0.78,0.016288567,0.0005,1912538
2,57900,0.7,0.67,0.008807846,0.0005,1916832
2,58000,0.5,0.53,0.0057553574,0.0005,1921142
2,58100,0.4,0.38,0.017132554,0.0005,1925396
2,58200,0.7,0.65,-0.0015856461,0.0005,1929702
2,58300,0.8,0.76,0.0030151252,0.0005,1934046
2,58400,0.8,0.75,-0.0061956747,0.0005,1938423
2,58500,0.7,0.66,0.028601425,0.0005,1942743
2,58600,0.6,0.64,0.009660099,0.0005,1947136
2,58700,0.7,0.73,0.03093711,0.0005,1951467
2,58800,0.5,0.53,0.008132849,0.0005,1955800
2,58900,0.4,0.4,-0.0048524104,0.0005,1960051
2,59000,0.3,0.28,0.018212462,0.0005,1964375
2,59100,0.6,0.6,-0.021452136,0.0005,1968710
2,59200,0.5,0.5,0.011723412,0.0005,1972995
2,59300,0.5,0.53,0.07491207,0.0005,1977340
2,59400,0.6,0.63,0.032256063,0.0005,1981698
2,59500,0.7,0.69,0.015181802,0.0005,1986024
2,59600,0.7,0.71,0.03319131,0.0005,1990357
2,59700,0.6,0.6,0.034818314,0.0005,1994670
2,59800,0.7,0.66,0.043430574,0.0005,1998937
2,59900,0.6,0.55,-0.018790778,0.0005,2003172
2,60000,0.5,0.46,-0.024380943,0.0005,2007397
2,60100,0.6,0.59,0.015791634,0.0005,2011633
2,60200,0.6,0.6,0.027017191,0.0005,2015987
2,60300,0.6,0.55,0.029002156,0.0005,2020334
2,60400,0.7,0.74,0.009760959,0.0005,2024696
2,60500,0.7,0.65,-0.0035352372,0.0005,2029021
2,60600,0.7,0.7,-0.00018033944,0.0005,2033408
2,60700,0.7,0.68,0.01475848,0.0005,2037789
2,60800,0.7,0.74,-0.013810167,0.0005,2042151
2,60900,0.8,0.8,0.016927462,0.0005,2046488
2,61000,0.7,0.65,0.029891923,0.0005,2050856
2,61100,0.8,0.81,0.004789439,0.0005,2055225
2,61200,0.6,0.64,0.027842937,0.0005,2059546
2,61300,0.7,0.67,0.051142707,0.0005,2063872
2,61400,0.7,0.65,0.015999645,0.0005,2068220
2,61500,0.4,0.42,0.00016499264,0.0005,2072546
2,61600,0.3,0.29,-0.030459156,0.0005,2076735
2,61700,0.4,0.41,-0.010470251,0.0005,2080889
2,61800,0.6,0.6,0.0349797,0.0005,2085227
2,61900,0.5,0.51,0.005262459,0.0005,2089552
2,62000,0.3,0.27,0.026056867,0.0005,2093898
2,62100,0.1,0.15,-0.022892652,0.0005,2098260
2,62200,0.1,0.15,0.041933663,0.0005,2102546
2,62300,0.3,0.26,-0.018064633,0.0005,2106610
2,62400,0.2,0.23,0.016334262,0.0005,2110665
2,62500,0.3,0.28,0.034521148,0.0005,2114825
2,62600,0.3,0.26,0.021744909,0.0005,2118964
2,62700,0.4,0.4,0.012978951,0.0005,2123274
2,62800,0.5,0.47,-0.02626437,0.0005,2127531
2,62900,0.4,0.38,0.045454267,0.0005,2131835
2,63000,0.5,0.54,-0.043294683,0.0005,2136122
2,63100,0.5,0.53,0.03432966,0.0005,2140468
2,63200,0.3,0.35,-0.016636867,0.0005,2144696
2,63300,0.5,0.52,0.03959629,0.0005,2148980
2,63400,0.6,0.59,0.040055558,0.0005,2153316
2,63500,0.6,0.55,-0.0329927,0.0005,2157661
2,63600,0.6,0.55,0.05914449,0.0005,2161973
2,63700,0.5,0.53,-0.0007853103,0.0005,2166285
2,63800,0.5,0.49,0.019410383,0.0005,2170586
2,63900,0.5,0.47,-0.012291957,0.0005,2174813
2,64000,0.4,0.44,0.01168232,0.0005,2179086
2,64100,0.6,0.56,-0.02608832,0.0005,2183429
2,64200,0.6,0.61,0.01744746,0.0005,2187754
2,64300,0.6,0.55,0.0012773615,0.0005,2192071
2,64400,0.8,0.77,-0.026726054,0.0005,2196452
2,64500,0.7,0.72,0.04818264,0.0005,2200829
2,64600,0.7,0.69,0.0064650928,0.0005,2205163
2,64700,0.7,0.72,-0.017153613,0.0005,2209552
2,64800,0.6,0.58,0.022284023,0.0005,2213941
2,64900,0.6,0.57,0.009083118,0.0005,2218226
2,65000,0.5,0.54,-0.014959548,0.0005,2222469
2,65100,0.5,0.51,0.016406534,0.0005,2226790
2,65200,0.5,0.51,0.000668874,0.0005,2231026
2,65300,0.6,0.57,-0.018397223,0.0005,2235221
2,65400,0.6,0.57,0.04054065,0.0005,2239434
2,65500,0.7,0.73,0.016037045,0.0005,2243794
2,65600,0.8,0.78,-0.0037498735,0.0005,2248153
2,65700,0.5,0.52,-0.006969181,0.0005,2252422
2,65800,0.5,0.51,0.0043594465,0.0005,2256671
2,65900,0.6,0.6,0.013857655,0.0005,2261033
2,66000,0.6,0.62,0.04935179,0.0005,2265409
2,66100,0.6,0.64,0.03971237,0.0005,2269772
2,66200,0.7,0.72,0.016400475,0.0005,2274108
2,66300,0.6,0.64,0.022124859,0.0005,2278445
2,66400,0.5,0.5,0.016577028,0.0005,2282740
2,66500,0.6,0.57,-0.056789257,0.0005,2286977
2,66600,0.6,0.61,-0.00669041,0.0005,2291291
2,66700,0.5,0.54,-0.0072368346,0.0005,2295625
2,66800,0.8,0.76,0.03672046,0.0005,2299951
2,66900,0.6,0.62,-0.067964725,0.0005,2304298
2,67000,0.7,0.7,-0.023204789,0.0005,2308589
2,67100,0.8,0.79,0.018118555,0.0005,2312924
2,67200,0.7,0.71,-0.012362914,0.0005,2317291
2,67300,0.6,0.61,-0.0077774087,0.0005,2321645
2,67400,0.8,0.77,0.0057020904,0.0005,2326009
2,67500,0.4,0.42,-0.0008738488,0.0005,2330342
2,67600,0.5,0.46,-0.012395837,0.0005,2334562
2,67700,0.6,0.64,-0.0030596303,0.0005,2338773
2,67800,0.7,0.67,-0.0283034,0.0005,2343112
2,67900,0.7,0.72,0.011037637,0.0005,2347452
2,68000,0.7,0.71,0.023711648,0.0005,2351816
2,68100,0.7,0.74,0.043718964,0.0005,2356188
2,68200,0.6,0.62,0.047022328,0.0005,2360553
2,68300,0.7,0.69,-0.011909434,0.0005,2364898
2,68400,0.6,0.63,0.021073513,0.0005,2369146
2,68500,0.6,0.61,0.005150443,0.0005,2373482
2,68600,0.7,0.67,0.014478778,0.0005,2377813
2,68700,0.1,0.07,0.09989518,0.0005,2382169
2,68800,0.1,0.05,0.024481568,0.0005,2386332
2,68900,0.2,0.18,-0.0021404987,0.0005,2390364
2,69000,0.5,0.5,-0.003900087,0.0005,2394647
2,69100,0.8,0.78,0.05628675,0.0005,2398965
2,69200,0.8,0.77,0.046168763,0.0005,2403346
2,69300,0.6,0.61,0.0011692885,0.0005,2407625
2,69400,0.7,0.7,0.051110223,0.0005,2411963
2,69500,0.7,0.74,0.06331979,0.0005,2416337
2,69600,0.7,0.66,-0.00615545,0.0005,2420702
2,69700,0.7,0.7,0.09022922,0.0005,2425069
2,69800,0.6,0.57,-0.050524246,0.0005,2429419
2,69900,0.7,0.69,0.0073713604,0.0005,2433784
2,70000,0.3,0.33,0.010542773,0.0005,2438068
2,70100,0.5,0.49,0.046724692,0.0005,2442248
2,70200,0.6,0.55,0.06604651,0.0005,2446469
2,70300,0.6,0.59,0.00863234,0.0005,2450766
2,70400,0.5,0.53,0.005751865,0.0005,2455101
2,70500,0.5,0.47,0.026495442,0.0005,2459459
2,70600,0.6,0.55,-0.024194807,0.0005,2463777
2,70700,0.6,0.61,0.05673318,0.0005,2468158
2,70800,0.7,0.71,0.025411457,0.0005,2472472
2,70900,0.7,0.66,0.038971387,0.0005,2476765
2,71000,0.6,0.64,-0.012370044,0.0005,2481092
2,71100,0.8,0.75,-0.023903579,0.0005,2485460
2,71200,0.7,0.67,0.031580485,0.0005,2489770
2,71300,0.7,0.71,-0.080797724,0.0005,2494084
2,71400,0.7,0.72,-0.009549271,0.0005,2498414
2,71500,0.7,0.68,0.0113008525,0.0005,2502723
2,71600,0.7,0.7,0.027885735,0.0005,2507034
2,71700,0.7,0.7,0.039136846,0.0005,2511372
2,71800,0.8,0.79,0.024643918,0.0005,2515746
2,71900,0.8,0.81,0.069919154,0.0005,2520116
2,72000,0.8,0.77,-0.0031355526,0.0005,2524458
2,72100,0.7,0.74,-0.00020371936,0.0005,2528850
2,72200,0.5,0.5,-0.010552857,0.0005,2533162
2,72300,0.5,0.53,0.014351818,0.0005,2537457
2,72400,0.8,0.77,0.06305583,0.0005,2541820
2,72500,0.7,0.68,-0.008474824,0.0005,2546159
2,72600,0.8,0.76,0.03723783,0.0005,2550528
2,72700,0.7,0.71,0.015834462,0.0005,2554847
2,72800,0.8,0.82,0.055571668,0.0005,2559184
2,72900,0.7,0.68,-0.0040735975,0.0005,2563415
2,73000,0.7,0.65,-0.017535765,0.0005,2567778
2,73100,0.8,0.81,-0.024475887,0.0005,2572140
2,73200,0.7,0.68,-0.030949935,0.0005,2576434
2,73300,0.8,0.81,-0.037970893,0.0005,2580783
2,73400,0.7,0.73,0.031615324,0.0005,2585102
2,73500,0.7,0.66,0.050061174,0.0005,2589322
2,73600,0.7,0.73,-0.0047590053,0.0005,2593681
2,73700,0.8,0.81,-0.06026036,0.0005,2598036
2,73800,0.7,0.68,0.0055485647,0.0005,2602376
2,73900,0.8,0.75,0.042582266,0.0005,2606704
2,74000,0.6,0.64,0.010818022,0.0005,2610978
2,74100,0.6,0.64,0.04020131,0.0005,2615221
2,74200,0.7,0.72,0.04443847,0.0005,2619535
2,74300,0.7,0.72,-0.010829877,0.0005,2623822
2,74400,0.7,0.68,0.056335032,0.0005,2628153
2,74500,0.6,0.64,0.015356997,0.0005,2632494
2,74600,0.7,0.71,-0.0135221975,0.0005,2636828
2,74700,0.7,0.69,0.025956938,0.0005,2641171
2,74800,0.7,0.66,-0.030373666,0.0005,2645489
2,74900,0.6,0.55,-0.004750507,0.0005,2649805
2,75000,0.6,0.62,0.040439665,0.0005,2654084
2,75100,0.7,0.68,-0.0099386275,0.0005,2658411
2,75200,0.8,0.78,-0.011346691,0.0005,2662756
2,75300,0.8,0.79,0.034978334,0.0005,2667131
2,75400,0.7,0.72,0.05625567,0.0005,2671475
2,75500,0.8,0.79,-0.010689422,0.0005,2675837
2,75600,0.7,0.74,0.035507806,0.0005,2680204
2,75700,0.7,0.73,-0.027493283,0.0005,2684524
2,75800,0.8,0.79,-0.018037062,0.0005,2688867
2,75900,0.7,0.71,0.011957714,0.0005,2693192
2,76000,0.8,0.75,-0.0068087657,0.0005,2697502
2,76100,0.7,0.72,-0.0064207353,0.0005,2701839
2,76200,0.6,0.63,-0.027554192,0.0005,2706153
2,76300,0.7,0.69,0.04031439,0.0005,2710469
2,76400,0.7,0.72,-0.0068028327,0.0005,2714716
2,76500,0.8,0.75,0.029935291,0.0005,2719072
2,76600,0.8,0.78,0.019432513,0.0005,2723421
2,76700,0.7,0.7,0.0002613254,0.0005,2727749
2,76800,0.8,0.75,-0.008086862,0.0005,2732088
2,76900,0.7,0.7,0.0012776395,0.0005,2736390
2,77000,0.7,0.7,0.02842488,0.0005,2740714
2,77100,0.7,0.7,-0.022916943,0.0005,2745022
2,77200,0.6,0.6,0.049613725,0.0005,2749267
2,77300,0.8,0.78,0.038870715,0.0005,2753616
2,77400,0.8,0.75,-0.025132623,0.0005,2757967
2,77500,0.6,0.63,0.03007219,0.0005,2762285
2,77600,0.7,0.71,-0.014281722,0.0005,2766626
2,77700,0.6,0.57,0.016359424,0.0005,2770932
2,77800,0.5,0.52,-0.025484402,0.0005,2775255
2,77900,0.5,0.54,0.039541483,0.0005,2779475
2,78000,0.7,0.7,-0.012779901,0.0005,2783822
2,78100,0.7,0.68,0.0014130566,0.0005,2788159
2,78200,0.7,0.74,-0.023091365,0.0005,2792471
2,78300,0.8,0.78,0.03489372,0.0005,2796831
2,78400,0.8,0.75,-0.0064146463,0.0005,2801171
2,78500,0.8,0.76,0.06167262,0.0005,2805531
2,78600,0.7,0.72,0.041414067,0.0005,2809838
2,78700,0.8,0.77,0.06701693,0.0005,2814195
2,78800,0.5,0.48,-0.017252684,0.0005,2818388
2,78900,0.8,0.77,0.0061244015,0.0005,2822694
2,79000,0.8,0.79,0.06650872,0.0005,2827001
2,79100,0.8,0.77,0.060489178,0.0005,2831368
2,79200,0.8,0.82,0.040248267,0.0005,2835698
2,79300,0.8,0.79,0.008324537,0.0005,2840019
2,79400,0.8,0.8,-0.024146408,0.0005,2844332
2,79500,0.8,0.75,0.07213922,0.0005,2848687
2,79600,0.8,0.8,0.030879486,0.0005,2853060
2,79700,0.7,0.72,0.0055268724,0.0005,2857368
2,79800,0.7,0.68,0.022840463,0.0005,2861723
2,79900,0.7,0.74,-0.0039254855,0.0005,2866108
2,80000,0.8,0.78,-0.040266268,0.0005,2870416
2,80100,0.8,0.77,0.022154674,0.0005,2874778
2,80200,0.7,0.65,0.05701095,0.0005,2879033
2,80300,0.7,0.67,0.030927386,0.0005,2883400
2,80400,0.7,0.71,0.076940805,0.0005,2887731
2,80500,0.6,0.64,0.022076786,0.0005,2892074
2,80600,0.7,0.65,-0.0023667738,0.0005,2896414
2,80700,0.8,0.81,0.016993582,0.0005,2900786
2,80800,0.7,0.69,0.046092104,0.0005,2905098
2,80900,0.7,0.67,0.07885933,0.0005,2909401
2,81000,0.8,0.77,-0.015113499,0.0005,2913697
2,81100,0.7,0.72,0.04158017,0.0005,2917974
2,81200,0.7,0.68,0.016197165,0.0005,2922268
2,81300,0.7,0.69,0.031351134,0.0005,2926558
2,81400,0.6,0.63,0.027705356,0.0005,2930857
2,81500,0.6,0.62,0.0027562631,0.0005,2935198
2,81600,0.7,0.71,-0.028248562,0.0005,2939521
2,81700,0.5,0.5,0.0023864731,0.0005,2943800
2,81800,0.7,0.67,0.005375904,0.0005,2948076
2,81900,0.5,0.47,0.008612923,0.0005,2952389
2,82000,0.6,0.55,0.042058565,0.0005,2956690
2,82100,0.6,0.55,0.057476066,0.0005,2961008
2,82200,0.7,0.68,-0.010162535,0.0005,2965356
2,82300,0.6,0.56,0.04556425,0.0005,2969676
2,82400,0.5,0.48,0.030208766,0.0005,2973913
2,82500,0.4,0.41,0.06177473,0.0005,2978112
2,82600,0.5,0.54,-0.008119593,0.0005,2982377
2,82700,0.8,0.79,-0.015778856,0.0005,2986735
2,82800,0.7,0.69,0.04310066,0.0005,2991052
2,82900,0.7,0.66,0.07879679,0.0005,2995373
2,83000,0.7,0.7,0.012239337,0.0005,2999767
2,83100,0.7,0.71,-0.0076776817,0.0005,3004106
2,83200,0.6,0.6,0.007047397,0.0005,3008413
2,83300,0.7,0.68,0.014539089,0.0005,3012729
2,83400,0.7,0.72,0.044672415,0.0005,3017064
2,83500,0.8,0.81,0.0062449835,0.0005,3021416
2,83600,0.7,0.72,0.01156777,0.0005,3025705
2,83700,0.5,0.54,0.020587182,0.0005,3029951
2,83800,0.6,0.62,0.005440902,0.0005,3034242
2,83900,0.6,0.57,0.010889692,0.0005,3038547
2,84000,0.6,0.63,0.02861728,0.0005,3042887
2,84100,0.6,0.64,-0.0046592685,0.0005,3047143
2,84200,0.4,0.42,-0.01800302,0.0005,3051330
2,84300,0.4,0.36,0.088968374,0.0005,3055509
2,84400,0.4,0.4,-0.016179945,0.0005,3059757
2,84500,0.6,0.64,0.0077310037,0.0005,3064038
2,84600,0.7,0.7,-0.025842912,0.0005,3068342
2,84700,0.7,0.73,0.026106423,0.0005,3072698
2,84800,0.8,0.76,0.052519444,0.0005,3077054
2,84900,0.7,0.7,-0.0037488518,0.0005,3081433
2,85000,0.8,0.81,0.023603335,0.0005,3085814
2,85100,0.7,0.68,0.029816775,0.0005,3090115
2,85200,0.6,0.64,-0.010881294,0.0005,3094392
2,85300,0.8,0.77,-0.013490189,0.0005,3098707
2,85400,0.7,0.7,0.029947575,0.0005,3103026
2,85500,0.8,0.79,0.0062230397,0.0005,3107319
2,85600,0.6,0.64,0.03461387,0.0005,3111622
2,85700,0.7,0.66,0.012601277,0.0005,3115901
2,85800,0.7,0.71,-0.022253864,0.0005,3120225
2,85900,0.7,0.69,-0.016545875,0.0005,3124507
2,86000,0.7,0.7,0.08190836,0.0005,3128828
2,86100,0.7,0.68,0.018398996,0.0005,3133116
2,86200,0.8,0.78,0.009156605,0.0005,3137456
2,86300,0.7,0.73,0.0032361355,0.0005,3141840
2,86400,0.7,0.72,-0.05874131,0.0005,3146163
2,86500,0.8,0.75,0.00094568124,0.0005,3150490
2,86600,0.7,0.72,0.047288172,0.0005,3154815
2,86700,0.7,0.65,0.07215303,0.0005,3159122
2,86800,0.7,0.68,-0.035982408,0.0005,3163432
2,86900,0.5,0.53,0.008900367,0.0005,3167806
2,87000,0.6,0.58,0.06267766,0.0005,3172111
2,87100,0.6,0.58,0.0044495445,0.0005,3176400
2,87200,0.4,0.42,-0.01254864,0.0005,3180631
2,87300,0.5,0.54,0.026125005,0.0005,3184932
2,87400,0.6,0.57,-0.0130583765,0.0005,3189250
2,87500,0.6,0.61,0.039607085,0.0005,3193596
2,87600,0.7,0.68,0.029540477,0.0005,3197931
2,87700,0.6,0.55,0.04569006,0.0005,3202168
2,87800,0.7,0.66,0.034563947,0.0005,3206487
2,87900,0.6,0.64,-0.0011164257,0.0005,3210734
2,88000,0.5,0.53,-0.00034943037,0.0005,3215007
2,88100,0.4,0.39,0.016488347,0.0005,3219151
2,88200,0.6,0.55,0.06530152,0.0005,3223420
2,88300,0.7,0.66,0.025695343,0.0005,3227681
2,88400,0.5,0.53,0.030885793,0.0005,3231886
2,88500,0.7,0.66,0.0012128637,0.0005,3236172
2,88600,0.6,0.63,0.030114926,0.0005,3240540
2,88700,0.8,0.77,0.011235971,0.0005,3244883
2,88800,0.7,0.68,-0.0016857479,0.0005,3249191
2,88900,0.6,0.59,0.015184725,0.0005,3253499
2,89000,0.5,0.49,-0.044491485,0.0005,3257700
2,89100,0.5,0.5,0.030331226,0.0005,3261943
2,89200,0.4,0.39,-0.02847517,0.0005,3266235
2,89300,0.6,0.55,0.046340875,0.0005,3270453
2,89400,0.5,0.49,0.02708114,0.0005,3274696
2,89500,0.6,0.61,0.017035393,0.0005,3278989
2,89600,0.4,0.42,0.032742236,0.0005,3283215
2,89700,0.6,0.59,0.034165848,0.0005,3287511
2,89800,0.7,0.7,0.031751823,0.0005,3291801
2,89900,0.8,0.76,0.0093668215,0.0005,3296170
2,90000,0.6,0.63,0.022357043,0.0005,3300479
2,90100,0.6,0.61,-0.0040666834,0.0005,3304809
2,90200,0.7,0.73,-0.015734268,0.0005,3309168
2,90300,0.8,0.76,-0.012318553,0.0005,3313518
2,90400,0.6,0.64,0.05957407,0.0005,3317829
2,90500,0.6,0.58,0.0069742748,0.0005,3322089
2,90600,0.5,0.5,-8.7053515e-05,0.0005,3326348
2,90700,0.6,0.6,-0.012381726,0.0005,3330608
2,90800,0.7,0.66,0.020033494,0.0005,3334867
2,90900,0.8,0.83,0.035463005,0.0005,3339203
2,91000,0.8,0.75,0.004348511,0.0005,3343524
2,91100,0.7,0.73,0.034870893,0.0005,3347879
2,91200,0.6,0.64,0.031359296,0.0005,3352156
2,91300,0.7,0.73,-0.001259259,0.0005,3356437
2,91400,0.7,0.74,-0.010315619,0.0005,3360796
2,91500,0.7,0.65,0.035406854,0.0005,3365178
2,91600,0.7,0.72,0.020744335,0.0005,3369547
2,91700,0.7,0.72,0.050833568,0.0005,3373890
2,91800,0.6,0.64,-0.00877044,0.0005,3378201
2,91900,0.5,0.54,-0.008929782,0.0005,3382448
2,92000,0.8,0.75,0.028619949,0.0005,3386766
2,92100,0.6,0.57,0.04105612,0.0005,3391043
2,92200,0.7,0.7,0.047672562,0.0005,3395316
2,92300,0.7,0.74,0.010933887,0.0005,3399664
2,92400,0.7,0.74,-0.011479891,0.0005,3404016
2,92500,0.7,0.72,-0.013334567,0.0005,3408341
2,92600,0.8,0.82,0.035543874,0.0005,3412705
2,92700,0.8,0.76,0.012700376,0.0005,3417045
2,92800,0.7,0.73,0.04473993,0.0005,3421385
2,92900,0.7,0.74,0.028234243,0.0005,3425759
2,93000,0.6,0.63,-0.010942039,0.0005,3430060
2,93100,0.7,0.68,0.021123834,0.0005,3434364
2,93200,0.6,0.61,0.003618488,0.0005,3438611
2,93300,0.8,0.76,-0.021388367,0.0005,3442886
2,93400,0.6,0.56,0.002137213,0.0005,3447173
2,93500,0.8,0.77,0.013418276,0.0005,3451498
2,93600,0.8,0.75,0.011740232,0.0005,3455824
2,93700,0.8,0.76,-0.012005627,0.0005,3460130
2,93800,0.6,0.64,-0.032407902,0.0005,3464427
2,93900,0.8,0.79,0.011958145,0.0005,3468787
2,94000,0.7,0.72,0.032371975,0.0005,3473121
2,94100,0.7,0.74,0.06404162,0.0005,3477432
2,94200,0.7,0.69,0.007622933,0.0005,3481754
2,94300,0.6,0.61,-0.047786463,0.0005,3485989
2,94400,0.7,0.65,0.0077793645,0.0005,3490229
2,94500,0.7,0.67,0.011511888,0.0005,3494473
2,94600,0.7,0.73,0.01549576,0.0005,3498761
2,94700,0.7,0.68,0.05057684,0.0005,3503051
2,94800,0.7,0.73,-0.023299333,0.0005,3507382
2,94900,0.7,0.65,0.04171602,0.0005,3511663
2,95000,0.8,0.77,0.010769385,0.0005,3516018
2,95100,0.7,0.7,0.02279343,0.0005,3520372
2,95200,0.6,0.58,0.05204155,0.0005,3524651
2,95300,0.5,0.52,0.027952619,0.0005,3528915
2,95400,0.7,0.68,0.040809482,0.0005,3533220
2,95500,0.6,0.57,-0.012472784,0.0005,3537517
2,95600,0.7,0.69,-0.032892186,0.0005,3541814
2,95700,0.5,0.54,0.010213467,0.0005,3546125
2,95800,0.6,0.57,0.03991709,0.0005,3550379
2,95900,0.7,0.67,0.013172112,0.0005,3554605
2,96000,0.6,0.61,-0.0394881,0.0005,3558890
2,96100,0.8,0.75,0.03277078,0.0005,3563246
2,96200,0.8,0.78,0.006969437,0.0005,3567590
2,96300,0.9,0.86,-0.014717887,0.0005,3571938
2,96400,0.8,0.76,-0.00956627,0.0005,3576260
2,96500,0.7,0.73,0.022781048,0.0005,3580629
2,96600,0.7,0.66,0.025663018,0.0005,3584991
2,96700,0.7,0.65,0.038809538,0.0005,3589369
2,96800,0.8,0.78,0.039069876,0.0005,3593723
2,96900,0.8,0.76,0.030409064,0.0005,3598042
2,97000,0.7,0.71,0.11608866,0.0005,3602312
2,97100,0.7,0.67,0.011677016,0.0005,3606582
2,97200,0.7,0.68,0.039557215,0.0005,3610915
2,97300,0.7,0.69,0.017587114,0.0005,3615212
2,97400,0.6,0.63,0.0097833425,0.0005,3619561
2,97500,0.7,0.68,0.03878429,0.0005,3623898
2,97600,0.7,0.68,0.01070871,0.0005,3628215
2,97700,0.7,0.71,0.017023224,0.0005,3632604
2,97800,0.7,0.68,0.0661726,0.0005,3636940
2,97900,0.7,0.67,-0.000694206,0.0005,3641193
2,98000,0.7,0.69,0.035744518,0.0005,3645550
2,98100,0.6,0.61,0.06143062,0.0005,3649836
2,98200,0.7,0.69,-0.010914097,0.0005,3654151
