#{"t_start": 1596974959.4286354, "env_id": "gripper-env-v0"}
r,s,l,c,timesteps,t
0.0,0.11206896551724138,16,0.0,1928,62.660553
0.0,0.1111111111111111,17,0.0,1945,63.202291
0.0,0.11016949152542373,9,0.0,1954,63.521396
1.0,0.11764705882352941,23,0.0,1977,64.312755
0.0,0.11666666666666667,22,0.0,1999,64.966936
0.0,0.11570247933884298,16,0.0,2015,65.515958
0.0,0.11475409836065574,22,0.0,2037,66.237043
1.0,0.12195121951219512,22,0.0,2059,68.722631
1.0,0.12903225806451613,22,0.0,2081,69.862495
0.0,0.128,9,0.0,2090,70.20566
0.0,0.12698412698412698,22,0.0,2112,70.850423
0.0,0.12598425196850394,22,0.0,2134,74.061877
0.0,0.125,3,0.0,2137,74.252028
0.0,0.12403100775193798,22,0.0,2159,74.853654
1.0,0.13076923076923078,22,0.0,2181,75.664263
0.0,0.1297709923664122,22,0.0,2203,76.538232
0.0,0.12878787878787878,22,0.0,2225,77.2358
0.0,0.12781954887218044,16,0.0,2241,77.74319
0.0,0.12686567164179105,16,0.0,2257,78.416467
0.0,0.1259259259259259,22,0.0,2279,79.099831
1.0,0.1323529411764706,22,0.0,2301,79.798995
0.0,0.13138686131386862,14,0.0,2315,80.272973
0.0,0.13043478260869565,23,0.0,2338,81.046439
0.0,0.12949640287769784,23,0.0,2361,81.67594
0.0,0.12857142857142856,16,0.0,2377,82.243422
0.0,0.1276595744680851,16,0.0,2393,82.742989
0.0,0.1267605633802817,22,0.0,2415,83.408734
0.0,0.1258741258741259,18,0.0,2433,84.022288
1.0,0.13194444444444445,22,0.0,2455,84.743552
0.0,0.1310344827586207,22,0.0,2477,85.459107
0.0,0.13013698630136986,22,0.0,2499,86.042343
0.0,0.1292517006802721,10,0.0,2509,86.838819
0.0,0.12837837837837837,22,0.0,2531,87.512871
0.0,0.12751677852348994,16,0.0,2547,88.075506
0.0,0.12666666666666668,16,0.0,2563,88.828689
0.0,0.12582781456953643,16,0.0,2579,89.338614
0.0,0.125,22,0.0,2601,89.997732
0.0,0.12418300653594772,6,0.0,2607,90.230567
1.0,0.12987012987012986,22,0.0,2629,90.978751
0.0,0.12903225806451613,11,0.0,2640,91.327812
1.0,0.1346153846153846,22,0.0,2662,92.241693
0.0,0.1337579617834395,17,0.0,2679,92.74303
0.0,0.13291139240506328,13,0.0,2692,93.337294
0.0,0.1320754716981132,17,0.0,2709,93.864665
0.0,0.13125,22,0.0,2731,94.490325
0.0,0.13043478260869565,22,0.0,2753,95.197407
0.0,0.12962962962962962,17,0.0,2770,95.706582
0.0,0.12883435582822086,8,0.0,2778,95.948212
0.0,0.12804878048780488,22,0.0,2800,96.762866
0.0,0.12727272727272726,1,0.0,2801,96.911354
0.0,0.12650602409638553,11,0.0,2812,97.279887
0.0,0.12574850299401197,14,0.0,2826,97.738056
0.0,0.125,8,0.0,2834,98.084359
0.0,0.1242603550295858,11,0.0,2845,98.416561
0.0,0.12352941176470589,3,0.0,2848,98.560066
0.0,0.12280701754385964,17,0.0,2865,99.179562
0.0,0.12209302325581395,16,0.0,2881,99.744128
1.0,0.12716763005780346,22,0.0,2903,100.546385
0.0,0.12643678160919541,22,0.0,2925,101.227869
0.0,0.12571428571428572,23,0.0,2948,102.509286
0.0,0.125,3,0.0,2951,102.634068
0.0,0.12429378531073447,17,0.0,2968,103.351663
0.0,0.12359550561797752,22,0.0,2990,104.280886
0.0,0.12290502793296089,16,0.0,3006,104.759528
1.0,0.12777777777777777,22,0.0,3028,105.546782
0.0,0.1270718232044199,22,0.0,3050,106.23629
0.0,0.12637362637362637,22,0.0,3072,106.850878
0.0,0.12568306010928962,17,0.0,3089,107.51772
0.0,0.125,22,0.0,3111,108.162814
