#{"t_start": 1607074036.1581895, "env_id": "gripper-env-v0"}
r,l,t
29292.979552,129,195757.953324
36541.996136,89,195763.599599
31254.037089,116,195770.916267
35048.08664,97,195777.290794
33197.884713,109,195785.064325
-6034.19704,200,195798.346857
28144.004466,131,195806.713862
23177.002562,158,195817.465989
29844.693352,124,195826.046122
-7317.846463,200,195838.126883
27922.080511,131,195846.889997
32949.056262,106,195853.709239
30974.224181,117,195861.715344
3896.03262,200,195873.91476
3570.895508,200,195889.627147
17265.346737,186,195900.211852
3662.268217,200,195914.932058
37461.093032,85,195920.932512
23056.256177,157,195930.334065
28613.652197,135,195938.855023
35827.652346,92,195944.49906
34269.786665,101,195951.529732
35644.726394,94,195957.442074
36651.192737,89,195963.0632
32640.024708,114,195970.480369
30896.219833,120,195978.047006
3978.733995,200,195991.774532
31162.612319,116,195998.913187
33747.457879,103,196005.701391
33500.520892,107,196012.193807
29151.222464,126,196020.619461
3668.863187,200,196031.937921
35969.318658,95,196037.731497
35753.534593,95,196043.583348
35036.393917,98,196049.964947
31842.385601,119,196057.595399
33656.63301,104,196064.322396
37957.55901,82,196069.378925
4195.294498,200,196083.382349
33682.492462,107,196090.706234
20491.737058,172,196100.937195
35461.606706,95,196106.94557
30964.524546,119,196114.022475
37549.055144,84,196119.479884
33651.652464,104,196127.725304
3869.574948,200,196139.59389
33630.269623,103,196145.895849
31939.028977,112,196153.328993
31849.604634,113,196160.529674
4014.377534,200,196174.140804
38147.643419,81,196179.429891
33476.718933,107,196186.359713
37945.362526,82,196191.493119
33446.980461,104,196198.791982
3466.412386,200,196216.294537
19878.041228,174,196226.771271
33103.086601,109,196234.26629
3332.32196,200,196247.405936
32631.886773,109,196254.746181
24558.145274,154,196265.928787
37440.157559,84,196271.475463
30794.531279,121,196281.365039
3351.726479,200,196293.359848
-11625.654127,200,196312.984835
-6679.717835,200,196331.229241
29554.880474,130,196340.014841
31506.822972,117,196347.390618
33359.686982,106,196353.651793
4230.889961,200,196367.936941
33765.606044,108,196375.129178
35353.786325,95,196381.109534
35967.765735,93,196387.015227
34110.662118,105,196396.608048
33164.018076,106,196404.573107
34833.322149,98,196411.322586
26452.783653,144,196420.279552
29457.330259,125,196427.578665
3906.366872,200,196441.48543
33236.638612,105,196447.877481
32070.560452,113,196455.662297
3461.558303,200,196467.228595
3757.656754,200,196480.662844
19493.18012,176,196491.849374
36742.162853,88,196497.339067
27494.659865,141,196506.812859
36557.376257,92,196512.575554
36555.195311,89,196518.005748
4212.915756,200,196532.541959
34856.624509,98,196539.291463
31653.218437,114,196546.16777
34355.155644,100,196552.753481
34263.360984,101,196559.475795
31891.327112,116,196567.343539
32245.015962,110,196574.120769
35359.463639,95,196580.343803
34882.041182,100,196586.882667
4446.450614,200,196598.588462
34949.092579,97,196604.509304
34582.287629,103,196611.026554
31647.811507,113,196617.931524
30062.21901,123,196625.287754
30502.186931,123,196633.427295
30306.31982,131,196642.135733
32917.612108,112,196649.341642
35253.03048,96,196656.120024
36870.850551,88,196661.553169
34899.578692,99,196667.622627
26981.964591,139,196676.475232
36435.002259,89,196682.503591
31187.637747,121,196690.973986
3557.724957,200,196705.620456
37158.206653,86,196711.072075
3687.096048,200,196723.289111
28931.580259,126,196731.411696
33870.354768,105,196738.197386
32271.93383,113,196745.416172
24887.409861,149,196754.555093
33558.066984,105,196760.907684
4115.921084,200,196773.983288
3765.80187,200,196786.84394
36548.613794,89,196792.375101
36189.548989,93,196798.611862
36447.354426,90,196804.504287
34157.877626,101,196810.743081
36074.460063,92,196817.215035
32821.816437,111,196825.393504
3869.414793,200,196837.254394
37642.457101,84,196843.204632
31662.9569,114,196851.927116
32227.534008,115,196859.362597
3665.568307,200,196871.15004
35578.692656,95,196876.967278
22557.73898,159,196885.975621
3786.225306,200,196899.825094
26067.381424,142,196908.419426
33549.047416,104,196915.046054
35944.365147,92,196920.62132
35051.789072,96,196926.85634
36556.889192,90,196933.297738
37367.544885,85,196939.58633
32051.028467,113,196946.750207
27588.594922,136,196955.064487
34480.997101,101,196961.315818
3853.676438,200,196978.675624
37861.151333,82,196984.674885
34860.30872,98,196991.40335
4881.038927,200,197003.557912
18324.901987,185,197014.447714
3783.259783,200,197028.729746
34244.597139,101,197034.930729
3868.216208,200,197048.422553
31142.949781,116,197055.548232
35980.319352,93,197062.958241
36264.36963,91,197069.168837
35472.297023,97,197077.64499
36230.75147,90,197083.240555
37662.425389,84,197088.530282
34554.128335,99,197094.768894
37445.210043,85,197100.207783
30848.430088,118,197107.294444
36080.403913,93,197114.198278
29667.175983,124,197122.946369
37030.680259,85,197128.626425
34706.889897,103,197135.786613
38754.933598,78,197140.865864
-7434.107657,200,197155.566531
34447.133764,103,197162.677581
34350.806648,100,197169.113849
34270.647035,101,197175.577501
18682.035445,180,197186.961927
4247.465281,200,197198.376185
28538.98488,136,197207.641191
31816.027619,115,197215.710162
37058.764329,87,197221.472502
25157.026792,152,197232.052734
31069.5235,118,197239.489172
34961.017584,98,197245.5917
3565.492415,200,197257.672401
34068.985772,102,197264.952785
31341.131472,116,197272.273825
-29111.184966,200,197287.937544
22903.465859,161,197299.31737
30749.31297,118,197308.503991
31632.249028,117,197315.983967
4186.144762,200,197330.990246
31857.528186,114,197338.44595
37343.927282,85,197344.188547
23673.200536,155,197353.900681
23234.55589,161,197364.391805
32775.001238,110,197450.461628
30596.642023,122,197459.284395
36664.562405,89,197465.562099
33867.42493,103,197471.967055
29574.984699,126,197480.024523
36650.651638,89,197486.756551
-6805.33339,200,197500.232501
3667.066135,200,197515.024349
33699.319822,110,197524.226224
34781.560865,99,197530.939035
35163.828954,97,197537.206845
35454.641541,99,197544.578996
35169.300687,100,197551.452352
36557.613776,90,197557.408895
34819.63475,100,197564.229243
31192.589387,117,197571.776465
33980.192241,104,197579.170054
28390.973934,135,197587.528184
34452.32995,101,197594.435117
36433.667915,89,197600.437762
34058.732945,102,197607.514739
37064.14663,87,197613.43089
37742.794126,82,197619.024295
28349.677403,133,197627.912371
37349.983433,85,197634.186359
3977.890271,200,197648.048779
35748.355013,93,197654.24687
33823.336058,106,197661.063853
23470.135781,163,197671.590959
28848.86431,128,197681.700626
36444.791227,90,197687.464101
33944.042962,102,197694.11653
35760.84714,94,197700.445436
38221.690167,80,197705.999922
3571.483465,200,197717.897861
3989.042763,200,197733.489878
35741.670178,93,197739.198146
24807.9329,150,197749.998363
3359.812135,200,197764.955028
34247.32657,101,197771.47689
21790.712714,165,197781.937653
34700.50901,101,197788.562435
34354.411519,100,197794.748278
37540.066514,84,197800.158813
26044.779603,148,197809.959613
24615.889242,148,197820.004315
3777.361643,200,197836.283316
3892.284849,200,197848.956747
32694.042036,112,197856.498981
36547.711229,89,197862.605224
3778.122549,200,197876.396559
36265.119526,92,197882.595818
17686.051955,187,197893.710962
20895.339722,172,197904.144979
37372.158997,86,197909.711351
33759.944908,104,197916.858206
31159.540819,116,197924.065854
36249.021196,90,197929.736417
36751.670647,89,197936.761257
35165.963276,98,197943.675492
35346.026138,95,197949.803037
35801.252193,96,197956.23471
34147.983514,101,197962.471592
35334.333442,98,197969.352905
17232.212951,185,197980.286532
32377.557717,112,197987.464606
30133.415423,124,197995.025208
30894.5512,119,198003.228785
27142.94458,136,198011.175262
33067.503823,108,198018.916459
26212.425273,147,198029.190085
32682.205501,110,198036.790575
33386.260858,107,198043.607906
26318.220411,145,198053.053927
33173.154158,108,198060.771426
3665.867714,200,198074.077954
-16678.362283,200,198089.81687
33334.641312,104,198096.347636
30461.886306,120,198104.243946
31069.87691,117,198111.512461
31875.716689,115,198120.360186
35045.094921,97,198126.939288
34449.258173,100,198133.997304
27338.236746,136,198142.418883
36889.988424,89,198148.299299
35735.374278,93,198154.438307
31981.536182,114,198161.879621
37580.794843,85,198168.886008
34353.542908,100,198175.307365
29079.837595,131,198185.582037
35144.07889,96,198191.916551
29974.128819,122,198199.935649
36969.033795,88,198205.786746
16651.169704,193,198218.562771
35241.578343,96,198225.259747
36748.639871,88,198231.34182
3572.385157,200,198247.619931
34589.573499,101,198253.817368
35884.256589,94,198260.172339
3562.579859,200,198272.085136
33956.781086,102,198279.619612
35259.134398,97,198286.446359
29862.284394,126,198294.215451
34983.909189,99,198300.573729
23545.731127,155,198310.259742
28724.219796,131,198319.538035
35769.131261,93,198325.846605
-7104.643255,200,198337.61007
36766.88787,89,198343.663867
37755.830706,83,198349.305114
24137.07455,151,198359.181143
28077.911182,133,198368.261605
34074.006801,103,198375.151652
36749.808714,88,198381.051194
29028.711463,128,198389.959029
19292.078308,182,198402.952426
34863.777407,99,198409.44207
3556.979538,200,198423.203391
34867.656636,99,198429.805584
34574.236071,100,198436.23126
27501.324149,147,198445.88518
3892.276763,200,198462.169094
36544.306246,89,198468.07886
36662.18741,90,198474.139895
28039.110286,132,198482.379282
35862.809225,93,198488.416845
34750.796209,99,198495.095984
36543.578959,89,198501.096582
37485.635748,86,198506.765136
-6915.061227,200,198519.214129
27834.078063,137,198527.994663
35746.286293,93,198533.638341
14878.027475,199,198545.97831
34334.434221,101,198552.113807
30849.337709,117,198559.117398
35346.621398,95,198565.460325
36011.781339,91,198571.438905
35518.038637,97,198578.966541
36663.848774,89,198584.677914
38645.077392,79,198590.165123
26953.232042,147,198599.839085
38438.067642,79,198605.300019
33637.367178,104,198611.796427
35819.68401,91,198617.590021
33569.21105,105,198624.476036
37432.251787,84,198629.717988
24824.947538,147,198638.299596
37232.599453,85,198644.344477
32753.311056,113,198651.644269
28628.946344,132,198660.299599
3574.783356,200,198673.500646
34007.239536,104,198681.786358
31858.23612,113,198688.84442
5588.261396,200,198700.990065
30772.449679,119,198708.636018
-7242.628269,200,198723.239181
3773.651361,200,198735.357637
36566.416042,90,198741.220487
36059.44318,92,198747.573562
3774.800451,200,198764.699091
35586.233408,95,198770.460705
3981.80817,200,198784.618204
24259.905815,151,198793.319299
35254.974792,96,198799.823123
4090.792204,200,198849.551663
34975.66948,98,198855.85118
30901.072085,120,198863.672659
37372.576318,85,198869.553168
35852.54526,93,198875.686736
32070.700177,113,198883.33492
36143.446021,91,198889.82788
27782.846855,141,198899.293057
36964.590273,87,198904.961146
3897.363672,200,198916.888611
22960.304109,157,198927.421529
4024.491391,200,198941.804154
36653.840127,89,198947.726331
33845.73619,103,198954.682498
35171.881878,97,198960.940542
37663.570815,84,198966.918774
35074.896449,99,198973.467579
30668.702398,119,198981.17133
37836.851824,82,198986.380845
26487.952451,149,198995.625507
3570.310598,200,199010.705261
37529.634345,83,199016.013867
35475.328961,95,199022.76613
31678.278006,116,199030.161166
32690.068322,110,199037.400401
35371.458512,95,199043.678915
-7541.983872,200,199054.640989
31755.275282,116,199062.678825
3772.835348,200,199074.672461
27816.39533,133,199083.551523
3687.874443,200,199097.190619
35541.56388,94,199103.582103
-7328.635305,200,199116.181281
37855.602606,83,199121.826209
35429.201461,94,199127.642388
-29108.031711,200,199141.524544
21745.524952,163,199151.203452
22053.880498,161,199160.726607
31091.937375,121,199169.895522
32934.847309,110,199176.904587
29949.808894,127,199184.962672
33987.124929,104,199193.249837
5656.299637,200,199209.829423
37861.248054,83,199215.368496
36643.399047,88,199221.517405
36485.380949,91,199227.196422
32659.518884,109,199234.76355
25161.111135,146,199247.766591
24090.781535,153,199256.826363
34543.608215,99,199263.271718
31580.52974,116,199270.256801
35433.948637,95,199276.340492
3569.262692,200,199288.010286
36247.398267,90,199293.546094
34930.759519,96,199301.045391
37534.206052,83,199306.897469
34638.27441,98,199313.012562
16765.512495,189,199326.424807
37247.829302,85,199332.066694
37647.201186,83,199338.178098
33751.554134,104,199344.884809
35674.933844,94,199351.235044
35275.940232,97,199357.631581
35636.17838,94,199363.597398
21205.747908,169,199374.950275
35876.354516,100,199382.2035
37358.965329,85,199387.573991
3465.173065,200,199404.158195
29750.98908,124,199413.902099
37769.792157,84,199420.33613
29847.696156,123,199428.284331
32269.214816,112,199435.219685
3992.588284,200,199448.257485
32775.352099,109,199455.082015
28070.297554,134,199463.142244
35535.172153,94,199469.43037
33254.562919,107,199477.121048
4567.136501,200,199489.47947
3355.010135,200,199503.064961
3467.116619,200,199514.326126
34384.78315,102,199520.948526
30303.469758,123,199529.713425
33167.701448,106,199536.110719
33217.807338,105,199543.684865
35166.314077,97,199550.828537
36146.126882,90,199557.458052
35047.988118,96,199564.179533
35645.585698,94,199570.794768
37749.851947,83,199575.921705
35791.443639,95,199582.116635
34585.139526,101,199588.783468
3793.887965,200,199604.457706
3681.224608,200,199616.171004
35353.994654,95,199623.915017
3569.13938,200,199638.015438
28155.25221,131,199646.98891
-40000.0,200,199663.737135
35855.963972,94,199670.630928
4514.380861,200,199682.566811
37555.922255,84,199687.887747
20922.350543,172,199698.95638
3878.615553,200,199710.762593
35541.900824,94,199716.905984
4305.390952,200,199731.133919
3568.014031,200,199747.146361
3863.049029,200,199760.448873
31024.051121,120,199767.850933
28253.855904,131,199776.35366
35376.0265,97,199782.573965
31873.542878,113,199791.170655
19004.145783,185,199802.546518
34110.55818,105,199809.333828
37637.711009,83,199815.061408
37558.758873,84,199820.338732
36859.838085,88,199826.202455
4429.892054,200,199838.881477
35869.110551,93,199846.509258
33464.139869,105,199853.669799
29242.466401,130,199863.323054
37155.373643,86,199869.254062
3580.620316,200,199881.350109
35789.988758,95,199888.357403
3997.740715,200,199905.873742
35468.679542,95,199912.419542
30754.650736,118,199919.990039
33026.850349,111,199927.244707
22608.212573,162,199937.730613
31365.033219,117,199945.525877
26578.612723,141,199955.333229
35851.1094,93,199961.228321
29382.187323,127,199969.744755
36052.314476,92,199975.668834
33747.573338,103,199982.041207
37673.457995,84,199987.73806
28962.591117,128,199997.101443
36545.737191,89,200002.987793
25547.246848,144,200011.70271
24689.886095,156,200022.090709
37355.973454,85,200027.8551
3562.803614,200,200040.008085
36563.807964,90,200046.463274
33449.026275,105,200052.820328
27851.594024,134,200061.688943
33951.63974,105,200069.288746
22270.154898,163,200080.325658
3998.647578,200,200092.297752
32273.704909,113,200098.949138
32061.558931,118,200108.472217
3563.97181,200,200120.380834
26686.437406,142,200129.688509
3462.862008,200,200144.471404
35861.442683,94,200151.609408
37259.12333,86,200157.006322
27099.208805,139,200166.613881
36937.567759,87,200172.21919
36854.965569,88,200177.967254
33933.790334,102,200184.179463
36648.958222,89,200190.487143
34760.382676,99,200197.28064
3918.201397,200,200213.320633
35353.800211,96,200219.753921
3349.912177,200,200232.362796
34180.651444,102,200240.628487
23276.032518,157,200250.018996
32341.890172,110,200257.167233
32176.809392,113,200264.547037
32254.888539,111,200271.330406
35445.789416,95,200277.412576
26144.944235,145,200286.233565
37453.668974,85,200292.120713
35650.905522,94,200298.096345
25746.723868,149,200307.462613
35540.190537,94,200313.293375
3558.794519,200,200324.450143
21717.359938,166,200334.263854
29989.060931,126,200342.302513
33958.885143,102,200348.555022
20123.997877,187,200363.472113
4013.207791,200,200375.391634
19644.649701,173,200385.545502
37229.646377,85,200391.390649
32670.827621,109,200398.89141
34326.140726,101,200405.12948
4464.866563,200,200417.043036
31186.446168,118,200424.88523
33434.032129,105,200431.479758
4112.824317,200,200444.318323
34481.068519,101,200450.919398
4567.095631,200,200464.209811
31346.329105,115,200471.498885
36544.352308,89,200477.782035
37339.252573,85,200484.140676
34488.770454,101,200491.858355
4370.386609,200,200503.954022
3966.76714,200,200517.326489
22785.619432,160,200527.85609
18752.889591,178,200540.390824
3665.999949,200,200553.365925
35554.317984,94,200559.469807
4557.24266,200,200572.986926
4094.063347,200,200585.89762
29446.009583,125,200594.165572
33863.956483,103,200600.921888
31381.711266,116,200609.253922
3461.733878,200,200621.141603
-7533.168956,200,200637.239475
36041.387444,92,200643.005435
3895.131427,200,200657.694222
3574.85476,200,200671.358526
37959.238661,82,200676.771351
22302.403052,165,200687.419415
3551.394705,200,200702.300506
33881.024744,105,200709.658782
24679.878638,150,200718.780708
31652.13151,113,200725.664507
3455.660423,200,200739.29992
32956.285086,107,200746.409838
30379.656058,121,200754.724169
37938.96108,82,200760.020694
36529.861185,89,200766.035115
33463.151441,106,200773.687223
31475.932568,117,200781.393058
3762.941457,200,200795.018423
4119.646129,200,200807.664105
33943.870155,102,200814.5879
31289.495536,118,200822.603819
34857.971802,100,200829.674431
20745.452559,168,200923.704771
36827.405158,86,200930.124807
35358.555664,96,200937.347067
33465.829092,105,200944.583702
5425.738995,200,200958.692318
35083.21529,98,200964.87639
34555.480241,99,200972.157579
36035.215878,91,200978.204847
3539.765393,200,200994.460847
21373.800453,168,201004.69829
32860.360975,109,201012.40446
-29106.166985,200,201028.663688
32780.892809,110,201036.535452
32256.296855,111,201043.871748
30752.784037,117,201051.720565
4165.510244,200,201066.412866
35655.790448,94,201072.487021
23258.072107,157,201081.918838
34510.309517,102,201089.310148
32330.221491,114,201097.023572
20856.790891,168,201107.725298
36846.600285,87,201113.478687
36460.234987,90,201120.716178
4229.57502,200,201132.542036
31149.550288,116,201141.202053
36065.733921,92,201147.923563
33999.969684,105,201155.128381
3978.12588,200,201168.412917
37840.836705,82,201173.758351
23489.090744,157,201183.425505
38152.434212,81,201189.092053
38232.925025,80,201194.453589
37345.407623,85,201200.820059
28994.621832,130,201209.264794
20814.843812,171,201220.008982
21664.359427,165,201230.175451
36759.724147,89,201236.268683
5672.368975,200,201255.66841
37737.110097,83,201262.128019
24119.902292,159,201272.711198
3351.893376,200,201286.061311
30134.145387,125,201294.050653
37163.455354,87,201299.650427
37152.612758,86,201304.965127
34550.200059,99,201311.459038
37153.084067,86,201317.830449
3679.038179,200,201329.28053
32962.347676,108,201335.90642
3894.329281,200,201352.543698
23144.966302,156,201362.430206
35566.090471,95,201368.834484
30844.263447,118,201376.058592
4031.708881,200,201387.869289
37363.70582,85,201393.722473
28963.853992,128,201402.22348
17538.632535,184,201413.200149
33747.200834,104,201420.052191
23884.583746,160,201430.833182
33864.884094,103,201437.809293
31943.698775,113,201444.851605
29167.689402,129,201452.408368
29059.545693,127,201460.446822
3662.008379,200,201474.521814
3555.766389,200,201485.950122
34954.486817,96,201492.777761
3794.127211,200,201504.667551
33662.470827,109,201511.745059
35660.385605,94,201517.685949
15348.079694,195,201528.636158
36943.50352,88,201534.449605
36849.565754,87,201540.721049
35923.589789,91,201546.701311
35549.221281,94,201552.554276
36946.334792,87,201558.010431
36940.707773,87,201563.696512
36830.415974,87,201569.687059
36370.443702,92,201575.631163
34681.410781,100,201582.356388
23269.996133,159,201592.470563
35584.090352,96,201598.775535
30073.306136,122,201606.313477
17785.828428,184,201616.938982
34367.919579,101,201623.158893
33124.328965,110,201630.643029
3571.592804,200,201645.937572
35548.191689,93,201651.653981
28255.16127,133,201659.949473
23420.321576,158,201671.50475
3462.087744,200,201683.620141
25790.897301,147,201692.766431
18016.058003,184,201705.390831
35672.222435,96,201711.723317
35690.262575,95,201717.969301
30835.48964,117,201725.488192
32910.528031,112,201732.603495
38051.627394,81,201737.70224
32234.21572,112,201745.101929
33764.083361,103,201752.078775
20905.474686,170,201762.094852
37962.598633,83,201767.525779
34071.111272,102,201774.396665
36044.506003,92,201780.351374
17730.988346,189,201791.925881
3561.84652,200,201806.276692
3678.26979,200,201821.047559
33357.186252,106,201827.745569
3460.757261,200,201843.350307
35658.37495,94,201849.180414
36400.536353,92,201854.705773
32555.013933,110,201861.316012
36774.265118,89,201867.234181
26421.73668,139,201875.444811
3801.52189,200,201891.135096
21960.36868,163,201902.917133
36164.279458,92,201908.892637
35349.885395,95,201915.286878
34843.719972,101,201923.182173
33757.445464,103,201929.876363
26204.453967,143,201938.776242
37759.687102,84,201945.577302
33025.117158,111,201953.254985
28173.006322,137,201962.030328
24804.238287,153,201971.585736
37072.047655,88,201978.165671
37237.630698,86,201984.511103
36268.704654,91,201990.334442
28228.920311,137,201998.746387
21411.606862,167,202008.780238
37164.475823,87,202015.103681
37330.258143,84,202020.209216
30430.285486,127,202028.307039
30856.607905,118,202037.339374
37581.778274,85,202043.042335
28556.739714,134,202052.227044
3569.554404,200,202071.079718
36973.172155,88,202077.14369
26322.037284,140,202086.335788
25585.858469,147,202095.468206
31548.356867,114,202103.489471
29960.715861,128,202111.968717
36850.25792,87,202118.058928
23218.384057,158,202127.381039
33675.288988,106,202134.023793
27451.47585,134,202142.763545
4228.050031,200,202154.72369
21642.642799,170,202168.858058
36161.557473,91,202174.666919
30688.10416,120,202183.36226
3751.897225,200,202197.510525
33063.637459,107,202205.102391
3673.469269,200,202217.611192
-28686.216192,200,202233.201768
33788.673052,106,202240.041999
37144.747153,86,202245.964767
27461.691631,135,202255.03502
36259.085898,91,202261.533171
3561.23932,200,202275.758038
33644.296435,103,202282.853837
16750.038162,188,202294.356357
37945.969378,82,202300.310564
3122.979793,200,202314.069259
34830.867252,97,202320.536659
35280.140785,96,202327.03516
33994.945139,104,202333.760613
-6708.721831,200,202346.561956
-7435.04501,200,202357.65398
34836.561877,97,202363.949283
35977.500099,94,202370.502478
37261.367035,86,202376.175348
3565.336678,200,202390.858488
4364.755924,200,202402.736489
31988.603937,116,202412.441744
-18213.003363,200,202425.17767
3774.268189,200,202437.34528
31171.312715,118,202445.325787
4758.548311,200,202459.924784
34461.934324,100,202466.307096
34162.992443,102,202473.080682
37066.011849,87,202478.693962
3796.213457,200,202490.570184
32490.188212,111,202497.704179
23764.415458,154,202507.384582
34956.909738,97,202514.197452
3565.347941,200,202527.380576
35150.602291,96,202534.102727
36936.052909,87,202539.280899
28752.87868,128,202547.263511
3692.640187,200,202560.449325
3767.418578,200,202571.533914
30967.024924,118,202579.001875
35750.917935,93,202584.886055
26596.040496,142,202594.321371
26913.524253,141,202603.234469
21449.55433,179,202614.784073
33729.564138,103,202621.264428
26439.167731,140,202631.272779
26439.364107,140,202639.581679
25001.550935,149,202649.027142
32262.071203,111,202656.064381
31082.923294,119,202663.491834
3562.090238,200,202675.592488
34366.947264,101,202681.851283
-7427.254833,200,202697.802032
24065.922901,152,202706.836989
29332.894171,132,202714.937485
14880.048271,199,202726.998659
33732.680577,108,202734.085714
32383.628745,113,202741.74007
3785.378597,200,202757.90487
35140.796992,96,202763.959122
29305.629422,128,202772.237133
3683.053458,200,202785.999985
35944.990788,92,202791.715097
35357.142122,95,202797.680128
36150.460056,91,202803.310932
31560.321572,115,202812.537828
35555.257454,94,202818.750538
35347.812649,95,202824.785999
3992.492963,200,202838.829957
24168.768287,152,202848.804251
3478.616097,200,202860.731575
4523.715528,200,202875.455796
-6786.341774,200,202888.35109
29449.065584,125,202897.146409
36858.91222,88,202903.469918
36962.831396,88,202909.438014
35846.949586,93,202915.502941
37652.641336,83,202920.722145
31740.17865,113,202928.397475
16612.098518,199,202942.938918
34861.484733,98,202949.067292
29764.319308,124,202956.664548
3771.921001,200,202970.161421
35498.370142,97,202976.055108
14452.713359,199,202987.17864
32183.887367,113,202995.356506
3558.212829,200,203007.670248
3456.217676,200,203022.100567
34500.803678,103,203028.730592
33071.381138,107,203036.89381
33890.551402,104,203044.345549
30904.598135,120,203051.82088
35048.188857,96,203057.730313
32717.629428,112,203065.673271
-39783.88037,200,203089.074313
28244.938901,134,203097.967922
34259.119446,102,203104.580498
-7438.83799,200,203123.200645
36526.588713,89,203129.906501
36458.476803,90,203136.499698
38647.658549,79,203141.598193
23746.104854,153,203151.564362
22428.764553,164,203162.712004
35170.716966,97,203169.179944
37038.07647,86,203174.785046
34881.776337,100,203181.79727
31441.394006,114,203188.988004
33388.760558,107,203196.209965
31693.372463,116,203203.891611
36668.609631,89,203210.349963
36859.352166,88,203216.039915
3571.455495,200,203227.866118
27654.295864,136,203236.723672
3783.847409,200,203250.429523
27416.221563,139,203260.293642
27928.099313,143,203269.579418
34876.931905,98,203276.039445
37965.903125,83,203281.404151
34435.832396,99,203288.402664
32948.810046,107,203295.381157
35551.584669,95,203301.438255
3777.289812,200,203313.278726
25313.80004,144,203322.158456
37042.289768,86,203329.116281
3352.992505,200,203343.841368
37148.776933,86,203349.554211
4765.189579,200,203362.430809
36967.655661,88,203368.407007
36358.453104,91,203374.563738
31046.971082,117,203382.434915
37751.678408,83,203387.956712
33883.735109,104,203395.086629
3565.978987,200,203406.445012
21002.073831,173,203417.80897
3682.937939,200,203432.807807
37568.031582,85,203438.875653
3568.611339,200,203458.309091
36063.566406,92,203464.32
35599.68015,97,203470.867544
36751.247257,88,203476.621995
35267.659445,96,203483.120707
26293.082774,145,203492.789861
34275.620914,102,203499.452912
3985.286767,200,203513.098831
23214.509787,160,203525.11832
36330.083393,89,203531.120688
24946.442229,147,203540.430422
-6681.24645,200,203556.491556
32273.297811,116,203564.583813
37951.755934,82,203570.096235
34751.745373,98,203576.664195
34354.283289,100,203583.373529
3885.424824,200,203595.17084
32608.879907,111,203602.330624
22618.537423,162,203615.014043
37037.888246,86,203620.659018
34336.946402,99,203627.177196
33545.52841,109,203635.314877
36472.174972,90,203641.321279
30503.850542,125,203650.480935
38053.102046,82,203655.76353
37170.738712,87,203661.550277
19123.526493,180,203672.242058
30352.192021,125,203680.534384
20540.029291,169,203691.034749
37035.196489,86,203697.631229
3570.492132,200,203711.501329
35375.839981,96,203717.5951
-7122.445587,200,203732.075622
30160.391012,128,203741.950821
33954.420811,104,203748.509838
36444.964045,91,203754.202733
34525.318185,98,203760.481756
35571.090917,95,203766.726637
3786.901614,200,203787.534312
36088.991747,94,203793.689439
35264.043985,96,203800.185886
24670.281995,150,203810.534144
16473.790944,190,203821.235291
-4427.993351,200,203834.722722
3685.841969,200,203848.651696
-6445.524882,200,203861.213941
26715.591647,142,203871.43429
3449.377631,200,203883.327449
37565.679636,85,203889.067688
34187.679699,102,203895.723978
37353.579862,85,203901.531596
36064.841115,92,203907.610842
4003.043627,200,203922.387769
31079.532516,117,203929.538603
35663.760372,94,203935.308834
37653.721455,83,203941.291399
3464.197856,200,203954.43054
30753.513566,118,203962.046096
30578.348076,121,203969.714947
35456.28511,95,203975.736172
4307.779019,200,203988.659726
26845.520094,143,203998.502221
38231.250498,80,204004.313559
33924.528546,106,204016.020173
37057.394226,87,204023.04463
35244.447609,95,204029.198184
33488.179602,106,204037.126236
34085.783408,103,204043.486576
34460.604263,100,204050.33501
23242.768398,155,204060.67402
36146.904378,91,204067.265001
31392.194989,117,204074.726409
36849.286897,87,204080.518496
36930.544448,86,204087.034295
30153.833311,122,204095.162562
34054.167528,101,204102.213934
28135.259149,130,204110.616409
31746.66523,116,204119.171786
17039.59925,186,204129.918378
3576.169934,200,204142.839692
14906.444224,200,204155.032015
3471.173092,200,204167.007879
33750.868271,104,204174.305176
29659.099729,123,204182.268121
35247.618239,96,204188.537736
34665.38492,99,204194.474568
4446.840218,200,204206.528623
23887.570138,155,204216.402638
32159.159707,117,204224.236488
36469.573451,90,204230.551045
3668.729794,200,204243.50638
36233.830075,90,204249.836418
34946.742023,98,204256.034812
21472.668717,166,204266.265826
16576.690929,190,204277.72325
24739.258104,153,204287.184239
29669.55629,125,204372.698201
34463.850433,99,204379.591601
3871.587174,200,204391.591995
33822.062056,102,204398.176231
4014.318929,200,204411.274685
35729.730067,92,204417.775485
3465.513762,200,204433.525439
3941.120166,200,204445.973832
18545.576267,185,204457.518295
30565.125211,122,204465.901285
35402.278962,98,204472.345092
35075.186556,97,204479.361363
3572.137238,200,204495.027407
36157.680972,92,204501.753533
31946.454049,118,204509.538566
33949.952678,102,204515.695596
27226.135795,139,204524.74139
-29216.611952,200,204544.533398
30747.650455,118,204551.826078
27792.130341,134,204560.830302
27007.69656,142,204571.092777
17030.152768,186,204583.980508
33281.392547,107,204591.595689
30261.817609,121,204599.425282
21821.709737,167,204610.239996
27867.56059,134,204618.797571
37447.898588,85,204624.366951
36162.335407,91,204630.339365
17177.562454,187,204641.130848
29938.402515,122,204649.15658
34255.927229,101,204655.823964
34182.916888,102,204663.104046
31860.757142,114,204672.17308
